actor_a,actor_b,links
Kevin Bacon,Damian Nou,-1
Kevin Bacon,Roland Daniels,3.
Kevin Bacon,William Holleran,-1
Kevin Bacon,Loni Landon,-1
Kevin Bacon,Paul Zivkovich,-1
Kevin Bacon,Olivia Burgess,-1
Kevin Bacon,Robby Peterson,-1
Kevin Bacon,Claudia Arraiza,-1
Kevin Bacon,Joaquim de Santana,2.
Kevin Bacon,Lydia Holtz,-1
Kevin Bacon,Wallace Kernodle,3.
Kevin Bacon,Joseph Kudra,-1
Kevin Bacon,Belén Hernández,-1
Kevin Bacon,Joseph Kudra,-1
Kevin Bacon,Tara Babylon,-1
Kevin Bacon,Jess Barnes,3.
Kevin Bacon,Madeline Wong,-1
Kevin Bacon,David Sawyer,2.
Kevin Bacon,Sabrina Ostapchuk,-1
Kevin Bacon,Agustina Mo,-1
Kevin Bacon,Julieta Mirasso,-1
Kevin Bacon,Antonio Morales Carrasquillo,-1
Kevin Bacon,Erick Y. Hernández Diaz,-1
Kevin Bacon,Siddarth Sharma,-1
Kevin Bacon,Sandy Ramdin,-1
Kevin Bacon,Reinhard Marx,-1
Kevin Bacon,Alexandra Palma,-1
Kevin Bacon,Nathaniel Arocho Cruz,-1
Kevin Bacon,Luke Avoledo,-1
Kevin Bacon,Nina Jeffrey,-1
Kevin Bacon,Alissa Coughlin,-1
Kevin Bacon,Matt Peel,-1
Kevin Bacon,Andy Hawkins,-1
Kevin Bacon,Jochen Flach,-1
Kevin Bacon,Ian Kowalski,-1
Kevin Bacon,Ivor Duken,-1
Kevin Bacon,Caroline Biedka,-1
Kevin Bacon,Victoria Jones,2.
Kevin Bacon,Nicole Compas,-1
Kevin Bacon,Lucas Grosso,-1
Kevin Bacon,Caroline  Vartanian,-1
Kevin Bacon,Alessio Bucci,-1
Kevin Bacon,Edwin Cedeño Perez,-1
Kevin Bacon,Loni Landon,-1
Kevin Bacon,Emanuel Pardeau,-1
Kevin Bacon,Camila Moral,-1
Kevin Bacon,Daiana Dominguez,-1
Kevin Bacon,Pachi Rivas,-1
Kevin Bacon,Nehuen Amilcar Alvarez Ponzo,-1
Kevin Bacon,Martín Struch,-1
Kevin Bacon,Kim Kyong Ho,-1
Kevin Bacon,Kim Ryong Hyok,-1
Kevin Bacon,Agustina Fernández,-1
Kevin Bacon,Kim In Son,-1
Kevin Bacon,Ri Sun Kon,-1
Kevin Bacon,Eduardo Viveiros de Castro,-1
Kevin Bacon,Jayson Dezuzio,-1
Kevin Bacon,Phyllis Levine,-1
Kevin Bacon,Tony Rhodes,-1
Kevin Bacon,Geir Hjelmerud,-1
Kevin Bacon,Rune Slagstad,-1
Kevin Bacon,Liam Cross,-1
Kevin Bacon,Espen Ytreberg,-1
Kevin Bacon,Mark Bradley,-1
Kevin Bacon,Raffaella Cavone,3.
Kevin Bacon,Tor Mikkel Wara,-1
Kevin Bacon,Ketil Raknes,-1
Kevin Bacon,Anette Trettebergstuen,-1
Kevin Bacon,Jan Ozarkowski,-1
Kevin Bacon,Dominika Borowska,-1
Kevin Bacon,Jakub M. Godzimirski,-1
Kevin Bacon,Matt Honey,-1
Kevin Bacon,Aga Sadlowska,-1
Kevin Bacon,Marco Rota,3.
Kevin Bacon,Ottavio Luparello,3.
Kevin Bacon,Nini Stoltenberg,-1
Kevin Bacon,Willy Pedersen,-1
Kevin Bacon,Hege Grostad,-1
Kevin Bacon,Simen André Myreng,-1
Kevin Bacon,Per Ståle Lønning,-1
Kevin Bacon,Helge Hammelow-Berg,-1
Kevin Bacon,Per Inge Torkelsen,3.
Kevin Bacon,Nina Witoszek,-1
Kevin Bacon,Magnus Marsdal,-1
Kevin Bacon,Jan-Aage Torp,-1
Kevin Bacon,Olav Drageset,-1
Kevin Bacon,Jon Hustad,-1
Kevin Bacon,Erling Fossen,-1
Kevin Bacon,Vidar Kvalshaug,-1
Kevin Bacon,Gavin Muir,2.
Kevin Bacon,Morten Stokstad,-1
Kevin Bacon,Olav Grimdalen jr.,-1
Kevin Bacon,Simon Hacker,-1
Kevin Bacon,Steve Bent,3.
Kevin Bacon,Jesse Pinkham,-1
Kevin Bacon,Tanja Rahm,-1
Kevin Bacon,Gizelle Azure,-1
Kevin Bacon,Jan Kallevik,-1
Kevin Bacon,Nina Hjerpset-Østlie,-1
Kevin Bacon,Øyvind Strømmen,-1
Kevin Bacon,Anders Imenes,-1
Kevin Bacon,Marianne Lien,-1
Kevin Bacon,Tor Erik Hermansen,-1
Kevin Bacon,Nicole Enayati,-1
Kevin Bacon,Cliff Hendrix,-1
Kevin Bacon,Rich Isaacson,-1
Kevin Bacon,Chris LaMonica,-1
Kevin Bacon,Tove Laila Strand,-1
Kevin Bacon,Eirik Veum,-1
Kevin Bacon,Steve Rifkind,-1
Kevin Bacon,Reka Tehaka,-1
Kevin Bacon,Oliver Margrander,-1
Kevin Bacon,Carl Tore Christopher Eliassen,-1
Kevin Bacon,Bjørn Stærk,-1
Kevin Bacon,Bård Larsen,-1
Kevin Bacon,Emanuela Tomassetti,-1
Kevin Bacon,Elisabeth Norheim,-1
Kevin Bacon,Susanne Kaluza,-1
Kevin Bacon,Giorgio Valente,-1
Kevin Bacon,Kjetil S. Østli,-1
Kevin Bacon,Clark Filio,-1
Kevin Bacon,Bår Stenvik,-1
Kevin Bacon,Lisbeth Pettersen,-1
Kevin Bacon,Peter Gunz,-1
Kevin Bacon,Alessia Cimini,-1
Kevin Bacon,Rita Villeli,-1
Kevin Bacon,Hans Petter Baarli,-1
Kevin Bacon,Lilena Marinou,-1
Kevin Bacon,Antonis Vlassis,-1
Kevin Bacon,Hannah Wozene Kvam,-1
Kevin Bacon,Loose Ends,-1
Kevin Bacon,Cassius Fadlabi,-1
Kevin Bacon,Nataliya Kochergova,-1
Kevin Bacon,Eivind Berge,-1
Kevin Bacon,Cristina Aguado,-1
Kevin Bacon,Per Sundnes,-1
Kevin Bacon,Jonna Bergh Wahlström,-1
Kevin Bacon,Egon Holstad,-1
Kevin Bacon,Ashok Dasgupta,-1
Kevin Bacon,Gardar Eide Einarsson,-1
Kevin Bacon,Moni Adhikari,-1
Kevin Bacon,Elisabeth Skarsbø Moen,-1
Kevin Bacon,Hans Olav Lahlum,-1
Kevin Bacon,Trine Grung,-1
Kevin Bacon,Maya Vik,-1
Kevin Bacon,Sarah Sørheim,-1
Kevin Bacon,Janni Christin Winterbauer,-1
Kevin Bacon,Sverre Goldenheim,-1
Kevin Bacon,Tessa Greenberg,-1
Kevin Bacon,Johnny Brenna,-1
Kevin Bacon,Sven-Eirik Utsi,-1
Kevin Bacon,Dag Herbjørnsrud,-1
Kevin Bacon,Ronnie Ottem,-1
Kevin Bacon,Vågard Unstad,-1
Kevin Bacon,Asle Toje,-1
Kevin Bacon,Karianna Sommerro,-1
Kevin Bacon,Torbjörn «Ebbot» Lundberg,-1
Kevin Bacon,Gopa Ghosh,-1
Kevin Bacon,Torkil Malvik Bidtnes,-1
Kevin Bacon,Øyvind Rognstad,-1
Kevin Bacon,Anne Gunn Halvorsen,-1
Kevin Bacon,Ludvig Breiset Ulsund,-1
Kevin Bacon,Paolo Rosani,-1
Kevin Bacon,Heidrun Breiset Ulsund,-1
Kevin Bacon,Kristin Winsents,-1
Kevin Bacon,Hanne Nabintu Herland,-1
Kevin Bacon,Lise Myhre,-1
Kevin Bacon,Nazneen Khan-Østrem,-1
Kevin Bacon,Per Yousef Assidiq,-1
Kevin Bacon,Trygve Mathiesen,-1
Kevin Bacon,Harald Klungtveit,-1
Kevin Bacon,Agnes Ravatn,-1
Kevin Bacon,James Roselle,-1
Kevin Bacon,Nina Karin Monsen,-1
Kevin Bacon,Ray Hampson,-1
Kevin Bacon,Marius Huseby,-1
Kevin Bacon,Knut Borge,-1
Kevin Bacon,Ingunn Røiseland,-1
Kevin Bacon,Hans Gaarder,-1
Kevin Bacon,John Færseth,-1
Kevin Bacon,Raymond Johansen,-1
Kevin Bacon,Morten Hegseth,-1
Kevin Bacon,Inaki Orive,-1
Kevin Bacon,Esteban Llorens,-1
Kevin Bacon,Francisco Diaz Rojo,-1
Kevin Bacon,Andreu Balcells,-1
Kevin Bacon,Toni Garcia,-1
Kevin Bacon,Fernando Herraiz,-1
Kevin Bacon,Manolo Castilla,-1
Kevin Bacon,Vibeke Ottesen,-1
Kevin Bacon,Sebastian Tjørstad,-1
