language,english,vocabulary
swedish,a,en
swedish,able,kunna
swedish,about,ca
swedish,above,ovan
swedish,act,handling
swedish,add,lägg
swedish,afraid,rädd
swedish,after,efter
swedish,again,igen
swedish,against,mot
swedish,age,okänd
swedish,ago,sedan
swedish,agree,enas
swedish,air,luft
swedish,all,alla
swedish,allow,tillåta
swedish,also,också
swedish,always,alltid
swedish,am,jag
swedish,among,bland
swedish,an,ett
swedish,and,och
swedish,anger,ilska
swedish,animal,djur
swedish,answer,svar
swedish,any,någon
swedish,appear,synas
swedish,apple,äpple
swedish,are,är
swedish,area,område
swedish,arm,beväpnar
swedish,arrange,ordna
swedish,arrive,anländer
swedish,art,teknikområdet
swedish,as,som
swedish,ask,be
swedish,at,vid
swedish,atom,atomen
swedish,baby,barn
swedish,back,tillbaka
swedish,bad,dålig
swedish,ball,boll
swedish,band,band
swedish,bank,bank
swedish,bar,baren
swedish,base,bas
swedish,basic,grundläggande
swedish,bat,slagträ
swedish,battery,batteri
swedish,be,vara
swedish,bear,bära
swedish,beat,slå
swedish,beauty,skönhet
swedish,bed,bädd
swedish,been,varit
swedish,before,före
swedish,began,började
swedish,begin,börja
swedish,behind,bakom
swedish,believe,tro
swedish,bell,klocka
swedish,best,bäst
swedish,better,bättre
swedish,between,mellan
swedish,bicycle shop,cykelverkstad
swedish,big,stor
swedish,bird,fågel
swedish,bit,bitars
swedish,black,svart
swedish,block,blocket
swedish,blood,blod
swedish,blow,smäll
swedish,blue,blå
swedish,board,ombord
swedish,boat,båt
swedish,body,kropp
swedish,bone,ben
swedish,book,boken
swedish,born,född
swedish,both,båda
swedish,bottom,botten
swedish,bought,köpt
swedish,box,låda
swedish,boy,pojke
swedish,branch,gren
swedish,bread,bröd
swedish,break,paus
swedish,bright,ljust
swedish,bring,bringa
swedish,broad,bred
swedish,broke,bröt
swedish,brother,bror
swedish,brought,bringas
swedish,brown,brun
swedish,build,bygga
swedish,burn,bränna
swedish,busy,upptagen
swedish,but,men
swedish,buy,köpa
swedish,by,genom
swedish,call,samtal
swedish,came,kom
swedish,camp,läger
swedish,can,kan
swedish,capital,kapital
swedish,captain,kapten
swedish,car,bil
swedish,card,kort
swedish,care,vård
swedish,carry,bära
swedish,case,fall
swedish,cat,cat
swedish,catch,fångst
swedish,caught,fångad
swedish,cause,orsak
swedish,cell,cell
swedish,cent,cent
swedish,center,centrum
swedish,century,talet
swedish,certain,viss
swedish,chair,stol
swedish,chance,chans
swedish,change,förändring
swedish,character,karaktär
swedish,charge,debitera
swedish,chart,diagram
swedish,check,ta
swedish,chick,fågelunge
swedish,chief,chef
swedish,child,barn
swedish,children,barn
swedish,choose,välja
swedish,chord,ackord
swedish,circle,cirkel
swedish,city,ort
swedish,claim,krav
swedish,class,klass
swedish,clean,ren
swedish,clear,klar
swedish,climb,klättra
swedish,clock,klocka
swedish,close,nära
swedish,clothe,kläder
swedish,cloud,moln
swedish,coast,kust
swedish,coat,kappa
swedish,cold,förkylning
swedish,collect,samla
swedish,colony,koloni
swedish,color,färg
swedish,column,kolonn
swedish,come,komma
swedish,company,företaget
swedish,compare,jämföra
swedish,complete,fullständig
swedish,condition,tillstånd
swedish,connect,ansluta
swedish,consider,överväga
swedish,consonant,konsonant
swedish,contain,innehålla
swedish,continent,kontinent
swedish,continue,fortsätta
swedish,control,kontroll
swedish,cook,kock
swedish,cool,sval
swedish,copy,kopia
swedish,corn,majs
swedish,corner,hörn
swedish,correct,korrekt
swedish,cost,kostnad
swedish,cotton,bomull
swedish,could,kunde
swedish,count,räkna
swedish,country,land
swedish,course,naturligtvis
swedish,cover,lock
swedish,cow,ko
swedish,crease,veck
swedish,create,skapa
swedish,crop,gröda
swedish,cross,korsa
swedish,crowd,publiken
swedish,cry,rop
swedish,current,ström
swedish,cut,snitt
swedish,dad,pappa
swedish,dance,dans
swedish,danger,fara
swedish,dark,mörk
swedish,day,dag
swedish,dead,död
swedish,deal,affär
swedish,dear,kära
swedish,death,död
swedish,decide,besluta
swedish,decimal,decimala
swedish,deep,djup
swedish,degree,grad
swedish,depend,bero
swedish,describe,beskriva
swedish,desert,öken
swedish,design,konstruktion
swedish,determine,bestämma
swedish,develop,utveckla
swedish,dictionary,ordbok
swedish,did,gjorde
swedish,die,dö
swedish,differ,skiljer
swedish,difficult,svårt
swedish,direct,direkt
swedish,discuss,diskutera
swedish,distant,avlägsen
swedish,divide,divide
swedish,division,delning
swedish,do,göra
swedish,doctor,läkare
swedish,does,gör
swedish,dog,hund
swedish,dollar,dollarn
swedish,done,klar
swedish,don’t,inte
swedish,door,dörr
swedish,double,dubbel
swedish,down,ner
swedish,draw,rita
swedish,dream,dröm
swedish,dress,klänning
swedish,drink,dryck
swedish,drive,enhet
swedish,drop,släpp
swedish,dry,torka
swedish,duck,anka
swedish,during,under
swedish,each,varje
swedish,ear,örat
swedish,early,tidig
swedish,earth,jord
swedish,ease,lindra
swedish,east,öst
swedish,eat,äta
swedish,edge,kanten
swedish,effect,effekt
swedish,egg,ägg
swedish,eight,åtta
swedish,either,antingen
swedish,electric,elektrisk
