language,english,vocabulary
sesotho,a,e
sesotho,able,khona
sesotho,about,ka
sesotho,above,ka holimo
sesotho,act,ketso
sesotho,add,eketsa
sesotho,afraid,tšaba
sesotho,after,ka mor’a hore
sesotho,again,hape
sesotho,against,khahlanong le
sesotho,age,le lilemo li
sesotho,ago,months ago
sesotho,agree,lumellana
sesotho,air,moea
sesotho,all,tsohle
sesotho,allow,lumella
sesotho,also,e boetse e
sesotho,always,kamehla
sesotho,am,’na
sesotho,among,har’a
sesotho,an,e
sesotho,and,le
sesotho,anger,bohale
sesotho,animal,phoofolo
sesotho,answer,araba
sesotho,any,leha e le efe
sesotho,appear,hlaha
sesotho,apple,apole
sesotho,are,ba
sesotho,area,sebakeng seo
sesotho,arm,letsoho la
sesotho,arrange,lokisetsa
sesotho,arrive,fihla
sesotho,art,bonono
sesotho,as,e le
sesotho,ask,botsa
sesotho,at,ka
sesotho,atom,athomo
sesotho,baby,lesea
sesotho,back,khutlela
sesotho,bad,mpe
sesotho,ball,ball z
sesotho,band,sehlopha
sesotho,bank,banka
sesotho,bar,bareng
sesotho,base,botlaaseng
sesotho,basic,tsa motheo tsa
sesotho,bat,ket
sesotho,be,ba
sesotho,bear,beha
sesotho,beat,otla
sesotho,beauty,botle
sesotho,bed,bethe
sesotho,been,bile
sesotho,before,pele
sesotho,began,ile a qala
sesotho,begin,qala
sesotho,behind,ka mor’a
sesotho,believe,lumela
sesotho,bell,tšepe
sesotho,best,molemo ka ho fetisisa
sesotho,better,molemo
sesotho,between,pakeng tsa
sesotho,big,khōlō
sesotho,bird,nonyana
sesotho,bit,hanyenyane
sesotho,black,batsho
sesotho,block,thibela
sesotho,blood,mali a
sesotho,blow,letsa
sesotho,blue,putsoa
sesotho,board,boto
sesotho,boat,sekepe
sesotho,body,mele
sesotho,bone,bone bone
sesotho,book,buka
sesotho,born,hlaha
sesotho,both,ka bobeli
sesotho,bottom,tlase
sesotho,bought,reka
sesotho,box,lebokose le reng
sesotho,boy,moshanyana
sesotho,branch,ea lekala
sesotho,bread,bohobe
sesotho,break,khefu
sesotho,bright,e khanyang
sesotho,bring,tlisa
sesotho,broad,sephara
sesotho,broke,qhetsola
sesotho,brother,mor’abo rona
sesotho,brought,tlisa
sesotho,brown,sootho
sesotho,build,haha
sesotho,burn,chesa
sesotho,busy,phathahane
sesotho,but,empa
sesotho,buy,reka
sesotho,by,ka
sesotho,call,pitso
sesotho,came,o ile a tla
sesotho,camp,kampong
sesotho,can,ka
sesotho,capital,motse-moholo
sesotho,captain,motsamaisi
sesotho,car,koloi
sesotho,card,karete ya
sesotho,care,tlhokomelo ya
sesotho,carry,phetha
sesotho,case,joalo
sesotho,cat,gato
sesotho,catch,tšoasa
sesotho,caught,tšoaroa
sesotho,cause,etsa hore
sesotho,cell,seleng
sesotho,cent,phesente
sesotho,center,setsi
sesotho,century,lekholong la lilemo la
sesotho,certain,itseng
sesotho,chair,setulo
sesotho,chance,monyetla
sesotho,change,fetola
sesotho,character,botho ba
sesotho,charge,laela ka
sesotho,chart,chate
sesotho,check,hlahloba
sesotho,chick,chick
sesotho,chief,ka sehloohong
sesotho,child,ngoana
sesotho,children,bana ba
sesotho,choose,khetha
sesotho,chord,samjun
sesotho,circle,sedikadikwe
sesotho,city,citta
sesotho,claim,kleima
sesotho,class,sehlopha sa
sesotho,clean,hloekileng
sesotho,clear,hlakileng
sesotho,climb,hloa
sesotho,clock,oache
sesotho,close,haufi
sesotho,clothe,apesa
sesotho,cloud,leru
sesotho,coast,lebopong la leoatle
sesotho,coat,seaparo
sesotho,cold,batang
sesotho,collect,bokella
sesotho,colony,kolone
sesotho,color,mmala
sesotho,column,kholomo
sesotho,come,tla
sesotho,common,tloaelehileng
sesotho,company,khampani
sesotho,compare,bapisa
sesotho,complete,feletseng
sesotho,condition,boemo
sesotho,connect,amahanya
sesotho,consider,nahana ka
sesotho,consonant,selumisoa
sesotho,contain,na le
sesotho,continent,k’honthinente
sesotho,continue,tsoela pele
sesotho,control,laola
sesotho,cook,laga
sesotho,cool,pholileng
sesotho,copy,khopi
sesotho,corn,poone
sesotho,corner,sekhutlo
sesotho,correct,e nepahetseng
sesotho,cost,litšenyehelo
sesotho,cotton,k’hothone
sesotho,could,ka se khonang
sesotho,count,bala
sesotho,country,naha
sesotho,course,nete hore
sesotho,cover,sekoahelo
sesotho,cow,khomo
sesotho,crease,crease
sesotho,create,bōpa
sesotho,crop,lijalo
sesotho,cross,tšela
sesotho,crowd,bongata bo boholo bo
sesotho,cry,mohoo
sesotho,current,hona joale
sesotho,cut,sehiloeng
sesotho,dad,ntate
sesotho,dance,together in
sesotho,danger,kotsi
sesotho,dark,lefifi
sesotho,day,letsatsi
sesotho,dead,bafu
sesotho,deal,sebetsana
sesotho,dear,ratehang
sesotho,death,lefu
sesotho,decide,etsa qeto ea
sesotho,decimal,ditesimale
sesotho,deep,tebileng
sesotho,degree,tekanyo e
sesotho,depend,itšetleha
sesotho,describe,hlalosa
sesotho,desert,lehoatateng
sesotho,design,moralo
sesotho,determine,hore na
sesotho,develop,ntshetsa pele
sesotho,dictionary,szótár
sesotho,did,ile a etsa
sesotho,die,shoa
sesotho,differ,fapana
sesotho,difficult,ho le thata
sesotho,direct,ho toba
sesotho,discuss,buisana
sesotho,distant,hole-hole
sesotho,divide,arola
sesotho,division,karohano
sesotho,do,etsa
sesotho,doctor,ngaka
sesotho,does,etsang
sesotho,dog,ntja
sesotho,dollar,ya dollar
sesotho,done,etsoe
sesotho,don’t,se ke oa
sesotho,door,ntlo
sesotho,double,habeli
sesotho,down,fatše
sesotho,draw,atamela
sesotho,dream,lora
sesotho,dress,moaparo
sesotho,drink,seno
sesotho,drive,ka koloi
sesotho,drop,tlohele
sesotho,dry,omileng
sesotho,duck,letata
sesotho,during,ka nako ya
sesotho,each,mong le e mong
sesotho,ear,tsebe
sesotho,early,pele
sesotho,earth,lefatšeng
sesotho,ease,kokobetsa
sesotho,east,ka bochabela
sesotho,eat,ja
sesotho,edge,bohale
sesotho,effect,e le hantle
sesotho,egg,lehe
sesotho,eight,tse robeli
sesotho,either,e ka ba
sesotho,electric,motlakase
sesotho,element,elements
sesotho,else,e mong
sesotho,end,qeta
sesotho,enemy,sera
sesotho,energy,matla a
sesotho,engine,enjene
sesotho,enough,ho lekane
sesotho,enter,kena
sesotho,equal,lekana
sesotho,equate,equate
sesotho,especially,haholo-holo
sesotho,even,esita le
sesotho,evening,mantsiboea
sesotho,event,ketsahalo
sesotho,ever,leha e le neng
sesotho,every,mong le e mong
sesotho,exact,tobileng
sesotho,example,mohlala
sesotho,except,ntle le
sesotho,excite,excite
sesotho,exercise,ho ikoetlisa
sesotho,expect,lebella
sesotho,experience,boiphihlelo
sesotho,experiment,teko
sesotho,eye,leihlo la
sesotho,face,sefahleho
sesotho,fact,ha e le hantle
sesotho,fair,hlokang leeme
sesotho,fall,a oa
sesotho,family,lelapa la
sesotho,famous,tummeng
sesotho,far,fihla
sesotho,farm,polasing
sesotho,fast,ka tieo
sesotho,fat,mafura a
sesotho,father,ntate
sesotho,favor,mohau
sesotho,fear,tšaba
sesotho,feed,fepa ka
sesotho,feel,ikutloa
sesotho,feet,maoto a
sesotho,fell,oela
sesotho,felt,o ile a ikutloa
sesotho,few,tse seng kae
sesotho,field,tšimo
sesotho,fig,feie
sesotho,fight,ntoa
sesotho,figure,palo
sesotho,fill,tlatsa
sesotho,final,ho qetela
sesotho,find,fumana
sesotho,fine,ntle
sesotho,finger,monoana
sesotho,finish,fihlela qetellong
sesotho,fire,mollo
sesotho,first,pele
sesotho,fish,litlhapi
sesotho,fit,lumellane
sesotho,five,tse hlano
sesotho,flat,bataletseng
sesotho,floor,fatse
sesotho,flow,phalla
sesotho,flower,lipalesa
sesotho,fly,fofa
sesotho,follow,latela
sesotho,food,lijo
sesotho,foot,maoto a
sesotho,for,bakeng sa
sesotho,force,matla a
sesotho,forest,moru
sesotho,form,foromo
sesotho,forward,pele
sesotho,found,ile a fumana
sesotho,four,tse ’ne
sesotho,fraction,karoloana
sesotho,free,mahala
sesotho,fresh,a hloekileng
sesotho,friend,motsoalle
sesotho,from,ho tloha
sesotho,front,pel’a
sesotho,fruit,litholoana
sesotho,full,feletseng
sesotho,fun,monate
sesotho,game,tai game
sesotho,garden,serapeng
sesotho,gas,khase
sesotho,gather,bokella
sesotho,gave,o ile a fa
sesotho,general,kakaretso
sesotho,gentle,bonolo
sesotho,get,fumana
sesotho,girl,ngoanana
sesotho,give,fa
sesotho,glad,thabela
sesotho,glass,khalase
sesotho,go,ee
sesotho,gold,khauta
sesotho,gone,gone gone gone
sesotho,good,molemo
sesotho,got,a
sesotho,govern,laolang
sesotho,grand,kholo
sesotho,grass,joang bo
sesotho,gray,ea bohlooho
sesotho,great,e khōlō
sesotho,green,tala
sesotho,grew,hōla
sesotho,ground,fatše
sesotho,group,sehlopha
sesotho,grow,hōle
sesotho,guess,hakanya
sesotho,guide,tataisa
sesotho,gun,sethunya
sesotho,had,ne
sesotho,hair,moriri
sesotho,half,halofo
sesotho,hand,letsoho la
sesotho,happen,etsahala
sesotho,happy,thaba
sesotho,hard,ka thata
sesotho,has,o na le
sesotho,hat,hats
sesotho,have,ba le
sesotho,he,o ile a
sesotho,head,hlooho
sesotho,hear,utloa
sesotho,heard,utloa
sesotho,heart,pelo
sesotho,heat,mocheso
sesotho,heavy,boima
sesotho,held,aa mo go one
sesotho,help,thusa
sesotho,her,hae
sesotho,here,mona
sesotho,high,phahameng
sesotho,hill,leralleng
sesotho,him,mo
sesotho,his,hae
sesotho,history,histori
sesotho,hit,otla
sesotho,hold,tšoara
sesotho,hole,lesoba
sesotho,home,lapeng
sesotho,hope,le tšepo ea
sesotho,horse,pere
sesotho,hot,chesang
sesotho,hour,hora
sesotho,house,ntlo
sesotho,how,joang
sesotho,huge,khōlō
sesotho,human,batho
sesotho,hundred,le makholo a
sesotho,hunt,tsoma
sesotho,hurry,potlaka
sesotho,i,ke
sesotho,ice,leqhoa le
sesotho,idea,maikutlo a
sesotho,if,haeba
sesotho,imagine,nahana
sesotho,in,a
sesotho,inch,ka intshi
sesotho,include,kenyeletsa
sesotho,indicate,bontša
sesotho,industry,lefapha
sesotho,insect,likokoanyana
sesotho,instant,hang-hang
sesotho,instrument,seletsa
sesotho,interest,thahasello
sesotho,invent,qapa
sesotho,iron,tsepe
sesotho,is,ke
sesotho,island,sehlekehlekeng
sesotho,it,e
sesotho,job,mosebetsi
sesotho,join,ba setho
sesotho,joy,thabo
sesotho,jump,qhomela
sesotho,just,feela
sesotho,keep,’ne
sesotho,kept,a ’na a
sesotho,key,moodle
sesotho,kill,bolaea
sesotho,kind,mofuta ofe
sesotho,king,morena
sesotho,knew,ne a tseba
sesotho,know,tseba
sesotho,lady,lady gaga
sesotho,lake,letšeng
sesotho,land,naheng
sesotho,language,puo tn lefatshe
sesotho,large,khōlō
sesotho,last,ho qetela
sesotho,late,morao
sesotho,laugh,tseha
sesotho,law,molao
sesotho,lay,larileng ka
sesotho,lead,lebisa
sesotho,learn,ithuta
sesotho,least,bonyane
sesotho,leave,tlohela
sesotho,led,led
sesotho,left,tloha
sesotho,leg,leoto
sesotho,length,bolelele
sesotho,less,nyane
sesotho,let,a ke
sesotho,letter,lengolo le
sesotho,level,boemong ba
sesotho,lie,leshano
sesotho,life,bophelo
sesotho,lift,phahamisa
sesotho,light,leseli
sesotho,like,joaloka
sesotho,line,line line
sesotho,liquid,metsi
sesotho,list,lethathamo
sesotho,listen,mamela
sesotho,little,nyenyane
sesotho,live,phela
sesotho,locate,fumana
sesotho,log,kena
sesotho,lone,ka bomong ba chesehang
sesotho,long,nako e telele
sesotho,look,sheba
sesotho,lost,lahleheloa
sesotho,lot,ngata
sesotho,loud,le phahameng
sesotho,love,rata
sesotho,low,tlaase
sesotho,machine,mochine
sesotho,made,ile a etsa
sesotho,magnet,makenete
sesotho,main,ka sehloohong
sesotho,major,kgolo
sesotho,make,etsa
sesotho,man,motho
sesotho,many,ba bangata ba
sesotho,map,mapa
sesotho,mark,letšoao
sesotho,market,marakeng
sesotho,mass,boima
sesotho,master,mong’a
sesotho,match,a bapisoa
sesotho,material,lintho tse bonahalang
sesotho,matter,taba
sesotho,may,ka
sesotho,me,’na
sesotho,mean,bolela
sesotho,meant,ho ne ho bolela
sesotho,measure,lekanya
sesotho,meat,nama
sesotho,meet,kopana le
sesotho,melody,lipina tsa thoriso
sesotho,men,banna ba
sesotho,metal,tšepe
sesotho,method,mokgwa wa
sesotho,middle,bohareng
sesotho,might,ka ’na
sesotho,mile,mile rap battle
sesotho,milk,lebese
sesotho,million,limilione tse
sesotho,mind,kelello
sesotho,mine,ka
sesotho,minute,motsotso
sesotho,miss,miss
sesotho,mix,kopanya
sesotho,modern,mehleng ea kajeno
sesotho,molecule,molek’hule
sesotho,moment,motsotso
sesotho,money,chelete
sesotho,month,moodle moodle
sesotho,moon,khoeli
sesotho,more,hape
sesotho,morning,hoseng
sesotho,most,ka ho fetisisa
sesotho,mother,’me
sesotho,motion,tshisinyo
sesotho,mount,thabeng
sesotho,mountain,thabeng
sesotho,mouth,molomo oa
sesotho,move,falla
sesotho,much,haholo
sesotho,multiply,atisa
sesotho,music,mino
sesotho,must,lokela ho
sesotho,my,ka
sesotho,name,lebitso la mokgatlo
sesotho,nation,sechaba
sesotho,natural,tlhaho
sesotho,nature,tlhaho
sesotho,near,kgauswi le
sesotho,necessary,hlokahala
sesotho,neck,molaleng
sesotho,need,lokela
sesotho,neighbor,moahelani oa
sesotho,never,mohla
sesotho,new,ncha
sesotho,next,e ’ngoe
sesotho,night,bosiu
sesotho,nine,tse robong
sesotho,no,ha ho
sesotho,noise,lerata
sesotho,noon,motsehare o moholo
sesotho,nor,kapa
sesotho,north,ka leboea
sesotho,nose,nko
sesotho,note,hlokomela
sesotho,nothing,ha ho letho le
sesotho,notice,tsebiso
sesotho,noun,lereho
sesotho,now,hona joale
sesotho,number,nomoro ya
sesotho,numeral,ho sebediswa makgetlo a
sesotho,object,ntho
sesotho,observe,boloka
sesotho,occur,etsahala
sesotho,ocean,leoatle
sesotho,of,ea
sesotho,off,theoha
sesotho,offer,fana ka
sesotho,office,ofisi
sesotho,often,hangata
sesotho,oh,la oh oh oh
sesotho,oil,oli
sesotho,old,li
sesotho,on,ka
sesotho,once,hang
sesotho,one,e mong
sesotho,only,feela
sesotho,open,bulehileng
sesotho,operate,sebetsa
sesotho,opposite,fapaneng
sesotho,or,kapa
sesotho,order,e le hore
sesotho,organ,le lekala
sesotho,original,pele
sesotho,other,tse ling tse
sesotho,our,rōna
sesotho,out,tsoa
sesotho,over,ka
sesotho,own,le
sesotho,oxygen,oksijene
sesotho,page,leqepheng la
sesotho,paint,pente
sesotho,pair,para
sesotho,paper,pampiri
sesotho,paragraph,ya ka temana ya
sesotho,parent,motsoali
sesotho,part,karolo
sesotho,particular,itseng
sesotho,party,mokga
sesotho,pass,feta
sesotho,past,nakong e fetileng
sesotho,path,tsela
sesotho,pattern,mohlala
sesotho,pay,lefa
sesotho,people,batho ba
sesotho,perhaps,mohlomong u ka
sesotho,period,nako
sesotho,person,motho
sesotho,phrase,poleloana e reng
sesotho,pick,a nke
sesotho,picture,setšoantšo
sesotho,piece,sengoathoana
sesotho,pitch,sekontiri se metsi
sesotho,place,habité
sesotho,plain,thota
sesotho,plan,moralo
sesotho,plane,sefofane
sesotho,planet,polanete
sesotho,plant,dimela
sesotho,play,bapala
sesotho,please,ka kopo
sesotho,plural,ka bongateng
sesotho,poem,thothokiso
sesotho,point,ntlha
sesotho,poor,mafutsana
sesotho,populate,tlatse
sesotho,port,koung
sesotho,pose,eachother
sesotho,position,boemo ba
sesotho,possible,ho khoneha
sesotho,post,poso
sesotho,pound,boima ba
sesotho,power,matla a
sesotho,practice,tshebetso
sesotho,prepare,lokisetsa
sesotho,present,hona joale
sesotho,press,tobetsa
sesotho,pretty,le ntle
sesotho,print,условия:
sesotho,probable,probable
sesotho,problem,bothata
sesotho,process,tshebetso
sesotho,produce,lihlahisoa
sesotho,product,sehlahiswa
sesotho,proper,loketseng
sesotho,property,thepa
sesotho,protect,sireletsa
sesotho,prove,ba
sesotho,provide,fana ka
sesotho,pull,hula
sesotho,push,sututsa
sesotho,put,beha
sesotho,quart,quart
sesotho,question,potso
sesotho,quick,ka potlako
sesotho,quiet,khutsitseng
sesotho,quite,haholo
sesotho,quotient,quotient
sesotho,race,morabe
sesotho,radio,-le-moea
sesotho,rail,seporo
sesotho,rain,pula
sesotho,raise,phahamisa
sesotho,ran,a matha
sesotho,range,fapaneng
sesotho,rather,ho e-na
sesotho,reach,fihla
sesotho,read,bala
sesotho,ready,itokiselitse
sesotho,real,sebele
sesotho,reason,lebaka la
sesotho,receive,fumana
sesotho,record,rekoto
sesotho,red,khubelu
sesotho,region,sebakeng
sesotho,remember,hopola
sesotho,repeat,a pheta-pheta
sesotho,reply,araba ka
sesotho,represent,emela
sesotho,require,hloka
sesotho,rest,ba bang kaofela
sesotho,result,lebaka leo
sesotho,rich,ruileng
sesotho,ride,palama
sesotho,right,tokelo ya
sesotho,ring,lesale
sesotho,rise,tsoha
sesotho,river,nōka
sesotho,road,tsela
sesotho,rock,lefika
sesotho,roll,moqolo
sesotho,room,kamoreng
sesotho,root,motso
sesotho,rope,thapo
sesotho,rose,a ema
sesotho,round,pota
sesotho,row,mola
sesotho,rub,tsoaetsa
sesotho,rule,busa
sesotho,run,li matha
sesotho,safe,bolokehileng
sesotho,said,a re
sesotho,sail,tsamaea ka sekepe
sesotho,salt,letsoai
sesotho,same,tšoanang
sesotho,sand,lehlabathe
sesotho,sat,a lula
sesotho,save,pholosa
sesotho,saw,o ile a bona
sesotho,say,re
sesotho,scale,tekanyo
sesotho,school,sekolong
sesotho,science,saense
sesotho,score,laduma
sesotho,sea,leoatle
sesotho,search,batla
sesotho,season,nako
sesotho,seat,setulo
sesotho,second,bobeli
sesotho,section,karolo
sesotho,see,bona
sesotho,seed,peo ea
sesotho,seem,bonahala eka
sesotho,segment,karolo
sesotho,select,khetha
sesotho,self,ho intša
sesotho,sell,rekisa
sesotho,send,romela
sesotho,sense,kutloisiso
sesotho,sent,o ile a romela
sesotho,sentence,polelo
sesotho,separate,thoko
sesotho,serve,sebeletsa
sesotho,set,sete
sesotho,settle,rarolla
sesotho,seven,supa
sesotho,several,tse ’maloa
sesotho,shall,tla
sesotho,shape,sebōpeho
sesotho,share,kabelo
sesotho,sharp,bohale
sesotho,she,o ile a
sesotho,sheet,lakane
sesotho,shell,shell a
sesotho,shine,le khanye ka
sesotho,ship,sekepe
sesotho,shoe,boots
sesotho,shop,lebenkele
sesotho,shore,lebopong la leoatle
sesotho,short,khutšoanyane
sesotho,should,lokela
sesotho,shoulder,ka mahetla
sesotho,shout,mohoo
sesotho,show,bontša
sesotho,side,lehlakoreng
sesotho,sight,mahlong a
sesotho,sign,pontšo
sesotho,silent,ka pelong
sesotho,silver,silevera
sesotho,similar,tšoanang
sesotho,simple,bonolo
sesotho,since,ho tloha ka
sesotho,sing,bina
sesotho,single,nang molekane
sesotho,sister,morali’abo rona
sesotho,sit,lula
sesotho,six,tse tseletseng
sesotho,size,boholo
sesotho,skill,bokgoni
sesotho,skin,letlalo
sesotho,sky,leholimo
sesotho,slave,lekhoba
sesotho,sleep,robala
sesotho,slip,setlankana
sesotho,slow,ea liehang
sesotho,small,nyenyane
sesotho,smell,monko
sesotho,smile,smile smile smile
sesotho,snow,lehloa
sesotho,so,e le
sesotho,soft,bonolo
sesotho,soil,mobu
sesotho,soldier,lesole
sesotho,solution,tharollo
sesotho,solve,rarolla
sesotho,some,ba bang ba
sesotho,son,mora oa
sesotho,song,pina
sesotho,soon,hang
sesotho,sound,utloahala e
sesotho,south,ka boroa
sesotho,space,sebaka
sesotho,speak,bua
sesotho,special,khethehileng
sesotho,speech,puo
sesotho,speed,lebelo
sesotho,spell,peleta
sesotho,spend,qeta
sesotho,spoke,o ile a bua
sesotho,spot,letheba
sesotho,spread,ata
sesotho,spring,selemo
sesotho,square,lisekoere
sesotho,stand,ema
sesotho,star,naleli
sesotho,start,qala
sesotho,state,mmuso
sesotho,station,seteisheneng
sesotho,stay,lula
sesotho,stead,sebakeng
sesotho,steam,mouoane
sesotho,steel,tšepe
sesotho,step,mohato
sesotho,stick,thupa
sesotho,still,e sa ntse e
sesotho,stone,lejoe
sesotho,stood,ema
sesotho,stop,ema
sesotho,store,boloka
sesotho,story,pale
sesotho,straight,setereiti
sesotho,strange,e makatsang
sesotho,stream,molapo
sesotho,street,seterateng
sesotho,stretch,otlolla
sesotho,string,khoele
sesotho,strong,matla
sesotho,student,seithuti
sesotho,study,ithuta
sesotho,subject,taba
sesotho,substance,ntho
sesotho,subtract,subtract
sesotho,success,katleho
sesotho,such,joalo
sesotho,sudden,ka tsohanyetso
sesotho,suffix,suffix
sesotho,sugar,tsoekere
sesotho,suggest,fana ka maikutlo a
sesotho,suit,sutu
sesotho,summer,lehlabula
sesotho,sun,letsatsi
sesotho,supply,phepelo
sesotho,support,tshehetso
sesotho,sure,bonnete ba hore
sesotho,surface,holim’a
sesotho,surprise,makala ha
sesotho,swim,sesa
sesotho,syllable,senoko sa lentsoe se
sesotho,symbol,letšoao
sesotho,system,tsamaiso
sesotho,table,tafoleng
sesotho,tail,mohatla
sesotho,take,nka
sesotho,talk,puo
sesotho,tall,e ba telele
sesotho,teach,ruta
sesotho,team,sehlopha
sesotho,teeth,meno a
sesotho,tell,bolella
sesotho,temperature,mocheso
sesotho,ten,tse leshome
sesotho,term,nako
sesotho,test,teko
