language,english,vocabulary
armenian,a,ա
armenian,able,կարող
armenian,about,մոտ
armenian,above,վեր
armenian,act,գործ
armenian,add,ավելացնել
armenian,afraid,վախենում
armenian,after,երբ
armenian,again,կրկին
armenian,against,դեմ
armenian,age,դարաշրջան
armenian,ago,առաջ
armenian,agree,համաձայն
armenian,air,օդի
armenian,all,ամբողջ
armenian,allow,թույլ տալ
armenian,also,նույնպես
armenian,always,միշտ
armenian,am,թեմա.
armenian,among,մեջ
armenian,an,է
armenian,and,իսկ
armenian,anger,զայրույթը
armenian,animal,կենդանի
armenian,answer,պատասխան
armenian,any,ցանկացած
armenian,appear,հայտնվել
armenian,apple,խնձոր
armenian,are,են
armenian,area,շրջան
armenian,arm,arm
armenian,arrange,դասավորել
armenian,arrive,ժամանել
armenian,art,արվեստ
armenian,as,ինչպես
armenian,ask,խնդրել
armenian,at,ի
armenian,atom,ատոմ
armenian,baby,երեխա
armenian,back,վերադառնալ
armenian,bad,վատ
armenian,ball,գնդակ
armenian,band,խումբ
armenian,bank,բանկ
armenian,bar,բար
armenian,base,բազա
armenian,basic,հիմնական
armenian,bat,խփել
armenian,be,լինել
armenian,bear,կրել
armenian,beat,ծեծել
armenian,beauty,գեղեցկություն
armenian,bed,մահճակալ
armenian,been,եղել
armenian,before,մինչեւ
armenian,began,սկսվեց
armenian,begin,սկսել
armenian,behind,ետեւում
armenian,believe,հավատալ
armenian,bell,զանգ
armenian,best,լավագույն
armenian,better,ավելի լավ
armenian,between,միջեւ
armenian,big,մեծ
armenian,bird,թռչուն
armenian,bit,բիտ
armenian,black,սեւ
armenian,block,թաղամաս
armenian,blood,արյուն
armenian,blow,հարված
armenian,blue,կապույտ
armenian,board,խորհուրդ
armenian,boat,նավակ
armenian,body,մարմին
armenian,bone,ոսկրածուծի
armenian,book,հյուրատետր
armenian,born,ծնված
armenian,both,երկուսն էլ
armenian,bottom,հատակ
armenian,bought,գնել
armenian,box,տուփ
armenian,boy,տղա
armenian,branch,մասնաճյուղ
armenian,bread,հաց
armenian,break,կոտրել
armenian,bright,պայծառ
armenian,bring,բերել
armenian,broad,լայն
armenian,broke,խախտել
armenian,brother,եղբայր
armenian,brought,բերեց
armenian,brown,դարչնագույն
armenian,build,կառուցել
armenian,burn,այրել
armenian,busy,զբաղված
armenian,but,բայց
armenian,buy,գնել
armenian,by,ի
armenian,call,կոչ
armenian,came,եկել
armenian,camp,ճամբար
armenian,can,կարող
armenian,capital,կապիտալ
armenian,captain,կապիտան
armenian,car,ավտոմեքենա
armenian,card,հարցաթերթիկ
armenian,care,խնամք
armenian,carry,կրել
armenian,case,գործ
armenian,cat,կատու
armenian,catch,բռնել
armenian,caught,բռնել
armenian,cause,պատճառը
armenian,cell,բջջային
armenian,cent,ցենտ
armenian,center,կենտրոն
armenian,century,դար
armenian,certain,որոշակի
armenian,chair,աթոռ
armenian,chance,շանս
armenian,change,փոփոխություն
armenian,character,բնավորությունը
armenian,charge,անվճար
armenian,chart,աղյուսակը
armenian,check,ստուգում
armenian,chick,չիկ
armenian,chief,գլխավոր
armenian,child,երեխա
armenian,children,երեխաներ
armenian,choose,ընտրել
armenian,chord,կապան
armenian,circle,շրջան
armenian,city,քաղաք
armenian,claim,պահանջը
armenian,class,դաս
armenian,clean,մաքուր
armenian,clear,պարզ
armenian,climb,բարձրանալ
armenian,clock,ժամացույց
armenian,close,մոտիկ
armenian,clothe,հագցնել
armenian,cloud,ամպ
armenian,coast,ափ
armenian,coat,վերարկու
armenian,cold,ցուրտ
armenian,collect,հավաքել
armenian,colony,գաղութ
armenian,color,գույն
armenian,column,սյունակ
armenian,come,գալ
armenian,common,ընդհանուր
armenian,company,ընկերությունը
armenian,compare,համեմատել
armenian,complete,ամբողջական
armenian,condition,վիճակ
armenian,connect,միացնել
armenian,consider,համարում
armenian,consonant,համահունչ
armenian,contain,պարունակել
armenian,continent,անարատ
armenian,continue,շարունակել
armenian,control,վերահսկիչ
armenian,cook,խոհարար
armenian,cool,զով
armenian,copy,օրինակ
armenian,corn,եգիպտացորեն
armenian,corner,անկյուն
armenian,correct,ճիշտ
