language,english,vocabulary
cebuano,a,а
cebuano,able,състояние
cebuano,about,за
cebuano,above,горе
cebuano,act,акт
cebuano,add,добави
cebuano,afraid,страхувам се
cebuano,after,след
cebuano,again,отново
cebuano,against,срещу
cebuano,age,възраст
cebuano,ago,преди
cebuano,agree,съгласен
cebuano,air,въздух
cebuano,all,всички
cebuano,allow,позволи
cebuano,also,също
cebuano,always,винаги
cebuano,am,съм
cebuano,among,сред
cebuano,an,един
cebuano,and,и
cebuano,anger,гнева
cebuano,animal,животните
cebuano,answer,отговор
cebuano,any,всеки
cebuano,appear,се появи
cebuano,apple,ябълка
cebuano,are,са
cebuano,area,област
cebuano,arm,ръка
cebuano,arrange,организира
cebuano,arrive,пристигнете
cebuano,art,изкуство
cebuano,as,като
cebuano,ask,попитайте
cebuano,at,в
cebuano,atom,атом
cebuano,baby,бебе
cebuano,back,обратно
cebuano,bad,лошо
cebuano,ball,топка
cebuano,band,лента
cebuano,bank,банка
cebuano,bar,бар
cebuano,base,база
cebuano,basic,основен
cebuano,bat,прилеп
cebuano,be,бъде
cebuano,bear,понесе
cebuano,beat,победи
cebuano,beauty,красота
cebuano,bed,легло
cebuano,been,бил
cebuano,before,преди
cebuano,began,започна
cebuano,begin,започне
cebuano,behind,зад
cebuano,believe,вярвам
cebuano,bell,звънец
cebuano,best,най-добрият
cebuano,better,по-добре
cebuano,between,между
cebuano,big,голям
cebuano,bird,птица
cebuano,bit,малко
cebuano,black,черен
cebuano,block,блок
cebuano,blood,кръв
cebuano,blow,удар
cebuano,blue,син
cebuano,board,борда
cebuano,boat,лодка
cebuano,body,тяло
cebuano,bone,костна
cebuano,book,книга
cebuano,born,роден
cebuano,both,и двете
cebuano,bottom,дъно
cebuano,bought,купих
cebuano,box,кутия
cebuano,boy,момче
cebuano,branch,клон
cebuano,bread,хляб
cebuano,break,почивка
cebuano,bright,ярък
cebuano,bring,донесе
cebuano,broad,широк
cebuano,broke,проби
cebuano,brother,брат
cebuano,brought,предявен
cebuano,brown,кафяв
cebuano,build,изграждане
cebuano,burn,горят
cebuano,busy,зает
cebuano,but,но
cebuano,buy,купува
cebuano,by,от
cebuano,call,повикване
cebuano,came,дойде
cebuano,camp,лагер
cebuano,can,може
cebuano,capital,капитал
cebuano,captain,капитан
cebuano,car,кола
cebuano,card,карта
cebuano,care,грижи
cebuano,carry,извършване
cebuano,case,случай
cebuano,cat,котка
cebuano,catch,улова
cebuano,caught,уловени
cebuano,cause,кауза
cebuano,cell,клетка
cebuano,cent,сто
cebuano,center,център
cebuano,century,век
cebuano,certain,определен
cebuano,chair,стол
cebuano,chance,шанс
cebuano,change,промяна
cebuano,character,характер
cebuano,charge,зареждане
cebuano,chart,диаграма
cebuano,check,проверите
cebuano,chick,мацка
cebuano,chief,главен
cebuano,child,дете
cebuano,children,деца
cebuano,choose,избирам
cebuano,chord,акорд
cebuano,circle,кръг
cebuano,city,град
cebuano,claim,твърдение
cebuano,class,клас
cebuano,clean,чиста
cebuano,clear,ясно
cebuano,climb,изкачване
cebuano,clock,часовник
cebuano,close,в близост
cebuano,clothe,облече
cebuano,cloud,облак
cebuano,coast,крайбрежие
cebuano,coat,палто
cebuano,cold,студено
cebuano,collect,събира
cebuano,colony,колония
cebuano,color,цвят
cebuano,column,колона
cebuano,come,дойде
cebuano,common,обща
cebuano,company,компанията
cebuano,compare,сравни
cebuano,complete,пълен
cebuano,condition,състояние
cebuano,connect,свържете
cebuano,consider,помисли
cebuano,consonant,съгласна
cebuano,contain,съдържа
cebuano,continent,континент
cebuano,continue,продължи
cebuano,control,контрол
cebuano,cook,готвач
cebuano,cool,готино
cebuano,copy,копие
cebuano,corn,царевица
cebuano,corner,ъгъл
cebuano,correct,правилно
cebuano,cost,цена
cebuano,cotton,памук
cebuano,could,може
cebuano,count,брои
cebuano,country,страна
cebuano,course,курс
cebuano,cover,капак
cebuano,cow,крава
cebuano,crease,гънки
cebuano,create,създадете
cebuano,crop,култура
cebuano,cross,пресекат
cebuano,crowd,тълпа
cebuano,cry,вик
cebuano,current,ток
cebuano,cut,нарязани
cebuano,dad,баща
cebuano,dance,танц
cebuano,danger,опасност
cebuano,dark,тъмно
cebuano,day,дни
cebuano,dead,мъртъв
cebuano,deal,сделка
cebuano,dear,уважаеми
cebuano,death,смърт
cebuano,decide,реши
cebuano,decimal,десетични
cebuano,deep,дълбоко
cebuano,degree,степен
cebuano,depend,зависи
cebuano,describe,опише
cebuano,desert,пустиня
cebuano,design,дизайн
cebuano,determine,определи
cebuano,develop,разработят
cebuano,dictionary,речник
cebuano,did,направих
cebuano,die,умре
cebuano,differ,различава
cebuano,difficult,трудно
cebuano,direct,директен
cebuano,discuss,обсъдят
cebuano,distant,далечен
cebuano,divide,разделяй
cebuano,division,разделение
cebuano,do,правя
cebuano,doctor,лекар
cebuano,does,прави
cebuano,dog,куче
cebuano,dollar,долар
cebuano,done,готово
cebuano,don’t,не
cebuano,door,врата
cebuano,double,двойно
cebuano,down,надолу
cebuano,draw,изготвя
cebuano,dream,мечтая
cebuano,dress,рокля
cebuano,drink,питие
cebuano,drive,диск
cebuano,drop,пуснете
cebuano,dry,сухо
cebuano,duck,патица
cebuano,during,по време на
cebuano,each,всеки
cebuano,ear,ухото
cebuano,early,началото
cebuano,earth,земята
cebuano,ease,облекчи
cebuano,east,изток
cebuano,eat,яде
cebuano,edge,ръб
cebuano,effect,ефект
cebuano,egg,яйце
cebuano,eight,осем
cebuano,either,или
cebuano,electric,електрически
cebuano,element,елемент
cebuano,else,другаде
cebuano,end,край
cebuano,enemy,враг
cebuano,energy,енергия
cebuano,engine,двигател
cebuano,enough,достатъчно
cebuano,enter,въведете
cebuano,equal,равен
cebuano,equate,приравняват
cebuano,especially,особено
cebuano,even,още
cebuano,evening,вечер
cebuano,event,събитие
cebuano,ever,някога
cebuano,every,всеки
cebuano,exact,точната
cebuano,example,например
cebuano,except,с изключение на
cebuano,excite,възбуди
cebuano,exercise,упражнение
cebuano,expect,очаквайте
cebuano,experience,опит
cebuano,experiment,експеримент
cebuano,eye,око
cebuano,face,лицето
cebuano,fact,всъщност
cebuano,fair,справедлив
cebuano,fall,падне
cebuano,family,семейство
cebuano,famous,известният
cebuano,far,доколкото
cebuano,farm,ферма
cebuano,fast,бързо
cebuano,fat,мазнини
cebuano,father,баща
cebuano,favor,благоприятства
cebuano,fear,страх
cebuano,feed,фуражи
cebuano,feel,почувствате
cebuano,feet,фута
cebuano,fell,падна
cebuano,felt,чувствах
cebuano,few,малцина
cebuano,field,поле
cebuano,fig,фиг
cebuano,fight,борба
cebuano,figure,фигура
cebuano,fill,попълнете
cebuano,final,окончателния
cebuano,find,намерите
cebuano,fine,глоба
cebuano,finger,пръста
cebuano,finish,завършеност
cebuano,fire,пожар
cebuano,first,първи
cebuano,fish,риба
cebuano,fit,поберат
cebuano,five,пет
cebuano,flat,плосък
cebuano,floor,етаж
cebuano,flow,дебит
cebuano,flower,цвете
cebuano,fly,лети
cebuano,follow,следвайте
cebuano,food,храна
cebuano,foot,крак
cebuano,for,за
cebuano,force,сила
cebuano,forest,гора
cebuano,form,форма
cebuano,forward,напред
cebuano,found,намерени
cebuano,four,четири
cebuano,fraction,фракция
cebuano,free,безплатно
cebuano,fresh,пресен
cebuano,friend,приятел
cebuano,from,от
cebuano,front,пред
cebuano,fruit,плодове
cebuano,full,пълен
cebuano,fun,забавно
cebuano,game,игра
cebuano,garden,градина
cebuano,gas,газ
cebuano,gather,събират
cebuano,gave,даде
cebuano,general,общо
cebuano,gentle,нежен
cebuano,get,получите
cebuano,girl,момиче
cebuano,give,даде
cebuano,glad,радвам
cebuano,glass,стъкло
cebuano,go,отидете
cebuano,gold,злато
cebuano,gone,изчезнал
cebuano,good,добър
cebuano,got,имам
cebuano,govern,управлява
cebuano,grand,бона
cebuano,grass,трева
cebuano,gray,сив
cebuano,great,голям
cebuano,green,зелено
cebuano,grew,израснал
cebuano,ground,земята
cebuano,group,група
cebuano,grow,растат
cebuano,guess,"предполагам, че"
cebuano,guide,ръководят
cebuano,gun,пистолет
cebuano,had,имаше
cebuano,hair,коса
cebuano,half,половината
cebuano,hand,ръка
cebuano,happen,се случи
cebuano,happy,щастлив
