language,english,vocabulary
xhosa,a,i
xhosa,able,nako
xhosa,about,malunga
xhosa,above,ngasentla
xhosa,act,isenzo
xhosa,add,ukongeza
xhosa,afraid,boyika
xhosa,after,emva
xhosa,again,kwakhona
xhosa,against,ngokuchasene
xhosa,age,ubudala
xhosa,ago,kudala
xhosa,agree,uyavuma
xhosa,air,umoya
xhosa,all,zonke
xhosa,allow,kuvumela
xhosa,also,ngokunjalo
xhosa,always,rhoqo
xhosa,am,mna
xhosa,among,phakathi
xhosa,an,ye
xhosa,and,kwaye
xhosa,anger,umsindo
xhosa,animal,isilwanyana
xhosa,answer,impendulo
xhosa,any,nayiphina
xhosa,appear,avele
xhosa,apple,apile
xhosa,are,zezi
xhosa,area,ummandla
xhosa,arm,ingalo
xhosa,arrange,amalungiselelo
xhosa,arrive,zifika
xhosa,art,ubugcisa
xhosa,as,xa
xhosa,ask,cela
xhosa,at,ngexesha
xhosa,atom,iatom
xhosa,baby,usana
xhosa,back,umva
xhosa,bad,olubi
xhosa,ball,ibhola
xhosa,band,band
xhosa,bank,ibhanki
xhosa,bar,ibhari
xhosa,base,isiseko
xhosa,basic,ezisisiseko
xhosa,bat,ilulwane
xhosa,be,kuba
xhosa,bear,kuthwala
xhosa,beat,bamtyabula
xhosa,beauty,ubuhle
xhosa,bed,ibhedi
xhosa,been,ibe
xhosa,before,phambi kokuba
xhosa,began,waqala
xhosa,begin,qala
xhosa,behind,ngemva
xhosa,believe,kholelwa
xhosa,bell,intsimbi
xhosa,best,eyona
xhosa,better,ngcono
xhosa,between,phakathi
xhosa,big,enkulu
xhosa,bird,intaka
xhosa,bit,isuntswana
xhosa,black,mnyama
xhosa,block,ibhloko
xhosa,blood,igazi
xhosa,blow,ngesibetho
xhosa,blue,luhlaza
xhosa,board,ibhodi
xhosa,boat,isikhephe
xhosa,body,umzimba
xhosa,bone,ithambo
xhosa,book,incwadi
xhosa,born,eyamazibulo
xhosa,both,bobabini
xhosa,bottom,ezantsi
xhosa,bought,bathenga
xhosa,box,ibhokisi
xhosa,boy,inkwenkwe
xhosa,branch,isebe
xhosa,bread,isonka
xhosa,break,ikhefu
xhosa,bright,eliqaqambileyo
xhosa,bring,zizisa
xhosa,broad,ebanzi
xhosa,broke,waqhekeza
xhosa,brother,ubhuti
xhosa,brought,wazisa
xhosa,brown,ntsundu
xhosa,build,ukwakha
xhosa,burn,aqhumisele
xhosa,busy,ndixakekile
xhosa,but,kodwa
xhosa,buy,kuthenga
xhosa,by,ngokuthi
xhosa,call,umnxeba
xhosa,came,weza
xhosa,camp,inkampu
xhosa,can,unako
xhosa,capital,inkunzi
xhosa,captain,ikhapteni
xhosa,car,imoto
xhosa,card,ikhadi
xhosa,care,inkathalo
xhosa,carry,ukwenza
xhosa,case,ityala
xhosa,cat,ikati
xhosa,catch,babambisa
xhosa,caught,babambisa
xhosa,cause,unobangela
xhosa,cell,iseli
xhosa,cent,ekhulwini
xhosa,center,iziko
xhosa,century,inkulungwane
xhosa,certain,ezithile
xhosa,chair,isitulo
xhosa,chance,ithuba
xhosa,change,utshintsho
xhosa,character,umlinganiswa
xhosa,charge,intlawulo
xhosa,chart,itshathi
xhosa,check,khangela
xhosa,chick,intshontsho
xhosa,chief,inkosi
xhosa,child,umntwana
xhosa,children,abantwana
xhosa,choose,khetha
xhosa,chord,ikhodi
xhosa,circle,isangqa
xhosa,city,isixeko
xhosa,claim,kleyima
xhosa,class,eklasini
xhosa,clean,acocekileyo
xhosa,clear,ecacileyo
xhosa,climb,ukhwelo
xhosa,clock,ikloko
xhosa,close,kufutshane
xhosa,clothe,zokumambesa
xhosa,cloud,ilifu
xhosa,coast,unxweme
xhosa,coat,ibhatyi
xhosa,cold,ingqele
xhosa,collect,ukuqokelela
xhosa,colony,thanga
xhosa,color,umbala
xhosa,column,intsika
xhosa,come,kuza
xhosa,common,eqhelekileyo
xhosa,company,inkampani
xhosa,compare,thelekisa
xhosa,complete,epheleleyo
xhosa,condition,imeko
xhosa,connect,ukudibanisa
xhosa,consider,ingqalelo
xhosa,consonant,ulwazi lwezandi
xhosa,contain,ziqulethe
xhosa,continent,ilizwekazi
xhosa,continue,kuqhubeka
xhosa,control,ulawulo
xhosa,cook,umpheki
xhosa,cool,kuhle
xhosa,copy,ikopi
xhosa,corn,umbona
xhosa,corner,ikona
xhosa,correct,lungile
xhosa,cost,ixabiso
xhosa,cotton,umqhaphu
xhosa,could,nako
xhosa,count,bala
xhosa,country,ilizwe
xhosa,course,ikhosi
xhosa,cover,isiciko
xhosa,cow,inkomo
xhosa,crease,ngokucha-
xhosa,create,dala
xhosa,crop,isivuno
xhosa,cross,umnqamlezo
xhosa,crowd,isihlwele
xhosa,cry,isikhalo
xhosa,current,angoku
xhosa,cut,sika
xhosa,dad,utata
xhosa,dance,umdaniso
xhosa,danger,ingozi
xhosa,dark,mnyama
xhosa,day,usuku
xhosa,dead,ofileyo
xhosa,deal,nesahlulo
xhosa,dear,abathandekayo
xhosa,death,ukufa
xhosa,decide,gqiba
xhosa,decimal,wokugqibela
xhosa,deep,nzulu
xhosa,degree,iqondo
xhosa,depend,kuxhomekeka
xhosa,describe,chaza
xhosa,desert,intlango
xhosa,design,uyilo
xhosa,determine,ukumisela
xhosa,develop,phuhlisa
xhosa,dictionary,isichazi-magama
xhosa,did,wenza
xhosa,die,kufa
xhosa,differ,kwahluka
xhosa,difficult,nzima
xhosa,direct,ngqo
xhosa,discuss,xoxa
xhosa,distant,kude
xhosa,divide,yahlula
xhosa,division,ulwahlulo
xhosa,do,ukwenza
xhosa,doctor,ugqirha
xhosa,does,ntoni
xhosa,dog,inja
xhosa,dollar,dollar
xhosa,done,nzileyo
xhosa,don’t,musa
xhosa,door,ucango
xhosa,double,kabini
xhosa,down,phantsi
xhosa,draw,zoba
xhosa,dream,iphupha
xhosa,dress,isinxibo
xhosa,drink,isiselo
xhosa,drive,qhuba
xhosa,drop,imenyu
xhosa,dry,omile
xhosa,duck,idada
xhosa,during,ngexesha
xhosa,each,ngamnye
xhosa,ear,indlebe
xhosa,early,kusasa
xhosa,earth,umhlaba
xhosa,ease,ukonwaba
xhosa,east,bucala ngasekhohlo
xhosa,eat,nidle
xhosa,edge,isiphelo
xhosa,effect,isiphumo
xhosa,egg,iqanda
