language,english,vocabulary
ukrainian,a,кішка
ukrainian,able,стані
ukrainian,about,про це
ukrainian,above,вище
ukrainian,act,акт
ukrainian,add,додавати
ukrainian,afraid,боюся
ukrainian,after,після
ukrainian,again,ову
ukrainian,against,проти
ukrainian,age,вік
ukrainian,ago,назад
ukrainian,agree,погоджуватися
ukrainian,air,повітря
ukrainian,all,всі
ukrainian,allow,дозволяти
ukrainian,also,також
ukrainian,always,завжди
ukrainian,am,ранку
ukrainian,among,серед
ukrainian,an,вона
ukrainian,and,і
ukrainian,anger,гнів
ukrainian,animal,тварин
ukrainian,answer,відповідь
ukrainian,any,будь
ukrainian,appear,з’являються
ukrainian,apple,яблуко
ukrainian,are,є
ukrainian,area,площа
ukrainian,arm,рука
ukrainian,arrange,організувати
ukrainian,arrive,приїхати
ukrainian,art,мистецтво
ukrainian,as,як
ukrainian,ask,спитаєте
ukrainian,at,у
ukrainian,atom,атом
ukrainian,baby,дитина
ukrainian,back,назад
ukrainian,bad,погано
ukrainian,ball,м’яч
ukrainian,band,смуга
ukrainian,bank,банк
ukrainian,bar,бар
ukrainian,base,база
ukrainian,basic,основний
ukrainian,bat,летюча миша
ukrainian,be,бути
ukrainian,bear,нести
ukrainian,beat,бити
ukrainian,beauty,краса
ukrainian,bed,ліжко
ukrainian,been,був
ukrainian,before,до
ukrainian,began,почав
ukrainian,begin,починати
ukrainian,behind,за
ukrainian,believe,"вважають,"
ukrainian,bell,дзвін
ukrainian,best,краще
ukrainian,better,краще
ukrainian,between,між
ukrainian,big,великий
ukrainian,bird,птах
ukrainian,bit,трохи
ukrainian,black,чорний
ukrainian,block,блок
ukrainian,blood,кров
ukrainian,blow,удар
ukrainian,blue,синій
ukrainian,board,дошка
ukrainian,boat,човен
ukrainian,body,тіло
ukrainian,bone,кістка
ukrainian,book,книга
ukrainian,born,дата народження:
ukrainian,both,як
ukrainian,bottom,від низу до
ukrainian,bought,куплений
ukrainian,box,коробка
ukrainian,boy,хлопчик
ukrainian,branch,філія
ukrainian,bread,хліб
ukrainian,break,перерву
ukrainian,bright,яскравий
ukrainian,bring,принести
ukrainian,broad,широкий
ukrainian,broke,зламав
ukrainian,brother,брат
ukrainian,brought,приніс
ukrainian,brown,коричневий
ukrainian,build,будувати
ukrainian,burn,спалити
ukrainian,busy,зайнятий
ukrainian,but,але
ukrainian,buy,купити
ukrainian,by,по
ukrainian,call,телефонуйте
ukrainian,came,прийшли
ukrainian,camp,табір
ukrainian,can,може
ukrainian,capital,капітал
ukrainian,captain,капітан
ukrainian,car,автомобіль
ukrainian,card,карта
ukrainian,care,догляд
ukrainian,carry,нести
ukrainian,case,справа
ukrainian,cat,кішка
ukrainian,catch,улов
ukrainian,caught,спійманий
ukrainian,cause,причиною
ukrainian,cell,клітин
ukrainian,cent,цент
ukrainian,center,центр
ukrainian,century,століття
ukrainian,certain,певний
ukrainian,chair,стілець
ukrainian,chance,шанс
ukrainian,change,мінення
ukrainian,character,характер
ukrainian,charge,зарядки
ukrainian,chart,діаграма
ukrainian,check,перевірити
ukrainian,chick,курча
ukrainian,chief,головний
ukrainian,child,дитина
ukrainian,children,діти
ukrainian,choose,вибрати
ukrainian,chord,акорд
ukrainian,circle,круг
ukrainian,city,місто
ukrainian,claim,претензії
ukrainian,class,клас
ukrainian,clean,чистий
ukrainian,clear,ясно
ukrainian,climb,підйом
ukrainian,clock,годинник
ukrainian,close,близько
ukrainian,clothe,одягнути
ukrainian,cloud,хмара
ukrainian,coast,узбережжі
ukrainian,coat,пальто
ukrainian,cold,холодно
ukrainian,collect,збирати
ukrainian,colony,колонія
ukrainian,color,колір
ukrainian,column,колонка
ukrainian,come,приходять
ukrainian,common,загальна
ukrainian,company,компанія
ukrainian,compare,порівняти
ukrainian,complete,повний
ukrainian,condition,стан
ukrainian,connect,підключення
ukrainian,consider,розглядати
ukrainian,consonant,приголосний
ukrainian,contain,містити
ukrainian,continent,континент
ukrainian,continue,продовжити
ukrainian,control,контроль
ukrainian,cook,повар
ukrainian,cool,прохолодно
ukrainian,copy,копія
ukrainian,corn,кукурудза
ukrainian,corner,кут
ukrainian,correct,правильно
ukrainian,cost,вартість
ukrainian,cotton,бавовна
ukrainian,could,міг
ukrainian,count,вважати
ukrainian,country,країна
ukrainian,course,звичайно
ukrainian,cover,кришка
ukrainian,cow,корова
ukrainian,crease,складка
ukrainian,create,створити
ukrainian,crop,урожай
ukrainian,cross,перетинають
ukrainian,crowd,натовп
ukrainian,cry,крик
ukrainian,current,ток
ukrainian,cut,вирізати
ukrainian,dad,папа
ukrainian,dance,танець
ukrainian,danger,небезпека
ukrainian,dark,темно-
ukrainian,day,день
ukrainian,dead,мертвих
ukrainian,deal,угода
ukrainian,dear,дорогий
ukrainian,death,смерть
ukrainian,decide,"вирішити,"
ukrainian,decimal,десяткової
ukrainian,deep,глибоко
ukrainian,degree,ступінь
ukrainian,depend,залежить
ukrainian,describe,описати
ukrainian,desert,пустеля
ukrainian,design,дизайн
ukrainian,determine,визначити
ukrainian,develop,розвивати
ukrainian,dictionary,словник
ukrainian,did,зробив
ukrainian,die,померти
ukrainian,differ,відрізняються
ukrainian,difficult,важкий
ukrainian,direct,прямій
ukrainian,discuss,обговорювати
ukrainian,distant,віддалена
ukrainian,divide,ділити
ukrainian,division,поділ
ukrainian,do,зробити
ukrainian,doctor,лікар
ukrainian,does,робить
ukrainian,dog,собака
ukrainian,dollar,долар
ukrainian,done,зроблено
ukrainian,don’t,
ukrainian,door,двері
ukrainian,double,двічі
ukrainian,down,вниз
ukrainian,draw,залучити
ukrainian,dream,мріяти
ukrainian,dress,плаття
ukrainian,drink,напій
ukrainian,drive,привод
ukrainian,drop,падіння
ukrainian,dry,сухий
