language,english,vocabulary
italian,a,un
italian,able,in grado di
italian,about,circa
italian,above,sopra
italian,act,atto
italian,add,aggiungere
italian,afraid,impaurito
italian,after,dopo
italian,again,di nuovo
italian,against,contro
italian,age,età
italian,ago,fa
italian,agree,concordare
italian,air,aria
italian,all,tutto
italian,allow,consentire
italian,also,anche
italian,always,sempre
italian,am,am
italian,among,tra
italian,an,un
italian,and,e
italian,anger,rabbia
italian,animal,animale
italian,answer,risposta
italian,any,qualsiasi
italian,appear,apparire
italian,apple,mela
italian,are,sono
italian,area,area
italian,arm,braccio
italian,arrange,organizzare
italian,arrive,arrivare
italian,art,arte
italian,as,come
italian,ask,chiedere
italian,at,a
italian,atom,atomo
italian,baby,bambino
italian,back,indietro
italian,bad,male
italian,ball,palla
italian,band,banda
italian,bank,banca
italian,bar,bar
italian,base,base
italian,basic,di base
italian,bat,pipistrello
italian,be,essere
italian,bear,sopportare
italian,beat,battere
italian,beauty,bellezza
italian,bed,letto
italian,been,stato
italian,before,prima
italian,began,ha iniziato
italian,begin,inizio
italian,behind,dietro
italian,believe,credere
italian,bell,campana
italian,best,migliore
italian,better,meglio
italian,between,fra
italian,big,grande
italian,bird,uccello
italian,bit,bit
italian,black,nero
italian,block,blocco
italian,blood,sangue
italian,blow,colpo
italian,blue,blu
italian,board,pensione
italian,boat,barca
italian,body,corpo
italian,bone,osso
italian,book,libro
italian,born,nascita
italian,both,entrambi
italian,bottom,fondo
italian,bought,comprato
italian,box,scatola
italian,boy,ragazzo
italian,branch,ramo
italian,bread,pane
italian,break,pausa
italian,bright,luminoso
italian,bring,portare
italian,broad,ampio
italian,broke,rotto
italian,brother,fratello
italian,brought,portato
italian,brown,marrone
italian,build,costruire
italian,burn,bruciare
italian,busy,occupato
italian,but,ma
italian,buy,acquistare
italian,by,da
italian,call,chiamata
italian,came,è venuto
italian,camp,campo
italian,can,lattina
italian,capital,capitale
italian,captain,capitano
italian,car,auto
italian,card,scheda
italian,care,cura
italian,carry,portare
italian,case,caso
italian,cat,gatto
italian,catch,prendere
italian,caught,catturato
italian,cause,causa
italian,cell,cella
italian,cent,cent
italian,center,centro
italian,century,secolo
italian,certain,certo
italian,chair,sedia
italian,chance,possibilità
italian,change,cambiamento
italian,character,carattere
italian,charge,carica
italian,chart,grafico
italian,check,controllare
italian,chick,pulcino
italian,chief,capo
italian,child,bambino
italian,children,bambini
italian,choose,scegliere
italian,chord,accordo
italian,circle,cerchio
italian,city,città
italian,claim,richiesta
italian,class,classe
italian,clean,pulito
italian,clear,chiaro
italian,climb,salita
italian,clock,orologio
italian,close,close
italian,clothe,vestire
italian,cloud,nube
italian,coast,costa
italian,coat,cappotto
italian,cold,freddo
italian,collect,raccogliere
italian,colony,colonia
italian,color,colore
italian,column,colonna
italian,come,venire
italian,common,comune
italian,company,azienda
italian,compare,confrontare
italian,complete,integrale
italian,condition,condizione
italian,connect,collegare
italian,consider,considerare
italian,consonant,consonante
italian,contain,contenere
italian,continent,continente
italian,continue,continuare
italian,control,controllo
italian,cook,cuoco
italian,cool,fresco
italian,copy,copia
italian,corn,mais
italian,corner,angolo
italian,correct,corretto
italian,cost,costo
italian,cotton,cotone
italian,could,potuto
italian,count,contare
italian,country,paese
italian,course,corso
italian,cover,copertura
italian,cow,mucca
italian,crease,piega
italian,create,creare
italian,crop,raccolto
italian,cross,attraversare
italian,crowd,folla
italian,cry,grido
italian,current,corrente
italian,cut,taglio
italian,dad,papà
italian,dance,danza
italian,danger,pericolo
italian,dark,scuro
italian,day,giorno
italian,dead,morto
italian,deal,affare
italian,dear,caro
italian,death,morte
italian,decide,decidere
italian,decimal,decimale
italian,deep,profondità
italian,degree,grado
italian,depend,dipendere
italian,describe,descrivere
italian,desert,deserto
italian,design,design
italian,determine,determinare
italian,develop,sviluppare
italian,dictionary,dizionario
italian,did,ha fatto
italian,die,morire
italian,differ,differire
italian,difficult,difficile
italian,direct,diretto
italian,discuss,discutere
italian,distant,lontano
italian,divide,divide
italian,division,divisione
italian,do,fare
italian,doctor,medico
italian,does,fa
italian,dog,cane
italian,dollar,dollaro
italian,done,done
italian,don’t,non
italian,door,porta
italian,double,doppio
italian,down,giù
italian,draw,disegnare
italian,dream,sognare
italian,dress,vestito
italian,drink,bevanda
italian,drive,unità
italian,drop,cadere
italian,dry,asciutto
italian,duck,anatra
italian,during,durante
italian,each,ogni
italian,ear,orecchio
italian,early,presto
italian,earth,terra
italian,ease,alleviare
italian,east,est
italian,eat,mangiare
italian,edge,bordo
italian,effect,effetto
italian,egg,uovo
italian,eight,otto
italian,either,o
italian,electric,elettrico
italian,element,elemento
italian,else,altro
italian,end,fine
italian,enemy,nemico
italian,energy,energia
italian,engine,motore
italian,enough,abbastanza
italian,enter,inserire
italian,equal,pari
italian,equate,uguagliare
italian,especially,particolarmente
italian,even,anche
italian,evening,sera
italian,event,evento
italian,ever,mai
italian,every,ogni
italian,exact,esatto
italian,example,esempio
italian,except,tranne
italian,excite,eccitare
italian,exercise,esercizio
italian,expect,aspettare
italian,experience,esperienza
italian,experiment,esperimento
italian,eye,occhio
italian,face,volto
italian,fact,fatto
italian,fair,fiera
italian,fall,cadere
italian,family,famiglia
italian,famous,famoso
italian,far,lontano
italian,farm,fattoria
italian,fast,veloce
italian,fat,grasso
italian,father,padre
italian,favor,favorire
italian,fear,paura
italian,feed,alimentazione
italian,feel,sentire
italian,feet,piedi
italian,fell,caduto
italian,felt,feltro
italian,few,pochi
italian,field,campo
italian,fig,fico
italian,fight,lotta
italian,figure,figura
italian,fill,riempire
italian,final,finale
italian,find,trovare
italian,fine,fine
italian,finger,dito
italian,finish,finitura
italian,fire,fuoco
italian,first,primo
italian,fish,pesce
italian,fit,adattarsi
italian,five,cinque
italian,flat,appartamento
italian,floor,piano
italian,flow,flusso
italian,flower,fiore
italian,fly,volare
italian,follow,seguire
italian,food,cibo
italian,foot,piede
italian,for,per
italian,force,vigore
italian,forest,foresta
italian,form,forma
italian,forward,avanti
italian,found,fondare
italian,four,quattro
italian,fraction,frazione
italian,free,gratuito
italian,fresh,fresco
italian,friend,amico
italian,from,da
italian,front,frontale
italian,fruit,frutta
italian,full,completo
italian,fun,divertimento
italian,game,gioco
italian,garden,giardino
italian,gas,gas
italian,gather,raccogliere
italian,gave,ha dato
italian,general,generale
italian,gentle,dolce
italian,get,ottenere
italian,girl,ragazza
italian,give,dare
italian,glad,felice
italian,glass,vetro
italian,go,andare
italian,gold,oro
italian,gone,gone
italian,good,buono
italian,got,ottenuto
italian,govern,governare
italian,grand,grande
italian,grass,erba
italian,gray,grigio
italian,great,grande
italian,green,verde
italian,grew,è cresciuto
italian,ground,terra
italian,group,gruppo
italian,grow,crescere
italian,guess,indovinare
italian,guide,guidare
italian,gun,pistola
italian,had,aveva
italian,hair,capelli
italian,half,metà
italian,hand,mano
italian,happen,accadere
italian,happy,felice
italian,hard,difficile
italian,has,ha
italian,hat,cappello
italian,have,avere
italian,he,lui
italian,head,testa
italian,hear,sentire
italian,heard,sentito
italian,heart,cuore
italian,heat,calore
italian,heavy,pesante
italian,held,tenuto
italian,help,aiutare
italian,her,lei
italian,here,qui
italian,high,alto
italian,hill,collina
italian,him,lui
italian,his,il suo
italian,history,storia
italian,hit,colpire
italian,hold,tenere
italian,hole,foro
italian,home,casa
italian,hope,speranza
italian,horse,cavallo
italian,hot,caldo
italian,hour,ora
italian,house,casa
italian,how,come
italian,huge,enorme
italian,human,umano
italian,hundred,cento
italian,hunt,caccia
italian,hurry,fretta
italian,i,io
italian,ice,ghiaccio
italian,idea,idea
italian,if,se
italian,imagine,immaginare
italian,in,in
italian,inch,pollice
italian,include,includere
italian,indicate,indicare
italian,industry,industria
italian,insect,insetto
italian,instant,immediato
italian,instrument,strumento
italian,interest,interesse
italian,invent,inventare
italian,iron,ferro
italian,is,è
italian,island,isola
italian,it,esso
italian,job,lavoro
italian,join,aderire
italian,joy,gioia
italian,jump,salto
italian,just,solo
italian,keep,mantenere
italian,kept,tenere
italian,key,chiave
italian,kill,uccidere
italian,kind,tipo
italian,king,re
italian,knew,sapeva
italian,know,sapere
italian,lady,signora
italian,lake,lago
italian,land,terra
italian,language,lingua
italian,large,grande
italian,last,ultimo
italian,late,tardi
italian,laugh,ridere
italian,law,legge
italian,lay,porre
italian,lead,portare
italian,learn,imparare
italian,least,meno
italian,leave,lasciare
italian,led,portato
italian,left,sinistra
italian,leg,gamba
italian,length,lunghezza
italian,less,meno
italian,let,lasciare
italian,letter,lettera
italian,level,livello
italian,lie,bugia
italian,life,vita
italian,lift,ascensore
italian,light,luce
italian,like,come
italian,line,linea
italian,liquid,liquido
italian,list,elenco
italian,listen,ascoltare
italian,little,poco
italian,live,vivere
italian,locate,individuare
italian,log,log
italian,lone,solitario
italian,long,lungo
italian,look,guardare
italian,lost,perso
italian,lot,lotto
italian,loud,forte
italian,love,amore
italian,low,basso
italian,machine,macchina
italian,made,fatto
italian,magnet,magnete
italian,main,principale
italian,major,maggiore
italian,make,rendere
italian,man,uomo
italian,many,molti
italian,map,mappa
italian,mark,marchio
italian,market,mercato
italian,mass,massa
italian,master,master
italian,match,partita
italian,material,materiale
italian,matter,materia
italian,may,può
italian,me,me
italian,mean,dire
italian,meant,significava
italian,measure,misurare
italian,meat,carne
italian,meet,si incontrano
italian,melody,melodia
italian,men,maschi
italian,metal,metallo
italian,method,metodo
italian,middle,mezzo
italian,might,forza
italian,mile,miglio
italian,milk,latte
italian,million,milione
italian,mind,mente
italian,mine,miniera
italian,minute,minuto
italian,miss,perdere
italian,mix,mescolare
italian,modern,moderno
italian,molecule,molecola
italian,moment,momento
italian,money,soldi
italian,month,mese
italian,moon,luna
italian,more,di più
italian,morning,mattina
italian,most,più
italian,mother,madre
italian,motion,moto
italian,mount,monte
italian,mountain,montagna
italian,mouth,bocca
italian,move,spostare
italian,much,molto
italian,multiply,moltiplicare
italian,music,musica
italian,must,mosto
italian,my,il mio
italian,name,nome
italian,nation,nazione
italian,natural,naturale
italian,nature,natura
italian,near,vicino
italian,necessary,necessario
italian,neck,collo
italian,need,bisogno
italian,neighbor,prossimo
italian,never,mai
italian,new,nuovo
italian,next,prossimo
italian,night,notte
italian,nine,nove
italian,no,no
italian,noise,rumore
italian,noon,mezzogiorno
italian,nor,né
italian,north,nord
italian,nose,naso
italian,note,nota
italian,nothing,niente
italian,notice,avviso
italian,noun,sostantivo
italian,now,ora
italian,number,numero
italian,numeral,numerale
italian,object,oggetto
italian,observe,osservare
italian,occur,verificarsi
italian,ocean,oceano
italian,of,di
italian,off,spento
italian,offer,offerta
italian,office,ufficio
italian,often,spesso
italian,oh,oh
italian,oil,olio
italian,old,vecchio
italian,on,su
italian,once,una volta
italian,one,uno
italian,only,solo
italian,open,aperto
italian,operate,operare
italian,opposite,opposto
italian,or,o
italian,order,ordine
italian,organ,organo
italian,original,originale
