language,english,vocabulary
russian,a,основной
russian,able,состоянии
russian,about,о
russian,above,выше
russian,act,акт
russian,add,добавлять
russian,afraid,боится
russian,after,после
russian,again,снова
russian,against,против
russian,age,возраст
russian,ago,назад
russian,agree,соглашаться
russian,air,воздух
russian,all,все
russian,allow,позволять
russian,also,также
russian,always,всегда
russian,am,утра
russian,among,среди
russian,an,назад
russian,and,и
russian,anger,гнев
russian,animal,животных
russian,answer,ответ
russian,any,любой
russian,appear,появляются
russian,apple,яблоко
russian,are,являются
russian,area,площадь
russian,arm,рука
russian,arrange,организовать
russian,arrive,приходим
russian,art,искусство
russian,as,как
russian,ask,спросите
russian,at,в
russian,atom,атом
russian,baby,ребенок
russian,back,назад
russian,bad,плохо
russian,ball,мяч
russian,band,полоса
russian,bank,банк
russian,bar,бар
russian,base,база
russian,basic,основной
russian,bat,летучая мышь
russian,be,быть
russian,bear,нести
russian,beat,бить
russian,beauty,красота
russian,bed,кровать
russian,been,был
russian,before,до
russian,began,начал
russian,begin,начать
russian,behind,за
russian,believe,верить
russian,bell,колокол
russian,best,лучше
russian,better,лучше
russian,between,между
russian,big,большой
russian,bird,птица
russian,bit,немного
russian,black,черный
russian,block,блок
russian,blood,кровь
russian,blow,удар
russian,blue,синий
russian,board,доска
russian,boat,лодка
russian,body,тело
russian,bone,кость
russian,book,книга
russian,born,родившийся
russian,both,как
russian,bottom,снизу
russian,bought,купленный
russian,box,коробка
russian,boy,мальчик
russian,branch,филиал
russian,bread,хлеб
russian,break,перерыв
russian,bright,яркий
russian,bring,приносить
russian,broad,широкий
russian,broke,сломал
russian,brother,брат
russian,brought,принес
russian,brown,коричневый
russian,build,строить
russian,burn,сжечь
russian,busy,занято
russian,but,но
russian,buy,купить
russian,by,по
russian,call,вызов
russian,came,пришел
russian,camp,лагерь
russian,can,может
russian,capital,капитал
russian,captain,капитан
russian,car,автомобиль
russian,card,карта
russian,care,уход
russian,carry,нести
russian,case,дело
russian,cat,кошка
russian,catch,улов
russian,caught,пойманный
russian,cause,причиной
russian,cell,клеток
russian,cent,цент
russian,center,центр
russian,century,век
russian,certain,уверен
russian,chair,стул
russian,chance,шанс
russian,change,изменение
russian,character,характер
russian,charge,взимать
russian,chart,диаграмма
russian,check,проверять
russian,chick,цыпленок
russian,chief,главный
russian,child,ребенок
russian,children,дети
russian,choose,выбирать
russian,chord,аккорд
russian,circle,круг
russian,city,город
russian,claim,претензии
russian,class,класс
russian,clean,чистый
russian,clear,ясно
russian,climb,подъем
russian,clock,часы
russian,close,близко
russian,clothe,одевать
russian,cloud,облако
russian,coast,побережье
russian,coat,пальто
russian,cold,холодный
russian,collect,собирать
