language,english,vocabulary
greek,a,α
greek,able,θέση
greek,about,περίπου
greek,above,παραπάνω
greek,act,πράξη
greek,add,προσθέσετε
greek,afraid,φοβισμένος
greek,after,μετά
greek,again,πάλι
greek,against,κατά
greek,age,ηλικία
greek,ago,πριν
greek,agree,συμφωνώ
greek,air,αέρας
greek,all,όλα
greek,allow,επιτρέπουν
greek,also,"επίσης,"
greek,always,πάντοτε
greek,am,είμαι
greek,among,μεταξύ
greek,an,ένα
greek,and,και
greek,anger,οργή
greek,animal,ζώο
greek,answer,απάντηση
greek,any,κάθε
greek,appear,εμφανίζονται
greek,apple,μήλο
greek,are,είναι
greek,area,έκταση
greek,arm,μπράτσο
greek,arrange,κανονίσει
greek,arrive,φτάσετε
greek,art,τέχνη
greek,as,ως
greek,ask,ρωτήστε
greek,at,σε
greek,atom,άτομο
greek,baby,μωρό
greek,back,πίσω
greek,bad,κακό
greek,ball,μπάλα
greek,band,band
greek,bank,τράπεζα
greek,bar,μπαρ
greek,base,βάση
greek,basic,βασικός
greek,bat,ρόπαλο
greek,be,να
greek,bear,φέρουν
greek,beat,νικήσει
greek,beauty,ομορφιά
greek,bed,κρεβάτι
greek,been,ήταν
greek,before,πριν
greek,began,άρχισε
greek,begin,αρχίσει
greek,behind,πίσω
greek,believe,πιστεύουμε
greek,bell,κουδούνι
greek,best,καλύτερο
greek,better,καλύτερη
greek,between,μεταξύ
greek,big,μεγάλος
greek,bird,πουλί
greek,bit,λίγο
greek,black,μαύρο
greek,block,κατηγορία
greek,blood,αίμα
greek,blow,χτύπημα
greek,blue,μπλε
greek,board,χαρτόνι
greek,boat,βάρκα
greek,body,σώμα
greek,bone,των οστών
greek,book,βιβλίο
greek,born,γεννημένος
greek,both,δύο
greek,bottom,κάτω μέρος
greek,bought,αγόρασε
greek,box,κουτί
greek,boy,αγόρι
greek,branch,υποκατάστημα
greek,bread,ψωμί
greek,break,διάλειμμα
greek,bright,φωτεινό
greek,bring,φέρω
greek,broad,ευρύς
greek,broke,έσπασε
greek,brother,ο αδελφός
greek,brought,έφερε
greek,brown,καφέ
greek,build,οικοδομήσουμε
greek,burn,έγκαυμα
greek,busy,απασχολημένος
greek,but,αλλά
greek,buy,αγοράζουν
greek,by,από
greek,call,κλήση
greek,came,ήρθε
greek,camp,στρατόπεδο
greek,can,μπορεί
greek,capital,κεφάλαιο
greek,captain,καπετάνιος
greek,car,αυτοκίνητο
greek,card,κάρτα
greek,care,φροντίδα
greek,carry,φέρουν
greek,case,περίπτωση
greek,cat,γάτα
greek,catch,σύλληψη
greek,caught,αλιεύονται
greek,cause,αιτία
greek,cell,κυττάρων
greek,cent,σεντ
greek,center,κέντρο
greek,century,αιώνα
greek,certain,ορισμένες
greek,chair,καρέκλα
greek,chance,ευκαιρία
greek,change,αλλαγή
greek,character,χαρακτήρας
greek,charge,χρεώνουν
greek,chart,διάγραμμα
greek,check,έλεγχος
greek,chick,κοτοπουλάκι
greek,chief,επικεφαλής
greek,child,παιδί
greek,children,παιδιά
greek,choose,επιλέξτε
greek,chord,χορδή
greek,circle,κύκλο
greek,city,πόλη
greek,claim,αξίωση
greek,class,κατηγορία
greek,clean,καθαρό
greek,clear,σαφής
greek,climb,ανάβαση
greek,clock,ρολόι
greek,close,κοντά
greek,clothe,ντύσει
greek,cloud,cloud
greek,coast,ακτή
greek,coat,παλτό
greek,cold,κρύο
greek,collect,συλλέγουν
greek,colony,αποικία
greek,color,χρώμα
greek,column,στήλη
greek,come,έρχονται
greek,common,κοινός
greek,company,η εταιρεία
greek,compare,συγκρίνετε
greek,complete,πλήρης
greek,condition,κατάσταση
greek,connect,συνδεθείτε
greek,consider,σκεφτείτε
greek,consonant,σύμφωνο
greek,contain,περιέχουν
greek,continent,ήπειρο
greek,continue,συνεχίσει
greek,control,ελέγχου
greek,cook,μάγειρας
greek,cool,δροσερό
greek,copy,αντίγραφο
greek,corn,καλαμπόκι
greek,corner,γωνία
greek,correct,σωστός
greek,cost,κόστος
greek,cotton,βαμβάκι
greek,could,θα μπορούσε
greek,count,μετράνε
greek,country,χώρα
greek,course,πορεία
greek,cover,κάλυμμα
greek,cow,αγελάδα
greek,crease,πτυχή
greek,create,δημιουργήσετε
greek,crop,καλλιέργεια
