language,english,vocabulary
pashto,a,یو
pashto,able,کولای
pashto,about,په اړه
pashto,above,پورته
pashto,act,عمل
pashto,add,اضافه
pashto,afraid,ډاريږي
pashto,after,وروسته
pashto,again,بيا
pashto,against,په وړاندې
pashto,age,عمر
pashto,ago,وړاندې
pashto,agree,موافقه
pashto,air,د هوا
pashto,all,ټول
pashto,allow,اجازه
pashto,also,هم
pashto,always,تل
pashto,am,يم
pashto,among,په منځ کې
pashto,an,یو
pashto,and,او
pashto,anger,قهر
pashto,animal,د څارويو
pashto,answer,ځواب
pashto,any,کوم
pashto,appear,ښکاري
pashto,apple,مڼه
pashto,are,دي
pashto,area,په سيمه کې
pashto,arm,مټ
pashto,arrange,انتظام
pashto,arrive,ته
pashto,art,هنر
pashto,as,په توګه
pashto,ask,پوښتنه
pashto,at,په
pashto,atomic,اټومي
pashto,baby,د ماشوم
pashto,back,بېرته
pashto,bad,بد
pashto,ball,توپ
pashto,band,باند
pashto,bank,د بانک
pashto,bargain,ارزانه بيه
pashto,base,اډه
pashto,basic,د اساسي
pashto,bat,پچه
pashto,be,وي
pashto,bear,ګواهي
pashto,beat,ته ماتې ورکړه
pashto,beauty,ښکلا
pashto,bed,بستره
pashto,been,شوي
pashto,before,مخکې له
pashto,began,پیل
pashto,begin,پيل كيدل؛ شروع كيدل: او چنېدل، راوتل
pashto,behind,تر شا
pashto,believe,باور
pashto,bell,زنګ
pashto,best,ښه
pashto,better,ښه
pashto,between,تر منځ د
pashto,big,لوی
pashto,bird,د مرغانو د
pashto,bit,څه
pashto,black,تور
pashto,block,د بنديز
pashto,blood,وينه
pashto,blow,ګوزار
pashto,blue,آبي
pashto,board,بورډ
pashto,boat,کښتۍ
pashto,body,د بدن
pashto,bone,د هډوکو
pashto,book,کتاب
pashto,born,لمريز کال
pashto,both,د دواړو
pashto,bottom,ښکته
pashto,bought,واخيست
pashto,box,د صندوق
pashto,boy,هلک
pashto,branch,څانګه
pashto,bread,ډوډۍ
pashto,break,وقفې
pashto,bright,روښانه
pashto,bring,راولي
pashto,broad,پراخ
pashto,broke,مات
pashto,brother,ورور
pashto,brought,راوړل
pashto,brown,نصواري
pashto,build,د جوړولو
pashto,burn,سوځوي
pashto,busy,بوخت
pashto,but,خو
pashto,buy,پېري
pashto,by,له خوا
pashto,call,غوښتنې
pashto,came,راغلل
pashto,camp,کمپ
pashto,can,کولای شي
pashto,capital,مرکز
pashto,captain,کپتان
pashto,car,موټر
pashto,card,کارت
pashto,care,د پاملرنې
pashto,carry,ترسره کړي
pashto,case,قضيه
pashto,cat,پيشو
pashto,catch,اخستونکي
pashto,caught,ګير
pashto,cause,لامل
pashto,cell,حجره
pashto,cent,په سلو کې
