language,english,vocabulary
estonian,a,aeg
estonian,able,võimalik
estonian,about,umbes
estonian,above,eespool
estonian,act,tegu
estonian,add,lisada
estonian,afraid,karda
estonian,after,pärast
estonian,again,jälle
estonian,against,vastu
estonian,age,vanus
estonian,ago,tagasi
estonian,agree,nõus
estonian,air,õhk
estonian,all,kõik
estonian,allow,lubada
estonian,also,samuti
estonian,always,alati
estonian,am,olen
estonian,among,vahel
estonian,an,lugema
estonian,and,ja
estonian,anger,viha
estonian,animal,loomade
estonian,answer,vastus
estonian,any,tahes
estonian,appear,ilmub
estonian,apple,õun
estonian,are,on
estonian,area,piirkond
estonian,arm,arm
estonian,arrange,korraldada
estonian,arrive,saabuma
estonian,art,kunst
estonian,as,kui
estonian,ask,küsi
estonian,at,juures
estonian,atom,aatom
estonian,baby,beebi
estonian,back,tagasi
estonian,bad,halb
estonian,ball,ball
estonian,band,bänd
estonian,bank,pank
estonian,bar,bar
estonian,base,alus
estonian,basic,põhi
estonian,bat,bat
estonian,be,olema
estonian,bear,kandma
estonian,beat,võita
estonian,beauty,ilu
estonian,bed,voodi
estonian,been,olnud
estonian,before,enne
estonian,began,hakkas
estonian,begin,alustada
estonian,behind,taga
estonian,believe,usun
estonian,bell,bell
estonian,best,parim
estonian,better,parem
estonian,between,vahel
estonian,big,suur
estonian,bird,lind
estonian,bit,natuke
estonian,black,must
estonian,block,plokk
estonian,blood,veri
estonian,blow,löök
estonian,blue,sinine
estonian,board,juhatus
estonian,boat,paat
estonian,body,keha
estonian,bone,luu
estonian,book,raamat
estonian,born,sündinud
estonian,both,nii
estonian,bottom,alt
estonian,bought,ostis
estonian,box,kast
estonian,boy,poiss
estonian,branch,filiaali
estonian,bread,leib
estonian,break,break
estonian,bright,ere
estonian,bring,tuua
estonian,broad,lai
estonian,broke,murdis
estonian,brother,vend
estonian,brought,toonud
estonian,brown,pruun
estonian,build,ehitada
estonian,burn,põletada
estonian,busy,kinni
estonian,but,kuid
estonian,buy,osta
estonian,by,poolt
estonian,call,üleskutse
estonian,came,tuli
estonian,camp,laager
estonian,can,saab
estonian,capital,kapitali
estonian,captain,kapten
estonian,car,auto
estonian,card,kaart
estonian,care,hooldus
estonian,carry,läbi
estonian,case,puhul
estonian,cat,kass
estonian,catch,saak
estonian,caught,püütud
estonian,cause,põhjus
estonian,cell,raku
estonian,cent,senti
estonian,center,keskus
estonian,century,sajandil
estonian,certain,teatud
estonian,chair,tool
estonian,chance,võimalus
estonian,change,muutus
estonian,character,märgi
estonian,charge,tasuta
estonian,chart,skeem
estonian,check,kontrollima
estonian,chick,tibu
estonian,chief,juht
estonian,child,laps
estonian,children,lapsed
estonian,choose,vali
estonian,chord,akord
estonian,circle,ringi
estonian,city,linna
estonian,claim,nõue
estonian,class,klass
estonian,clean,puhas
estonian,clear,selge
estonian,climb,ronida
estonian,clock,kell
estonian,close,lähedal
estonian,clothe,riietama
estonian,cloud,pilv
estonian,coast,rannikul
estonian,coat,mantel
estonian,cold,külm
estonian,collect,koguda
estonian,colony,koloonia
estonian,color,värv
estonian,column,veerg
estonian,come,tule
estonian,common,ühise
estonian,company,ettevõte
estonian,compare,võrrelda
estonian,complete,täielik
estonian,condition,tingimus
estonian,connect,ühendada
estonian,consider,kaaluda
estonian,consonant,kaashäälik
estonian,contain,sisaldama
estonian,continent,mandril
estonian,continue,jätkama
estonian,control,kontroll
estonian,cook,cook
estonian,cool,cool
estonian,copy,koopia
estonian,corn,mais
estonian,corner,nurgas
estonian,correct,õige
estonian,cost,maksumus
estonian,cotton,puuvill
estonian,could,võiks
estonian,count,loe
estonian,country,riik
estonian,course,loomulikult
estonian,cover,kate
estonian,cow,lehm
estonian,crease,kortsu
estonian,create,luua
estonian,crop,crop
estonian,cross,rist
estonian,crowd,rahvas
estonian,cry,nutma
estonian,current,praegune
estonian,cut,lõigatud
estonian,dad,isa
estonian,dance,tants
estonian,danger,oht
estonian,dark,tume
estonian,day,päev
estonian,dead,surnud
estonian,deal,palju
estonian,dear,kallis
estonian,death,surm
estonian,decide,otsustada
estonian,decimal,kohaga
estonian,deep,sügav
estonian,degree,aste
estonian,depend,sõltuvad
estonian,describe,kirjeldama
estonian,desert,kõrb
estonian,design,disain
estonian,determine,kindlaks
estonian,develop,arendama
estonian,dictionary,sõnastik
estonian,did,tegi
estonian,die,surra
estonian,differ,erinevad
estonian,difficult,raske
estonian,direct,otsene
estonian,discuss,arutama
estonian,distant,kauge
estonian,divide,lõhe
estonian,division,jaotus
estonian,do,teha
estonian,doctor,arst
estonian,does,ei
estonian,dog,koer
estonian,dollar,dollari
estonian,done,valmis
estonian,don’t,ei
estonian,door,uks
estonian,double,topelt
estonian,down,alla
estonian,draw,juhtida
estonian,dream,unistada
estonian,dress,kleit
estonian,drink,jook
estonian,drive,drive
estonian,drop,tilk
estonian,dry,kuiv
estonian,duck,part
estonian,during,jooksul
estonian,each,iga
estonian,ear,kõrva
estonian,early,alguses
estonian,earth,maa
estonian,ease,leevendada
estonian,east,ida
