language,english,vocabulary
frisian,a,in
frisian,able,steat
frisian,about,oer
frisian,above,boppe
frisian,act,handeling
frisian,add,add
frisian,afraid,bang
frisian,after,efter
frisian,again,wer
frisian,against,tsjin
frisian,age,leeftyd
frisian,ago,lyn
frisian,agree,oerienkomme
frisian,air,loft
frisian,all,alle
frisian,allow,talitte
frisian,also,ek
frisian,always,altyd
frisian,am,bin
frisian,among,ûnder
frisian,an,an
frisian,and,en
frisian,anger,lilkens
frisian,animal,bist
frisian,answer,antwurd
frisian,any,elk
frisian,appear,skine
frisian,apple,appel
frisian,are,binne
frisian,area,krite
frisian,arm,earm
frisian,arrange,arrange
frisian,arrive,oankomme
frisian,art,keunst
frisian,as,as
frisian,ask,freegje
frisian,at,by
frisian,atom,atoom
frisian,baby,poppe
frisian,back,efter
frisian,bad,min
frisian,ball,bal
frisian,band,band
frisian,bank,bank
frisian,bar,bar
frisian,base,basis
frisian,basic,basic
frisian,bat,bat
frisian,be,wêze
frisian,bear,bear
frisian,beat,slaan
frisian,beauty,skientme
frisian,bed,bêd
frisian,been,west
frisian,before,foar
frisian,began,begûn
frisian,begin,begjinne
frisian,behind,efter
frisian,believe,leauwe
frisian,bell,bel
frisian,best,bêst
frisian,better,better
frisian,between,tusken
frisian,big,grut
frisian,bird,fûgel
frisian,bit,bit
frisian,black,swart
frisian,block,blok
frisian,blood,bloed
frisian,blow,blaze
frisian,blue,blau
frisian,board,board
frisian,boat,boat
frisian,body,lichem
frisian,bone,bonke
frisian,book,boek
frisian,born,berne
frisian,both,beide
frisian,bottom,boaiem
frisian,bought,kocht
frisian,box,doaze
frisian,boy,jonge
frisian,branch,tûke
frisian,bread,bôle
frisian,break,brekke
frisian,bright,helder
frisian,bring,bringe
frisian,broad,breed
frisian,broke,bruts
frisian,brother,broer
frisian,brought,brocht
frisian,brown,brún
frisian,build,bouwe
frisian,burn,burn
frisian,busy,drok
frisian,but,mar
frisian,buy,keapje
frisian,by,troch
frisian,call,belje
frisian,came,kaam
frisian,camp,kamp
frisian,can,kinne
frisian,capital,haadstêd
frisian,captain,kaptein
frisian,car,auto
frisian,card,kaart
frisian,care,soarch
frisian,carry,drage
frisian,case,rjochtsaak
frisian,cat,kat
frisian,catch,fange
frisian,caught,fongen
frisian,cause,oarsaak
frisian,cell,sel
frisian,cent,sint
frisian,center,sintrum
frisian,century,ieu
frisian,certain,beskaat
frisian,chair,stoel
frisian,chance,kâns
frisian,change,feroaring
frisian,character,personaazje
frisian,charge,kosten
frisian,chart,chart
frisian,check,kontrôle
frisian,chick,chick
frisian,chief,haad
frisian,child,bern
frisian,children,bern
frisian,choose,kieze
frisian,chord,akkoard
frisian,circle,sirkel
frisian,city,stêd
frisian,claim,eask
frisian,class,klasse
frisian,clean,skjin
frisian,clear,opklearje
frisian,climb,klim
frisian,clock,klok
frisian,close,slute
frisian,clothe,bekleden
frisian,cloud,wolk
frisian,coast,kust
frisian,coat,jas
frisian,cold,kâld
frisian,collect,sammelje
frisian,colony,koloanje
frisian,color,kleur
frisian,column,pylder
frisian,come,komme
frisian,common,gewoan
frisian,company,bedriuw
frisian,compare,ferlykje
frisian,complete,kompleet
frisian,condition,betingst
frisian,connect,ferbine
frisian,consider,beskôgje
frisian,consonant,consonant
frisian,contain,befetsje
frisian,continent,kontinint
frisian,continue,trochgean
frisian,control,kontrolearje
frisian,cook,kok
frisian,cool,koel
frisian,copy,kopy
frisian,corn,nôt
frisian,corner,hoeke
frisian,correct,korrekt
frisian,cost,kosten
frisian,cotton,katoen
frisian,could,koe
frisian,count,telle
frisian,country,lân
frisian,course,ferrin
frisian,cover,cover
frisian,cow,ko
frisian,crease,crease
frisian,create,meitsje
frisian,crop,crop
frisian,cross,krús
frisian,crowd,kliber
frisian,cry,gûle
frisian,current,aktueel
frisian,cut,snije
frisian,dad,heit
frisian,dance,dûnsje
frisian,danger,gefaar
frisian,dark,tsjuster
frisian,day,dei
frisian,dead,dea
frisian,deal,oerienkomst
frisian,dear,dear
frisian,death,dea
frisian,decide,beslute
frisian,decimal,desimaal
frisian,deep,djip
frisian,degree,graad
frisian,depend,ôfhinklik
frisian,describe,beskriuwe
frisian,desert,woastyn
frisian,design,ûntwerp
frisian,determine,bepale
frisian,develop,ûntwikkelje
frisian,dictionary,wurdboek
frisian,did,die
frisian,die,stjerre
frisian,differ,ferskille
frisian,difficult,dreech
frisian,direct,direkt
frisian,discuss,diskusjearje
frisian,distant,fier
frisian,divide,ferdiele
frisian,division,ferdieling
frisian,do,dwaan
frisian,doctor,dokter
frisian,does,docht
frisian,dog,hûn
frisian,dollar,dollar
frisian,done,klear
frisian,don’t,do net
frisian,door,doar
frisian,double,dûbel
frisian,down,omleech
frisian,draw,draw
frisian,dream,dream
frisian,dress,jurk
frisian,drink,drinke
frisian,drive,ride
frisian,drop,falle
frisian,dry,droech
frisian,duck,duck
frisian,during,tidens
frisian,each,elk
frisian,ear,ear
frisian,early,betiid
frisian,earth,ierde
frisian,ease,gemak
frisian,east,east
frisian,eat,ite
frisian,edge,edge
frisian,effect,effekt
frisian,egg,aai
frisian,eight,acht
frisian,either,itsij
frisian,electric,elektrysk
frisian,element,elemint
frisian,else,oars
frisian,end,ein
frisian,enemy,fijân
frisian,energy,enerzjy
frisian,engine,motor
frisian,enough,genôch
frisian,enter,yngean
frisian,equal,lyk
frisian,equate,definiearje
frisian,especially,foaral
frisian,even,sels
frisian,evening,jûn
frisian,event,barren
frisian,ever,ea
frisian,every,elk
frisian,exact,eksakt
frisian,example,foarbyld
frisian,except,útsein
frisian,excite,excite
frisian,exercise,oefenje
frisian,expect,ferwachtsje
frisian,experience,ûnderfining
frisian,experiment,eksperimint
frisian,eye,each
frisian,face,gesicht
frisian,fact,feit
frisian,fair,earlik
frisian,fall,falle
frisian,family,famylje
frisian,famous,ferneamd
frisian,far,fier
frisian,farm,pleats
frisian,fast,fluch
frisian,fat,fet
frisian,father,heit
frisian,favor,geunst
frisian,fear,bangens
frisian,feed,feed
frisian,feel,fiele
frisian,feet,fuotten
frisian,fell,foel
frisian,felt,fiele
frisian,few,stikmannich
frisian,field,fjild
frisian,fig,fig
frisian,fight,fjochtsje
frisian,figure,stal
frisian,fill,folje
frisian,final,lêste
frisian,find,fine
frisian,fine,moai
frisian,finger,finger
frisian,finish,ein
frisian,fire,fjoer
frisian,first,earste
frisian,fish,fisk
frisian,fit,passe
frisian,five,fiif
frisian,flat,flet
frisian,floor,flier
frisian,flow,streame
frisian,flower,blom
frisian,fly,fleane
frisian,follow,folgje
frisian,food,iten
frisian,foot,foet
frisian,for,foar
frisian,force,krêft
frisian,forest,wâld
frisian,form,foarm
frisian,forward,foarút
frisian,found,fûn
frisian,four,fjouwer
frisian,fraction,fraksje
frisian,free,frij
frisian,fresh,farsk
frisian,friend,freon
frisian,from,fan
frisian,front,front
frisian,fruit,fruit
frisian,full,fol
frisian,fun,wille
frisian,game,wedstriid
frisian,garden,tún
frisian,gas,gas
frisian,gather,gather
frisian,gave,joech
frisian,general,algemien
frisian,gentle,sêfte
frisian,get,krije
frisian,girl,meisje
frisian,give,jaan
frisian,glad,bliid
frisian,glass,glês
frisian,go,gean
frisian,gold,goud
frisian,gone,gone
frisian,good,goed
frisian,got,got
frisian,govern,bestjoere
frisian,grand,grand
frisian,grass,gers
frisian,gray,griis
frisian,great,grut
frisian,green,grien
frisian,grew,groeide
frisian,ground,grûn
frisian,group,groep
frisian,grow,groeie
frisian,guess,riede
frisian,guide,guide
frisian,gun,gun
frisian,had,hie
frisian,hair,hier
frisian,half,heal
frisian,hand,hân
frisian,happen,barre
frisian,happy,lokkich
frisian,hard,hurd
frisian,has,hat
frisian,hat,hoed
frisian,have,hawwe
frisian,he,hy
frisian,head,holle
frisian,hear,hearre
frisian,heard,heard
frisian,heart,hert
frisian,heat,hjitte
frisian,heavy,swier
frisian,held,held
frisian,help,help
frisian,her,har
frisian,here,hjir
frisian,high,heech
frisian,hill,heuvel
frisian,him,him
frisian,his,syn
frisian,history,skiednis
frisian,hit,slaan
frisian,hold,hâlde
frisian,hole,gat
frisian,home,thús
frisian,hope,hope
frisian,horse,hynder
frisian,hot,hyt
frisian,hour,oere
frisian,house,hûs
frisian,how,hoe
frisian,huge,grutte
frisian,human,minske
frisian,hundred,hûndert
frisian,hunt,jacht
frisian,hurry,hurry
frisian,i,ik
frisian,ice,iis
frisian,idea,idee
frisian,if,as
frisian,imagine,yntinke
frisian,in,yn
frisian,inch,inch
frisian,include,include
frisian,indicate,oanjaan
frisian,industry,yndustry
frisian,insect,ynsekt
frisian,instant,instant
frisian,instrument,ynstrumint
frisian,interest,rinte
frisian,invent,útfine
frisian,iron,izer
frisian,is,is
frisian,island,eilân
frisian,it,it
frisian,job,taak
frisian,join,join
frisian,joy,freugde
frisian,jump,springe
frisian,just,krekt
frisian,keep,hâlde
frisian,kept,hâlden
frisian,key,kaai
frisian,kill,fermoardzje
frisian,kind,soart
frisian,king,kening
frisian,knew,witte
frisian,know,witte
frisian,lady,dame
frisian,lake,mar
frisian,land,lân
frisian,language,taal
frisian,large,grut
frisian,last,lêst
frisian,late,let
frisian,laugh,laitsje
frisian,law,wet
frisian,lay,lizze
frisian,lead,foarsprong
frisian,learn,leare
frisian,least,minst
frisian,leave,ferlitte
frisian,led,led
frisian,left,links
frisian,leg,skonk
frisian,length,lingte
frisian,less,minder
frisian,let,litte
frisian,letter,letter
frisian,level,peil
frisian,lie,lizze
frisian,life,libben
frisian,lift,lift
frisian,light,ljocht
frisian,like,lykas
frisian,line,rigel
frisian,liquid,floeistof
frisian,list,list
frisian,listen,harkje
frisian,little,lyts
frisian,live,libje
frisian,locate,locate
frisian,log,lochboek
frisian,lone,lone
frisian,long,lang
frisian,look,sjen
frisian,lost,ferlern
frisian,lot,protte
frisian,loud,lûd
frisian,love,leafde
frisian,low,leech
frisian,machine,masine
frisian,made,makke
frisian,magnet,magneet
frisian,main,foarnaamste
frisian,major,majoar
frisian,make,meitsje
frisian,man,man
frisian,many,folle
frisian,map,map
frisian,mark,merk
frisian,market,merk
frisian,mass,mis
frisian,master,master
frisian,match,wedstriid
frisian,material,materiaal
frisian,matter,matearje
frisian,may,meie
frisian,me,my
frisian,mean,betsjutte
frisian,meant,betsjutte
frisian,measure,mjitte
frisian,meat,fleis
frisian,meet,moetsje
frisian,melody,melody
frisian,men,minsken
frisian,metal,metaal
frisian,method,metoade
frisian,middle,midden
frisian,might,macht
frisian,mile,myl
frisian,milk,molke
frisian,million,miljoen
frisian,mind,geast
frisian,mine,myn
frisian,minute,minút
frisian,miss,misse
frisian,mix,mix
frisian,modern,modern
frisian,molecule,molecule
frisian,moment,momint
frisian,money,jild
frisian,month,moanne
frisian,moon,moanne
frisian,more,mear
frisian,morning,moarntiid
frisian,most,measte
frisian,mother,mem
frisian,motion,moasje
frisian,mount,mount
frisian,mountain,berch
frisian,mouth,mûle
frisian,move,bewege
frisian,much,folle
frisian,multiply,fermannichfâldigje
frisian,music,muzyk
frisian,must,moatte
frisian,my,myn
frisian,name,namme
frisian,nation,naasje
frisian,natural,natuerlik
frisian,nature,natuer
frisian,near,tichtby
frisian,necessary,needsaaklik
frisian,neck,nekke
frisian,need,need
frisian,neighbor,buorman
frisian,never,nea
frisian,new,nij
frisian,next,folgjende
frisian,night,nacht
frisian,nine,njoggen
frisian,no,nee
frisian,noise,lûd
frisian,noon,middei
frisian,nor,noch
frisian,north,noard
frisian,nose,noas
frisian,note,noat
frisian,nothing,neat
frisian,notice,notice
frisian,noun,haadwurd
frisian,now,no
frisian,number,nûmer
frisian,numeral,numeral
frisian,object,objekt
frisian,observe,observearjen
frisian,occur,foarkomme
frisian,ocean,oseaan
frisian,of,fan
frisian,off,út
frisian,offer,oanbod
frisian,office,kantoar
frisian,often,faak
frisian,oh,oh
frisian,oil,oalje
frisian,old,âld
frisian,on,op
frisian,once,ienris
frisian,one,ien
frisian,only,allinnich
frisian,open,iepen
frisian,operate,operearje
frisian,opposite,tsjinoer
frisian,or,of
frisian,order,oarder
frisian,organ,orgaan
frisian,original,oarspronklik
frisian,other,oar
frisian,our,ús
frisian,out,út
frisian,over,oer
frisian,own,eigen
frisian,oxygen,soerstof
frisian,page,side
frisian,paint,fervje
frisian,pair,pear
frisian,paper,papier
frisian,paragraph,paragraaf
frisian,parent,âlder
frisian,part,diel
frisian,particular,beskaat
frisian,party,feest
frisian,pass,pas
frisian,past,ferline
frisian,path,paad
frisian,pattern,patroan
frisian,pay,betelje
frisian,people,folk
frisian,perhaps,faaks
frisian,period,perioade
frisian,person,persoan
frisian,phrase,phrase
frisian,pick,pick
frisian,picture,foto
frisian,piece,stik
frisian,pitch,fjild
frisian,place,plak
frisian,plain,plain
frisian,plan,plan
frisian,plane,plane
frisian,planet,planeet
frisian,plant,fabryk
frisian,play,toanielstik
frisian,please,asjebleaft
frisian,plural,meartal
frisian,poem,gedicht
frisian,point,punt
frisian,poor,earm
frisian,populate,populate
frisian,port,haven
frisian,pose,pose
frisian,position,posysje
frisian,possible,mooglik
frisian,post,peal
frisian,pound,pûn
frisian,power,krêft
frisian,practice,praktyk
frisian,prepare,tariede
frisian,present,oanwêzich
frisian,press,parse
frisian,pretty,skoander
frisian,print,ôfdrukke
frisian,probable,wierskynlik
frisian,problem,probleem
frisian,process,proses
frisian,produce,produsearje
frisian,product,produkt
frisian,proper,proper
frisian,property,besit
frisian,protect,beskermje
frisian,prove,bewize
frisian,provide,foarsjen
frisian,pull,lûke
frisian,push,triuwe
frisian,put,sette
frisian,quart,quart
frisian,question,fraach
frisian,quick,gau
frisian,quiet,stil
frisian,quite,frij
frisian,quotient,quotient
frisian,race,ras
frisian,radio,radio
frisian,rail,rail
frisian,rain,rein
frisian,raise,opslach
frisian,ran,draafde
frisian,range,berik
frisian,rather,leaver
frisian,reach,berikke
frisian,read,lêze
frisian,ready,klear
frisian,real,real
frisian,reason,reden
frisian,receive,ûntfange
frisian,record,opnimme
frisian,red,read
frisian,region,regio
frisian,remember,remember
frisian,repeat,repeat
frisian,reply,antwurdzje
frisian,represent,fertsjintwurdigje
frisian,require,fereaskje
frisian,rest,rêst
frisian,result,resultaat
frisian,rich,ryk
frisian,ride,rit
frisian,right,rjochts
frisian,ring,ring
frisian,rise,opstean
frisian,river,rivier
frisian,road,wei
frisian,rock,rots
frisian,roll,roll
frisian,room,keamer
frisian,root,woartel
frisian,rope,tou
frisian,rose,roas
frisian,round,rûn
frisian,row,rigel
frisian,rub,rub
frisian,rule,regel
frisian,run,run
frisian,safe,feilich
frisian,said,sei
frisian,sail,sile
frisian,salt,sâlt
frisian,same,selde
frisian,sand,sân
frisian,sat,sat
frisian,save,rêde
frisian,saw,saw
frisian,say,sizze
frisian,scale,skaal
frisian,school,skoalle
frisian,science,wittenskip
frisian,score,skoare
frisian,sea,see
frisian,search,sykje
frisian,season,seizoen
frisian,seat,sit
frisian,second,twadde
frisian,section,ôfdieling
frisian,see,sjen
frisian,seed,sied
frisian,seem,lykje
frisian,segment,segment
frisian,select,útkieze
frisian,self,sels
frisian,sell,ferkeapje
frisian,send,stjoere
frisian,sense,sin
frisian,sent,ferstjoerd
frisian,sentence,sin
frisian,separate,skiede
frisian,serve,tsjinje
