language,english,vocabulary
maltese,a,a
maltese,able,kapaċi
maltese,about,dwar
maltese,above,hawn fuq
maltese,act,att
maltese,add,żid
maltese,afraid,jibżgħu
maltese,after,wara
maltese,again,darb’oħra
maltese,against,kontra
maltese,age,età
maltese,ago,ilu
maltese,agree,jaqblu
maltese,air,arja
maltese,all,kollha
maltese,allow,jippermettu
maltese,also,wkoll
maltese,always,dejjem
maltese,am,am
maltese,among,fost
maltese,an,l
maltese,and,u
maltese,anger,rabja
maltese,animal,annimali
maltese,answer,tweġiba
maltese,any,kwalunkwe
maltese,appear,jidhru
maltese,apple,tuffieħ
maltese,are,huma
maltese,area,żona
maltese,arm,driegħ
maltese,arrange,tirranġa
maltese,arrive,jaslu
maltese,art,arti
maltese,as,bħala
maltese,ask,staqsi
maltese,at,fi
maltese,atom,atomu
maltese,baby,baby
maltese,back,back
maltese,bad,ħażina
maltese,ball,logħob
maltese,band,band
maltese,bank,bank
maltese,bar,bar
maltese,base,bażi
maltese,basic,bażiku
maltese,bat,maġina
maltese,be,jkun
maltese,bear,iġorru
maltese,beat,taħbit
maltese,beauty,sbuħija
maltese,bed,sodda
maltese,been,kien
maltese,before,qabel
maltese,began,beda
maltese,begin,tibda
maltese,behind,wara
maltese,believe,jemmnu
maltese,bell,qanpiena
maltese,best,aħjar
maltese,better,aħjar
maltese,between,bejn
maltese,big,big
maltese,bird,għasfur
maltese,bit,daqsxejn
maltese,black,iswed
maltese,block,blokk
maltese,blood,demm
maltese,blow,daqqa
maltese,blue,blu
maltese,board,abbord
maltese,boat,dgħajsa
maltese,body,korp
maltese,bone,għadam
maltese,book,ktieb
maltese,born,mwieled
maltese,both,kemm
maltese,bottom,qiegħ
maltese,bought,mixtrija
maltese,box,kaxxa
maltese,boy,tifel
maltese,branch,fergħa
maltese,bread,ħobż
maltese,break,waqfa
maltese,bright,bright
maltese,bring,iġibu
maltese,broad,wiesgħa
maltese,broke,kissru
maltese,brother,ħuh
maltese,brought,miġjuba
maltese,brown,kannella
maltese,build,jibnu
maltese,burn,burn
maltese,busy,okkupati
maltese,but,imma
maltese,buy,jixtru
maltese,by,minn
maltese,call,sejħa
maltese,came,daħal
maltese,camp,camp
maltese,can,jista
maltese,capital,kapital
maltese,captain,kaptan
maltese,car,karozza
maltese,card,karta
maltese,care,kura
maltese,carry,twettaq
maltese,case,każ
maltese,cat,qattus
maltese,catch,qabda
maltese,caught,maqbuda
maltese,cause,kawża
maltese,cell,ċellula
maltese,cent,ċenteżmu
maltese,center,ċentru
maltese,century,seklu
maltese,certain,ċerti
maltese,chair,president
maltese,chance,ċans
maltese,change,bidla
maltese,character,karattru
maltese,charge,ħlas
maltese,chart,grafika
maltese,check,jiċċekkjaw
maltese,chick,flieles
maltese,chief,kap
maltese,child,tfal
maltese,children,tfal
maltese,choose,jagħżlu
maltese,chord,korda
maltese,circle,ċirku
maltese,city,belt
maltese,claim,pretensjoni
maltese,class,klassi
maltese,clean,nadif
maltese,clear,ċara
maltese,climb,tluq
maltese,clock,arloġġ
maltese,close,qrib
maltese,clothe,b’saqaf
maltese,cloud,sħaba
maltese,coast,kosta
maltese,coat,kowt
maltese,cold,kiesaħ
maltese,collect,jiġbru
maltese,colony,kolonja
maltese,color,kulur
maltese,column,kolonna
maltese,come,come
maltese,common,komuni
maltese,company,kumpanija
maltese,compare,iqabblu
maltese,complete,kompluta
maltese,condition,kundizzjoni
maltese,connect,jgħaqqdu
maltese,consider,jikkunsidraw
maltese,consonant,konsonanti
maltese,contain,fihom
maltese,continent,kontinent
maltese,continue,tkompli
maltese,control,kontroll
maltese,cook,kok
maltese,cool,jibred
maltese,copy,kopja
maltese,corn,qamħ
maltese,corner,kantuniera
maltese,correct,korretta
maltese,cost,ispiża
maltese,cotton,qoton
maltese,could,jistgħu
maltese,count,għadd
maltese,country,pajjiż
maltese,course,kors
maltese,cover,kopertura
maltese,cow,baqra
maltese,crease,titkemmex
maltese,create,joħolqu
maltese,crop,uċuħ tar-raba
maltese,cross,jaqsmu
maltese,crowd,folla
maltese,cry,cry
maltese,current,attwali
maltese,cut,qatgħa
maltese,dad,dad
maltese,dance,żfin
maltese,danger,periklu
maltese,dark,dlam
maltese,day,jum
maltese,dead,mejta
maltese,deal,jittrattaw
maltese,dear,għażiż
maltese,death,mewt
maltese,decide,tiddeċiedi
maltese,decimal,informazzjoni
maltese,deep,fond
maltese,degree,grad
maltese,depend,jiddependu
maltese,describe,jiddeskrivu
maltese,desert,deżert
maltese,design,disinn
maltese,determine,jiddeterminaw
maltese,develop,jiżviluppaw
maltese,dictionary,dizzjunarju
maltese,did,għamlet
maltese,die,jmutu
maltese,differ,differenti
maltese,difficult,diffiċli
maltese,direct,dirett
maltese,discuss,jiddiskutu
maltese,distant,bogħod
maltese,divide,firda
maltese,division,diviżjoni
maltese,do,do
maltese,doctor,tabib
maltese,does,ma
maltese,dog,klieb
maltese,dollar,dollaru
maltese,done,isir
maltese,don’t,ma
maltese,door,bieb
maltese,double,double
maltese,down,isfel
maltese,draw,jiġbed
maltese,dream,ħolma
maltese,dress,libsa
maltese,drink,xarba
maltese,drive,drive
maltese,drop,qatra
maltese,dry,xott
maltese,duck,papra
maltese,during,matul
maltese,each,kull
maltese,ear,widna
maltese,early,kmieni
maltese,earth,earth
maltese,ease,faċilità
maltese,east,lvant
maltese,eat,jieklu
maltese,edge,tarf
maltese,effect,effett
maltese,egg,bajd
maltese,eight,tmienja
maltese,either,jew
maltese,electric,elettriku
maltese,element,element
maltese,else,inkella
maltese,end,aħħar
maltese,enemy,ghadu
maltese,energy,enerġija
maltese,engine,magna
maltese,enough,biżżejjed
maltese,enter,jidħol
maltese,equal,ugwali
maltese,equate,qabblet
maltese,especially,speċjalment
maltese,even,anke
maltese,evening,filgħaxija
maltese,event,avveniment
maltese,ever,qatt
maltese,every,kull
maltese,exact,eżatt
maltese,example,eżempju
maltese,except,ħlief
maltese,excite,eċitati
maltese,exercise,eżerċizzju
maltese,expect,jistennew
maltese,experience,esperjenza
maltese,experiment,esperiment
maltese,eye,għajn
maltese,face,wiċċ
maltese,fact,fatt
maltese,fair,ġust
maltese,fall,jaqgħu
maltese,family,familja
maltese,famous,famuż
maltese,far,ferm
maltese,farm,farm
maltese,fast,fast
maltese,fat,xaħam
maltese,father,missier
maltese,favor,favur
maltese,fear,biża
maltese,feed,għalf
maltese,feel,jħossu
maltese,feet,saqajn
maltese,fell,waqgħet
maltese,felt,ħass
maltese,few,ftit
maltese,field,qasam
maltese,fig,fig
maltese,fight,ġlieda
maltese,figure,figura
maltese,fill,imla
maltese,final,finali
maltese,find,isibu
maltese,fine,multa
maltese,finger,finger
maltese,finish,finitura
maltese,fire,nar
maltese,first,ewwel
maltese,fish,ħut
maltese,fit,tajbin
maltese,five,ħamsa
maltese,flat,ċatt
maltese,floor,art
maltese,flow,fluss
maltese,flower,fjura
maltese,fly,fly
maltese,follow,isegwu
maltese,food,ikel
maltese,foot,sieq
maltese,for,għal
maltese,force,forza
maltese,forest,foresta
maltese,form,forma
maltese,forward,quddiem
maltese,found,misjuba
maltese,four,erbgħa
maltese,fraction,frazzjoni
maltese,free,ħielsa
maltese,fresh,frisk
maltese,friend,ħabib
maltese,from,minn
maltese,front,quddiem
maltese,fruit,frott
maltese,full,sħiħa
maltese,fun,gost
maltese,game,logħba
maltese,garden,ġnien
maltese,gas,gass
maltese,gather,jiġbru
maltese,gave,taw
maltese,general,ġenerali
maltese,gentle,ġentili
maltese,get,jiksbu
maltese,girl,girl
maltese,give,jagħtu
maltese,glad,ferħan
maltese,glass,ħġieġ
maltese,go,go
maltese,gold,deheb
maltese,gone,marret
maltese,good,tajba
maltese,got,ltqajna
maltese,govern,jirregolaw
maltese,grand,grand
maltese,grass,ħaxix
maltese,gray,griż
maltese,great,kbira
maltese,green,aħdar
maltese,grew,kiber
maltese,ground,art
maltese,group,grupp
maltese,grow,jikbru
maltese,guess,raden
maltese,guide,gwida
maltese,gun,gun
maltese,had,kellhom
maltese,hair,xagħar
maltese,half,nofs
maltese,hand,idejn
maltese,happen,jiġri
maltese,happy,kuntenti
maltese,hard,diffiċli
maltese,has,għandha
maltese,hat,kpiepel
maltese,have,jkollhom
maltese,he,hu
maltese,head,ras
maltese,hear,tisma
maltese,heard,jinstemgħu
maltese,heart,qalb
maltese,heat,sħana
maltese,heavy,tqil
maltese,held,miżmuma
maltese,help,jgħinu
maltese,her,tagħha
maltese,here,hawn
maltese,high,għolja
maltese,hill,hill
maltese,him,lilu
maltese,his,tiegħu
maltese,history,istorja
maltese,hit,hit
maltese,hold,istiva
maltese,hole,toqba
maltese,home,domiċilju
maltese,hope,tama
maltese,horse,żiemel
maltese,hot,sħun
maltese,hour,siegħa
maltese,house,house
maltese,how,kif
maltese,huge,enormi
maltese,human,bniedem
maltese,hundred,mitt
maltese,hunt,kaċċa
maltese,hurry,hurry
maltese,i,i
maltese,ice,silġ
maltese,idea,idea
maltese,if,jekk
maltese,imagine,jimmaġina
maltese,in,fil
maltese,inch,pulzier
maltese,include,jinkludu
maltese,indicate,jindikaw
maltese,industry,industrija
maltese,insect,insetti
maltese,instant,instant
maltese,instrument,istrument
maltese,interest,interess
maltese,invent,nivvintaw
maltese,iron,ħadid
maltese,is,huwa
maltese,island,gżira
maltese,it,dan
maltese,job,xogħol
maltese,join,jissieħbu
maltese,joy,ferħ
maltese,jump,jaqbżu
maltese,just,biss
maltese,keep,iżommu
maltese,kept,miżmuma
maltese,key,ċavetta
maltese,kill,joqtlu
maltese,kind,tip
maltese,king,king
maltese,knew,kien jaf
maltese,know,taf
maltese,lady,mara
maltese,lake,lag
maltese,land,art
maltese,language,lingwa
maltese,large,kbir
maltese,last,aħħar
maltese,late,tard
maltese,laugh,tidħaq
maltese,law,liġi
maltese,lay,jistabbilixxu
maltese,lead,ċomb
maltese,learn,jitgħallmu
maltese,least,inqas
maltese,leave,tħalli
maltese,led,wassal
maltese,left,xellug
maltese,leg,riġel
maltese,length,tul
maltese,less,inqas
maltese,let,let
maltese,letter,ittra
maltese,level,livell
maltese,lie,jimteddu
maltese,life,ħajja
maltese,lift,lift
maltese,light,dawl
maltese,like,bħal
maltese,line,line
maltese,liquid,likwidu
maltese,list,lista
maltese,listen,jisimgħu
maltese,little,ftit
maltese,live,jgħixu
maltese,locate,lokalizzar
maltese,log,log
maltese,lone,isolati
maltese,long,twil
maltese,look,ħarsa
maltese,lost,mitlufa
maltese,lot,lott
maltese,loud,qawwi
maltese,love,imħabba
maltese,low,baxxa
maltese,machine,magna
maltese,made,magħmula
maltese,magnet,kalamita
maltese,main,prinċipali
maltese,major,maġġuri
maltese,make,jagħmlu
maltese,man,bniedem
maltese,many,ħafna
maltese,map,mappa
maltese,mark,marka
maltese,market,suq
maltese,mass,massa
maltese,master,kaptan
maltese,match,logħba
maltese,material,materjal
maltese,matter,kwistjoni
maltese,may,jista
maltese,me,me
maltese,mean,jfissru
maltese,meant,fisser
maltese,measure,ikejlu
maltese,meat,laħam
maltese,meet,jissodisfaw
maltese,melody,melodija
maltese,men,irġiel
maltese,metal,metall
maltese,method,metodu
maltese,middle,nofs
maltese,might,jista
maltese,mile,mile
maltese,milk,ħalib
maltese,million,miljun
maltese,mind,mind
maltese,mine,minjiera
maltese,minute,minuta
maltese,miss,jitilfu
maltese,mix,taħlita
maltese,modern,modern
maltese,molecule,molekula
maltese,moment,mument
maltese,money,flus
maltese,month,xahar
maltese,moon,qamar
maltese,more,aktar
maltese,morning,filgħodu
maltese,most,aktar
maltese,mother,omm
maltese,motion,mozzjoni
maltese,mount,impunjazzjoni
maltese,mountain,muntanji
maltese,mouth,ħalq
maltese,move,mossa
maltese,much,ħafna
maltese,multiply,immoltiplika
maltese,music,mużika
maltese,must,għandhom
maltese,my,tiegħi
maltese,name,isem
maltese,nation,nazzjon
maltese,natural,naturali
maltese,nature,natura
maltese,near,qrib
maltese,necessary,meħtieġ
maltese,neck,għonq
maltese,need,bżonn
maltese,neighbor,proxxmu
maltese,never,qatt
maltese,new,ġdida
maltese,next,li jmiss
maltese,night,lejl
maltese,nine,disa
maltese,no,ebda
maltese,noise,istorbju
maltese,noon,nofsinhar
maltese,nor,lanqas
maltese,north,tramuntana
maltese,nose,imnieħer
maltese,note,nota
maltese,nothing,xejn
maltese,notice,avviż
maltese,noun,nom
maltese,now,issa
maltese,number,numru
maltese,numeral,numerali
maltese,object,oġġett
maltese,observe,josservaw
maltese,occur,jseħħu
maltese,ocean,oċean
maltese,of,tal
maltese,off,barra
maltese,offer,offerta
maltese,office,uffiċċju
maltese,often,spiss
maltese,oh,oh
maltese,oil,żejt
maltese,old,qodma
maltese,on,fuq
maltese,once,ladarba
maltese,one,wieħed
maltese,only,biss
maltese,open,miftuħa
maltese,operate,joperaw
maltese,opposite,oppost
maltese,or,jew
maltese,order,ordni
maltese,organ,organu
maltese,original,oriġinali
maltese,other,oħra
maltese,our,tagħna
maltese,out,out
maltese,over,fuq
maltese,own,stess
maltese,oxygen,ossiġnu
maltese,page,paġna
maltese,paint,żebgħa
maltese,pair,par
maltese,paper,karta
maltese,paragraph,paragrafu
maltese,parent,ġenitur
maltese,part,parti
maltese,particular,partikolari
maltese,party,parti
maltese,pass,jgħaddu
maltese,past,passat
maltese,path,triq
maltese,pattern,mudell
maltese,pay,tħallas
maltese,people,nies
maltese,perhaps,forsi
maltese,period,perjodu
maltese,person,persuna
maltese,phrase,frażi
maltese,pick,pick
maltese,picture,stampa
maltese,piece,biċċa
maltese,pitch,żift
maltese,place,post
maltese,plain,plain
maltese,plan,pjan
maltese,plane,pjan
maltese,planet,pjaneta
maltese,plant,impjant
maltese,play,play
maltese,please,jekk jogħġbok
maltese,plural,plurali
maltese,poem,poeżija
maltese,point,punt
maltese,poor,foqra
maltese,populate,timla
maltese,port,port
maltese,pose,joħolqu
maltese,position,pożizzjoni
maltese,possible,possibbli
maltese,post,wara
maltese,pound,lira
maltese,power,qawwa
maltese,practice,prattika
maltese,prepare,jippreparaw
maltese,present,preżenti
maltese,press,istampa
maltese,pretty,pretty
maltese,print,istampar
maltese,probable,probabbli
maltese,problem,problema
maltese,process,proċess
maltese,produce,jipproduċu
maltese,product,prodott
maltese,proper,xierqa
maltese,property,proprjetà
maltese,protect,jipproteġu
maltese,prove,jipprova
maltese,provide,jipprovdu
maltese,pull,iġbed
maltese,push,timbotta
maltese,put,tpoġġi
maltese,quart,quart
maltese,question,kwistjoni
maltese,quick,malajr
maltese,quiet,kwieta
maltese,quite,pjuttost
maltese,quotient,kwozjent
maltese,race,razza
maltese,radio,radju
maltese,rail,ferrovija
maltese,rain,xita
maltese,raise,jgħollu
maltese,ran,dam
