language,english,vocabulary
marathi,a,एक
marathi,able,सक्षम
marathi,about,बद्दल
marathi,above,वरील
marathi,act,कायदा
marathi,add,जोडा
marathi,afraid,भयभीत
marathi,after,नंतर
marathi,again,पुन्हा
marathi,against,विरुद्ध
marathi,age,वय
marathi,ago,पूर्वी
marathi,agree,सहमत
marathi,air,हवा
marathi,all,सर्व
marathi,allow,परवानगी
marathi,also,देखील
marathi,always,नेहमी
marathi,am,आहे
marathi,among,दरम्यान
marathi,an,एक
marathi,and,आणि
marathi,anger,राग
marathi,animal,प्राणी
marathi,answer,उत्तर
marathi,any,कोणत्याही
marathi,appear,दिसतात
marathi,apple,सफरचंद
marathi,are,आहेत
marathi,area,क्षेत्र
marathi,arm,हाताने
marathi,arrange,व्यवस्था
marathi,arrive,पोहोचेल
marathi,art,कला
marathi,as,म्हणून
marathi,ask,विचारू
marathi,at,येथे
marathi,atom,अणू
marathi,baby,बाळ
marathi,back,परत
marathi,bad,वाईट
marathi,ball,बॉल
marathi,band,बँड
marathi,bank,बँक
marathi,bar,बार
marathi,base,बेस
marathi,basic,मूलभूत
marathi,bat,फलंदाजी
marathi,be,असू
marathi,bear,सहन
marathi,beat,विजय
marathi,beauty,सौंदर्य
marathi,bed,बेड
marathi,been,केले
marathi,before,आधी
marathi,began,सुरुवात
marathi,begin,सुरू
marathi,behind,मागे
marathi,believe,विश्वास
marathi,bell,घंटा
marathi,best,सर्वोत्तम
marathi,better,चांगले
marathi,between,दरम्यान
marathi,big,मोठा
marathi,bird,पक्षी
marathi,bit,बिट
marathi,black,काळा
marathi,block,ब्लॉक
marathi,blood,रक्त
marathi,blow,फोडून टाकणे
marathi,blue,निळा
marathi,board,बोर्ड
marathi,boat,बोट
marathi,body,शरीर
marathi,bone,हाड
marathi,book,पुस्तक
marathi,born,जन्मत:
marathi,both,दोन्ही
marathi,bottom,तळ
marathi,bought,खरेदी
marathi,box,बॉक्स
marathi,boy,मुलगा
marathi,branch,शाखा
marathi,bread,ब्रेड
marathi,break,खंड
marathi,bright,तेजस्वी
marathi,bring,आणणे
marathi,broad,ब्रॉड
marathi,broke,तोडले
marathi,brother,भाऊ
marathi,brought,आणले
marathi,brown,तपकिरी
marathi,build,तयार
marathi,burn,जाळणे
marathi,busy,व्यस्त
marathi,but,परंतु
marathi,buy,खरेदी
marathi,by,द्वारे
marathi,call,कॉल
marathi,came,आले
marathi,camp,छावणी
marathi,can,हे करू शकता
marathi,capital,भांडवल
marathi,captain,कर्णधार
marathi,car,कार
marathi,card,कार्ड
marathi,care,काळजी
marathi,carry,वाहून
marathi,case,केस
marathi,cat,मांजर
marathi,catch,पकडणे
marathi,caught,पकडले
marathi,cause,कारण
marathi,cell,सेल
marathi,cent,टक्के
marathi,center,केंद्र
marathi,century,शतक
marathi,certain,काही
marathi,chair,चेअर
marathi,chance,संधी
marathi,change,बदल
marathi,character,वर्ण
marathi,charge,शुल्क आकारू
marathi,chart,चार्ट
marathi,check,तपासा
marathi,chick,चिक
marathi,chief,मुख्य
marathi,child,मुलाला
marathi,children,मुले
marathi,choose,निवडा
marathi,chord,जीवा
marathi,circle,मंडळ
marathi,city,शहर
marathi,claim,हक्क
marathi,class,वर्ग
marathi,clean,स्वच्छ
marathi,clear,स्पष्ट
marathi,climb,चढाव
marathi,clock,घड्याळ
marathi,close,बंद
marathi,clothe,कपडे चढवणे
marathi,cloud,मेघ
marathi,coast,किनारपट्टी
marathi,coat,डगला
marathi,cold,थंड
marathi,collect,गोळा
marathi,colony,वसाहत
marathi,color,रंग
marathi,column,स्तंभ
marathi,come,येणे
marathi,common,सामान्य
marathi,company,कंपनी
marathi,compare,तुलना
marathi,complete,पूर्ण
marathi,condition,अट
marathi,connect,कनेक्ट
marathi,consider,विचार
