language,english,vocabulary
yiddish,a,אַ
yiddish,able,קענען
yiddish,about,וועגן
yiddish,above,אויבן
yiddish,act,אַקט
yiddish,add,לייגן
yiddish,afraid,דערשראָקן
yiddish,after,נאָך
yiddish,again,ווידער
yiddish,against,קעגן
yiddish,age,עלטער
yiddish,ago,צוריק
yiddish,agree,שטימען
yiddish,air,לופט
yiddish,all,אַלע
yiddish,allow,לאָזן
yiddish,also,אויך
yiddish,always,שטענדיק
yiddish,am,בין
yiddish,among,צווישן
yiddish,an,אַן
yiddish,and,און
yiddish,anger,קאַס
yiddish,animal,כייַע
yiddish,answer,ענטפֿערן
yiddish,any,קיין
yiddish,appear,דערשייַנען
yiddish,apple,עפּל
yiddish,are,זענען
yiddish,area,געגנט
yiddish,arm,אָרעם
yiddish,arrange,צולייגן
yiddish,arrive,אָנקומען
yiddish,art,קונסט
yiddish,as,ווי
yiddish,ask,פרעגן
yiddish,at,אין
yiddish,atom,אַטאָם
yiddish,baby,בעיבי
yiddish,back,צוריק
yiddish,bad,שלעכט
yiddish,ball,פּילקע
yiddish,band,באַנדע
yiddish,bank,באַנק
yiddish,bar,באַר
yiddish,base,באַזע
yiddish,basic,יקערדיק
yiddish,bat,פלעדערמויז
yiddish,be,זיין
yiddish,bear,בער
yiddish,beat,קלאַפּן
yiddish,beauty,שיינקייט
yiddish,bed,בעט
yiddish,been,געווען
yiddish,before,איידער
yiddish,began,אנגעהויבן
yiddish,begin,אָנהייבן
yiddish,behind,הינטער
yiddish,believe,גלויבן
yiddish,bell,גלאָק
yiddish,best,בעסטער
yiddish,better,בעסער
yiddish,between,צווישן
yiddish,big,גרויס
yiddish,bird,פויגל
yiddish,bit,שטיקל
yiddish,black,שוואַרץ
yiddish,block,פאַרשפּאַרן
yiddish,blood,בלוט
yiddish,blow,קלאַפּ
yiddish,blue,בלוי
yiddish,board,ברעט
yiddish,boat,שיפל
yiddish,body,גוף
yiddish,bone,ביין
yiddish,book,בוך
yiddish,born,געבוירן
yiddish,both,ביידע
yiddish,bottom,דנאָ
yiddish,bought,געקויפט
yiddish,box,קעסטל
yiddish,boy,יינגל
yiddish,branch,צווייַג
yiddish,bread,ברויט
yiddish,break,ברעכן
yiddish,bright,ליכטיק
yiddish,bring,ברענגען
yiddish,broad,ברייט
yiddish,broke,אָנ געלט
yiddish,brother,ברודער
yiddish,brought,געבראכט
yiddish,brown,ברוין
yiddish,build,בויען
yiddish,burn,ברענען
yiddish,busy,פאַרנומען
yiddish,but,אָבער
yiddish,buy,קויפן
yiddish,by,דורך
yiddish,call,רופן
yiddish,came,געקומען
yiddish,camp,לאַגער
yiddish,can,קענען
yiddish,capital,קאפיטאל
yiddish,captain,קאַפּיטאַן
yiddish,car,מאַשין
yiddish,card,קאָרט
yiddish,care,זאָרגן
yiddish,carry,פירן
yiddish,case,פאַל
yiddish,cat,קאַץ
yiddish,catch,כאַפּן
yiddish,caught,געכאפט
yiddish,cause,גרונט
yiddish,cell,צעל
yiddish,cent,סענט
yiddish,center,צענטער
yiddish,century,יאָרהונדערט
yiddish,certain,זיכער
yiddish,chair,שטול
yiddish,chance,געלעגנהייַט
yiddish,change,טוישן
yiddish,character,פּאַרשוין
yiddish,charge,אָפּצאָל
yiddish,chart,טשאַרט
yiddish,check,טשעק
yiddish,chick,פייגעלע
yiddish,chief,ראשי
yiddish,child,קינד
yiddish,children,קינדער
yiddish,choose,קלייַבן
yiddish,chord,קאָרד
yiddish,circle,קרייַז
yiddish,city,שטאָט
yiddish,claim,טענה
yiddish,class,קלאַס
yiddish,clean,ריין
yiddish,clear,קלאָר
yiddish,climb,קריכן
yiddish,clock,זייגער
yiddish,close,נאָענט
yiddish,clothe,אָנטאָן
yiddish,cloud,וואָלקן
yiddish,coast,ברעג
yiddish,coat,מאַנטל
yiddish,cold,קאַלט
yiddish,collect,זאַמלען
yiddish,colony,קאַלאַני
yiddish,color,קאָליר
yiddish,column,זייַל
yiddish,come,קומען
yiddish,common,פּראָסט
yiddish,company,פירמע
yiddish,compare,פאַרגלייַכן
yiddish,complete,גאַנץ
