language,english,vocabulary
basque,a,a
basque,able,gai
basque,about,buruz
basque,above,goiko
basque,act,ekintza
basque,add,gehitu
basque,afraid,beldur
basque,after,ondoren
basque,again,berriro
basque,against,aurka
basque,age,adina
basque,ago,ago
basque,agree,ados
basque,air,aire
basque,all,guztiak
basque,allow,baimendu
basque,also,halaber
basque,always,beti
basque,am,ni
basque,among,artean
basque,an,baten
basque,and,eta
basque,anger,haserrea
basque,animal,animalia
basque,answer,erantzuna
basque,any,edozein
basque,appear,agertzen
basque,apple,sagar
basque,are,daude
basque,area,zonalde
basque,arm,arm
basque,arrange,antolatu
basque,arrive,iristen
basque,art,art
basque,as,bezala
basque,ask,eskatu
basque,at,at
basque,atom,atomo
basque,baby,haurra
basque,back,atzera
basque,bad,txarra
basque,ball,pilota
basque,band,band
basque,bank,bankua
basque,bar,bar
basque,base,base
basque,basic,oinarrizko
basque,bat,bat
basque,be,izan
basque,bear,bear
basque,beat,beat
basque,beauty,edertasuna
basque,bed,ohean
basque,been,izan
basque,before,aurretik
basque,began,hasi
basque,begin,hasiko
basque,behind,atzean
basque,believe,sinesten
basque,bell,kanpai
basque,best,onena
basque,better,hobeto
basque,between,arteko
basque,big,big
basque,bird,txori
basque,bit,bit
basque,black,beltza
basque,block,bloke
basque,blood,odol
basque,blow,kolpe
basque,blue,blue
basque,board,taula
basque,boat,txalupa
basque,body,gorputza
basque,bone,hezur
basque,book,liburua
basque,born,born
basque,both,bai
basque,bottom,behean
basque,bought,erosi
basque,box,kutxa
basque,boy,mutiko
basque,branch,adarra
basque,bread,ogia
basque,break,break
basque,bright,distiratsua
basque,bring,ekarri
basque,broad,zabal
basque,broke,hautsi
basque,brother,anaia
basque,brought,ekarri
basque,brown,marroi
basque,build,eraikitzeko
basque,burn,erre
basque,busy,lanpetuta
basque,but,baina
basque,buy,erosi
basque,by,arabera
basque,call,deia
basque,came,dugunik
basque,camp,camp
basque,can,ahal
basque,capital,capital
basque,captain,kapitainak
basque,car,autoa
basque,card,txartel
basque,care,zainketa
basque,carry,egiteko
basque,case,kasu
basque,cat,katu
basque,catch,catch
basque,caught,harrapatu
basque,cause,kausa
basque,cell,zelula
basque,cent,cent
basque,center,zentroa
basque,century,mendean
basque,certain,zenbait
basque,chair,aulkia
basque,chance,aukera
basque,change,aldaketa
basque,character,pertsonaia
basque,charge,kobratzen
basque,chart,taula
basque,check,egiaztatu
basque,chick,chick
basque,chief,buruzagi
basque,child,umearen
basque,children,haurrak
basque,choose,aukeratu
basque,chord,akordeak
basque,circle,zirkulua
basque,city,hiria
basque,claim,erreklamazioa
basque,class,class
basque,clean,garbi
basque,clear,argi
basque,climb,igoera
basque,clock,erlojuaren
basque,close,itxi
basque,clothe,clothe
basque,cloud,hodei
basque,coast,kostaldean
basque,coat,berokia
basque,cold,hotza
basque,collect,biltzeko
basque,colony,kolonia
basque,color,kolorea
basque,column,zutabe
basque,come,zatoz
basque,common,ohikoa
basque,company,konpainia
basque,compare,alderatu
basque,complete,osoa
basque,condition,baldintza
basque,connect,konektatu
basque,consider,kontuan hartu
