language,english,vocabulary
belarusian,a,пяць
belarusian,able,стане
belarusian,about,пра гэта
belarusian,above,вышэй
belarusian,act,акт
belarusian,add,дадаць
belarusian,afraid,баюся
belarusian,after,пасля
belarusian,again,зноў
belarusian,against,супраць
belarusian,age,ўзрост
belarusian,ago,назад
belarusian,agree,згаджацца
belarusian,air,паветра
belarusian,all,усе
belarusian,allow,дазваляюць
belarusian,also,таксама
belarusian,always,заўсёды
belarusian,am,я
belarusian,among,сярод
belarusian,an,
belarusian,and,і
belarusian,anger,гнеў
belarusian,animal,жывёл
belarusian,answer,адказ
belarusian,any,любы
belarusian,appear,з’яўляюцца
belarusian,apple,яблык
belarusian,are,з’яўляюцца
belarusian,area,плошчу
belarusian,arm,рука
belarusian,arrange,арганізаваць
belarusian,arrive,прыходзім
belarusian,art,мастацтва
belarusian,as,як
belarusian,ask,спытаеце
belarusian,at,ў
belarusian,atom,атам
belarusian,baby,дзіця
belarusian,back,назад
belarusian,bad,дрэнна
belarusian,ball,мяч
belarusian,band,група
belarusian,bank,банк
belarusian,bar,бар
belarusian,base,база
belarusian,basic,асноўная
belarusian,bat,лятучая мыш
belarusian,be,быць
belarusian,bear,несці
belarusian,beat,біць
belarusian,beauty,прыгажосць
belarusian,bed,ложак
belarusian,been,быў
belarusian,before,да
belarusian,began,пачаў
belarusian,begin,пачаць
belarusian,behind,за
belarusian,believe,"лічаць,"
belarusian,bell,звон
belarusian,best,лепш
belarusian,better,лепш
belarusian,between,паміж
belarusian,big,вялікі
belarusian,bird,птушка
belarusian,bit,біт
belarusian,black,чорны
belarusian,block,блок
belarusian,blood,кроў
belarusian,blow,ўдар
belarusian,blue,сіні
belarusian,board,дошка
belarusian,boat,лодка
belarusian,body,цела
belarusian,bone,костка
belarusian,book,кніга
belarusian,born,дата нараджэння:
belarusian,both,як
belarusian,bottom,знізу
belarusian,bought,купіў
belarusian,box,скрынка
belarusian,boy,хлопчык
belarusian,branch,філіял
belarusian,bread,хлеб
belarusian,break,перапынак
belarusian,bright,яркі
belarusian,bring,прынесці
belarusian,broad,шырокая
belarusian,broke,зламаў
belarusian,brother,брат
belarusian,brought,прынёс
belarusian,brown,карычневы
belarusian,build,пабудаваць
belarusian,burn,спаліць
belarusian,busy,заняты
belarusian,but,але
belarusian,buy,купіць
belarusian,by,па
belarusian,call,тэлефануйце
belarusian,came,прыйшлі
belarusian,camp,лагер
belarusian,can,можа
belarusian,capital,капітал
belarusian,captain,капітан
belarusian,car,аўтамабіль
belarusian,card,карта
belarusian,care,сыход
belarusian,carry,несці
belarusian,case,справу
belarusian,cat,кот
belarusian,catch,ўлоў
belarusian,caught,злавілі
belarusian,cause,прычынай
belarusian,cell,клетак
belarusian,cent,цэнт
belarusian,center,цэнтр
belarusian,century,стагоддзя
belarusian,certain,упэўнены
belarusian,chair,крэсла
belarusian,chance,шанец
belarusian,change,змена
belarusian,character,характар
belarusian,charge,зарадкі
belarusian,chart,дыяграма
belarusian,check,праверыць
belarusian,chick,кураня
belarusian,chief,галоўны
belarusian,child,дзіця
belarusian,children,дзеці
belarusian,choose,выбраць
belarusian,chord,акорд
belarusian,circle,круг
belarusian,city,горад
belarusian,claim,прэтэнзіі
belarusian,class,клас
belarusian,clean,чысты
belarusian,clear,ясна
belarusian,climb,ўздым
belarusian,clock,гадзіны
belarusian,close,блізка
belarusian,clothe,апрануць
belarusian,cloud,воблака
belarusian,coast,узбярэжжы
belarusian,coat,паліто
belarusian,cold,холадна
belarusian,collect,збіраць
belarusian,colony,калонія
belarusian,color,колер
belarusian,column,калонка
belarusian,come,прыходзяць
belarusian,common,агульная
belarusian,company,кампанія
belarusian,compare,параўнаць
belarusian,complete,поўная
belarusian,condition,стан
belarusian,connect,падлучэння
belarusian,consider,разгледзець
belarusian,consonant,зычны
belarusian,contain,ўтрымліваць
belarusian,continent,кантынент
belarusian,continue,працягнуць
belarusian,control,кантроль
belarusian,cook,кухар
belarusian,cool,крута
belarusian,copy,копія
belarusian,corn,кукуруза
belarusian,corner,кут
belarusian,correct,правільна
