language,english,vocabulary
scots_gaelic,a,a
scots_gaelic,able,urrainn
scots_gaelic,about,mu dheidhinn
scots_gaelic,above,gu h-àrd
scots_gaelic,act,achd
scots_gaelic,add,ris
scots_gaelic,afraid,eagal
scots_gaelic,after,an dèidh
scots_gaelic,again,a-rithist
scots_gaelic,against,aghaidh
scots_gaelic,age,aois
scots_gaelic,ago,bho chionn
scots_gaelic,agree,aontachadh
scots_gaelic,air,adhair
scots_gaelic,all,a h-uile
scots_gaelic,allow,cheadachadh
scots_gaelic,also,cuideachd
scots_gaelic,always,an còmhnaidh
scots_gaelic,am,am
scots_gaelic,among,am measg
scots_gaelic,an,an
scots_gaelic,and,agus
scots_gaelic,anger,feirg
scots_gaelic,animal,am beathach
scots_gaelic,answer,fhreagairt
scots_gaelic,any,sam bith
scots_gaelic,appear,nochdaidh
scots_gaelic,apple,ubhal
scots_gaelic,are,tha
scots_gaelic,area,sgìre
scots_gaelic,arm,gàirdean
scots_gaelic,arrange,a chur air dòigh
scots_gaelic,arrive,a ’tighinn
scots_gaelic,art,ealain
scots_gaelic,as,mar
scots_gaelic,ask,iarr
scots_gaelic,at,aig
scots_gaelic,atom,dadam
scots_gaelic,baby,naoidhean
scots_gaelic,back,air ais
scots_gaelic,bad,droch
scots_gaelic,ball,ball
scots_gaelic,band,còmhlan
scots_gaelic,bank,banca
scots_gaelic,bar,bar
scots_gaelic,base,bunait
scots_gaelic,basic,bunaiteach
scots_gaelic,bat,ialtag
scots_gaelic,be,a bhith
scots_gaelic,bear,giùlainidh
scots_gaelic,beat,chùis
scots_gaelic,beauty,bòidhchead
scots_gaelic,bed,leabaidh
scots_gaelic,been,a bhith
scots_gaelic,before,mus
scots_gaelic,began,thòisich
scots_gaelic,begin,tòiseachadh
scots_gaelic,behind,air cùlaibh
scots_gaelic,believe,creidsinn
scots_gaelic,bell,clag
scots_gaelic,best,as fheàrr
scots_gaelic,better,nas fheàrr
scots_gaelic,between,eadar
scots_gaelic,big,mòr
scots_gaelic,bird,eun
scots_gaelic,bit,bit
scots_gaelic,black,dubh
scots_gaelic,block,bacaidh
scots_gaelic,blood,fuil
scots_gaelic,blow,blow
scots_gaelic,blue,gorm
scots_gaelic,board,air a ’bhòrd
scots_gaelic,boat,bàta
scots_gaelic,body,buidheann
scots_gaelic,bone,cnàimh
scots_gaelic,book,leabhar
scots_gaelic,born,rugadh
scots_gaelic,both,an dà chuid
scots_gaelic,bottom,ìosal
scots_gaelic,bought,cheannaich
scots_gaelic,box,bogsa
scots_gaelic,boy,gille
scots_gaelic,branch,meur
scots_gaelic,bread,aran
scots_gaelic,break,fois
scots_gaelic,bright,soilleir
scots_gaelic,bring,thoirt
scots_gaelic,broad,farsaing
scots_gaelic,broke,bhris
scots_gaelic,brother,bràthair
scots_gaelic,brought,thug
scots_gaelic,brown,donn
scots_gaelic,build,togail
scots_gaelic,burn,loisgidh
scots_gaelic,busy,trang
scots_gaelic,but,ach
scots_gaelic,buy,cheannach
scots_gaelic,by,le bhith a ’
scots_gaelic,call,ghairm
scots_gaelic,came,thàinig
scots_gaelic,camp,campa
scots_gaelic,can,urrainn
scots_gaelic,capital,calpa
scots_gaelic,captain,sgiobair
scots_gaelic,car,càr
scots_gaelic,card,cairt
scots_gaelic,care,cùram
scots_gaelic,carry,a ghiùlan
scots_gaelic,case,cùis
scots_gaelic,cat,cat
scots_gaelic,catch,a ghlacadh
scots_gaelic,caught,a chaidh a ghlacadh
scots_gaelic,cause,aobhar
scots_gaelic,cell,cealla
scots_gaelic,cent,cheud
scots_gaelic,center,meadhan
scots_gaelic,century,linn
scots_gaelic,certain,sònraichte
scots_gaelic,chair,cathraiche
scots_gaelic,chance,cothrom
scots_gaelic,change,atharrachadh
scots_gaelic,character,caractar
scots_gaelic,charge,cosgais
scots_gaelic,chart,chart
scots_gaelic,check,sùil
scots_gaelic,chick,isean
scots_gaelic,chief,ceann-feadhna
scots_gaelic,child,pàiste
scots_gaelic,children,clann
scots_gaelic,choose,a thaghadh
scots_gaelic,chord,chord
scots_gaelic,circle,cearcall
scots_gaelic,city,bhaile
scots_gaelic,claim,tagradh
scots_gaelic,class,clas
scots_gaelic,clean,glan
scots_gaelic,clear,soilleir
scots_gaelic,climb,dìreadh
scots_gaelic,clock,gleoc
scots_gaelic,close,dùin
scots_gaelic,clothe,aodach
scots_gaelic,cloud,neul
scots_gaelic,coast,costa
scots_gaelic,coat,còta
scots_gaelic,cold,fuar
scots_gaelic,collect,a ’cruinneachadh
scots_gaelic,colony,choloinidh
scots_gaelic,color,dath
scots_gaelic,column,colbh
scots_gaelic,come,tighinn
scots_gaelic,common,cumanta
scots_gaelic,company,companaidh
scots_gaelic,compare,coimeas a dhèanamh eadar
scots_gaelic,complete,crìochnaichte
scots_gaelic,condition,staid
scots_gaelic,connect,ceangal
scots_gaelic,consider,beachdaichidh
scots_gaelic,consonant,chonnraig
scots_gaelic,contain,tha
scots_gaelic,continent,thìr
scots_gaelic,continue,leantainn air adhart
scots_gaelic,control,smachd
scots_gaelic,cook,còcaire
scots_gaelic,cool,tarraingeach
scots_gaelic,copy,leth-bhreac
scots_gaelic,corn,arbhair
scots_gaelic,corner,oisean
scots_gaelic,correct,ceart
scots_gaelic,cost,cosgais
scots_gaelic,cotton,cotan
scots_gaelic,could,b ’urrainn
scots_gaelic,count,a ’cunntadh
scots_gaelic,country,dùthaich
scots_gaelic,course,chùrsa
scots_gaelic,cover,còmhdach
scots_gaelic,cow,bhò
scots_gaelic,crease,crease
scots_gaelic,create,chruthachadh
scots_gaelic,crop,bhàrr
scots_gaelic,cross,tarsainn
scots_gaelic,crowd,sluagh
scots_gaelic,cry,glaodh
scots_gaelic,current,#namn?
scots_gaelic,cut,gearradh
scots_gaelic,dad,athair
scots_gaelic,dance,dannsa
scots_gaelic,danger,cunnart
scots_gaelic,dark,dorcha
scots_gaelic,day,latha
scots_gaelic,dead,marbh
scots_gaelic,deal,mòran
scots_gaelic,dear,ghràdhach
scots_gaelic,death,bhàis
scots_gaelic,decide,co-dhùnadh
scots_gaelic,decimal,deicheach
scots_gaelic,deep,domhainn
scots_gaelic,degree,ceum
scots_gaelic,depend,an crochadh
scots_gaelic,describe,a ’mìneachadh
scots_gaelic,desert,fhàsach
scots_gaelic,design,dealbhadh
scots_gaelic,determine,dearbhadh
scots_gaelic,develop,leasachadh
scots_gaelic,dictionary,faclair
scots_gaelic,did,rinn
scots_gaelic,die,bàsaich
scots_gaelic,differ,eadar-dhealaichte
scots_gaelic,difficult,doirbh
scots_gaelic,direct,dìreach
scots_gaelic,discuss,a ’bruidhinn
scots_gaelic,distant,fhaide air falbh
scots_gaelic,divide,divide
scots_gaelic,division,sgaradh
scots_gaelic,do,a dhèanamh
scots_gaelic,doctor,dotair
scots_gaelic,does,a ’dèanamh
scots_gaelic,dog,chù
scots_gaelic,dollar,dolair
scots_gaelic,done,deiseil
scots_gaelic,don’t,nach eil
scots_gaelic,door,doras
scots_gaelic,double,dùbailte
scots_gaelic,down,sìos
scots_gaelic,draw,a ’tarraing
scots_gaelic,dream,bruadar
scots_gaelic,dress,èideadh
scots_gaelic,drink,deoch
scots_gaelic,drive,draibh
scots_gaelic,drop,leig
scots_gaelic,dry,tioram
scots_gaelic,duck,tunnag
scots_gaelic,during,rè
scots_gaelic,each,gach
scots_gaelic,ear,chluais
scots_gaelic,early,tràth
scots_gaelic,earth,talamh
scots_gaelic,ease,faochadh
scots_gaelic,east,ear
scots_gaelic,eat,ithe
scots_gaelic,edge,oir
scots_gaelic,effect,buaidh
scots_gaelic,egg,ugh
scots_gaelic,eight,ochd
scots_gaelic,either,an dara cuid
scots_gaelic,electric,electric
scots_gaelic,element,eileamaid
scots_gaelic,else,eile
scots_gaelic,end,deireadh
scots_gaelic,enemy,nàmhaid
scots_gaelic,energy,lùth
scots_gaelic,engine,einnsean
scots_gaelic,enough,gu leòr
scots_gaelic,enter,#namn?
scots_gaelic,equal,co-ionnan
scots_gaelic,equate,chothromachadh
scots_gaelic,especially,gu h-àraidh
scots_gaelic,even,eadhon
scots_gaelic,evening,feasgar
scots_gaelic,event,tachartas
scots_gaelic,ever,riamh
scots_gaelic,every,a h-uile
scots_gaelic,exact,dearbh
scots_gaelic,example,mar eisimpleir
scots_gaelic,except,ach a-mhàin
scots_gaelic,excite,excite
scots_gaelic,exercise,eacarsaich
scots_gaelic,expect,an dùil
scots_gaelic,experience,eòlas
scots_gaelic,experiment,deuchainn
scots_gaelic,eye,shùil
scots_gaelic,face,aghaidh
scots_gaelic,fact,gu dearbh
scots_gaelic,fair,cothromach
scots_gaelic,fall,tuit
scots_gaelic,family,teaghlach
