language,english,vocabulary
vietnamese,a,một
vietnamese,able,thể
vietnamese,about,về
vietnamese,above,trên đây
vietnamese,act,hành động
vietnamese,add,thêm
vietnamese,afraid,sợ
vietnamese,after,sau khi
vietnamese,again,một lần nữa
vietnamese,against,chống lại
vietnamese,age,tuổi
vietnamese,ago,trước
vietnamese,agree,đồng ý
vietnamese,air,không khí
vietnamese,all,tất cả
vietnamese,allow,cho phép
vietnamese,also,cũng
vietnamese,always,luôn luôn
vietnamese,am,là
vietnamese,among,trong
vietnamese,an,một
vietnamese,and,và
vietnamese,anger,tức giận
vietnamese,animal,động vật
vietnamese,answer,câu trả lời
vietnamese,any,bất kỳ
vietnamese,appear,xuất hiện
vietnamese,apple,táo
vietnamese,are,là
vietnamese,area,khu vực
vietnamese,arm,cánh tay
vietnamese,arrange,sắp xếp
vietnamese,arrive,đến
vietnamese,art,nghệ thuật
vietnamese,as,như
vietnamese,ask,xin
vietnamese,at,tại
vietnamese,atom,nguyên tử
vietnamese,baby,bé
vietnamese,back,trở lại
vietnamese,bad,xấu
vietnamese,ball,bóng
vietnamese,band,ban nhạc
vietnamese,bank,ngân hàng
vietnamese,bar,thanh
vietnamese,base,cơ sở
vietnamese,basic,cơ bản
vietnamese,bat,bat
vietnamese,be,được
vietnamese,bear,chịu
vietnamese,beat,đánh bại
vietnamese,beauty,vẻ đẹp
vietnamese,bed,giường
vietnamese,been,được
vietnamese,before,trước
vietnamese,began,bắt đầu
vietnamese,begin,bắt đầu
vietnamese,behind,sau
vietnamese,believe,tin
vietnamese,bell,chuông
vietnamese,best,tốt nhất
vietnamese,better,tốt hơn
vietnamese,between,giữa
vietnamese,big,lớn
vietnamese,bird,chim
vietnamese,bit,bit
vietnamese,black,đen
vietnamese,block,khối
vietnamese,blood,máu
vietnamese,blow,đòn
vietnamese,blue,màu xanh
vietnamese,board,hội đồng quản trị
vietnamese,boat,thuyền
vietnamese,body,cơ thể
vietnamese,bone,xương
vietnamese,book,cuốn sách
vietnamese,born,sinh
vietnamese,both,cả hai
vietnamese,bottom,dưới
vietnamese,bought,mua
vietnamese,box,hộp
vietnamese,boy,cậu bé
vietnamese,branch,chi nhánh
vietnamese,bread,bánh mì
vietnamese,break,nghỉ
vietnamese,bright,sáng
vietnamese,bring,mang lại
vietnamese,broad,rộng
vietnamese,broke,đã phá vỡ
vietnamese,brother,anh trai
vietnamese,brought,mang
vietnamese,brown,nâu
vietnamese,build,xây dựng
vietnamese,burn,ghi
vietnamese,busy,bận rộn
vietnamese,but,nhưng
vietnamese,buy,mua
vietnamese,by,bởi
vietnamese,call,gọi
vietnamese,came,đến
vietnamese,camp,trại
vietnamese,can,có thể
vietnamese,capital,vốn
vietnamese,captain,đội trưởng
vietnamese,car,xe
vietnamese,card,thẻ
vietnamese,care,chăm sóc
vietnamese,carry,thực hiện
vietnamese,case,khi
vietnamese,cat,mèo
vietnamese,catch,bắt
vietnamese,caught,bắt
vietnamese,cause,nguyên nhân
vietnamese,cell,pin
vietnamese,cent,phần trăm
vietnamese,center,trung tâm
vietnamese,century,thế kỷ
vietnamese,certain,nhất định
vietnamese,chair,ghế
vietnamese,chance,cơ hội
vietnamese,change,thay đổi
vietnamese,character,nhân vật
vietnamese,charge,phí
vietnamese,chart,biểu đồ
vietnamese,check,kiểm tra
vietnamese,chick,gà
vietnamese,chief,trưởng
vietnamese,child,con
vietnamese,children,trẻ em
vietnamese,choose,chọn
vietnamese,chord,hợp âm
vietnamese,circle,vòng tròn
vietnamese,city,thành phố
vietnamese,claim,xin
vietnamese,class,lớp
vietnamese,clean,sạch
vietnamese,clear,trong
vietnamese,climb,lên cao
vietnamese,clock,đồng hồ
vietnamese,close,gần
vietnamese,clothe,mặc
vietnamese,cloud,điện toán đám mây
vietnamese,coast,bờ biển
vietnamese,coat,áo
vietnamese,cold,lạnh
vietnamese,collect,thu thập
vietnamese,colony,thuộc địa
vietnamese,color,màu
vietnamese,column,cột
vietnamese,come,đến
vietnamese,common,phổ biến
vietnamese,company,công ty
vietnamese,compare,so sánh
vietnamese,complete,hoàn thành
vietnamese,condition,điều kiện
vietnamese,connect,kết nối
vietnamese,consider,xem xét
vietnamese,consonant,phụ âm
vietnamese,contain,chứa
vietnamese,continent,lục
vietnamese,continue,tiếp tục
vietnamese,control,kiểm soát
vietnamese,cook,nấu ăn
vietnamese,cool,mát mẻ
vietnamese,copy,bản sao
vietnamese,corn,ngô
vietnamese,corner,góc
vietnamese,correct,chính xác
vietnamese,cost,chi phí
vietnamese,cotton,bông
vietnamese,could,có thể
vietnamese,count,tính
vietnamese,country,nước
vietnamese,course,tất nhiên
vietnamese,cover,bìa
vietnamese,cow,bò
vietnamese,crease,nếp
vietnamese,create,tạo
vietnamese,crop,cây trồng
vietnamese,cross,qua
vietnamese,crowd,đám đông
vietnamese,cry,kêu
vietnamese,current,hiện tại
vietnamese,cut,cắt
vietnamese,dad,cha
vietnamese,dance,khiêu vũ
vietnamese,danger,nguy hiểm
vietnamese,dark,tối
vietnamese,day,ngày
vietnamese,dead,chết
vietnamese,deal,thỏa thuận
vietnamese,dear,thân yêu
vietnamese,death,chết
vietnamese,decide,quyết định
vietnamese,decimal,số thập phân
vietnamese,deep,sâu
vietnamese,degree,mức độ
vietnamese,depend,phụ thuộc
vietnamese,describe,mô tả
vietnamese,desert,sa mạc
vietnamese,design,thiết kế
vietnamese,determine,xác định
vietnamese,develop,phát triển
vietnamese,dictionary,từ điển
vietnamese,did,đã làm
vietnamese,die,chết
vietnamese,differ,khác nhau
vietnamese,difficult,khó khăn
vietnamese,direct,trực tiếp
vietnamese,discuss,thảo luận
vietnamese,distant,xa
vietnamese,divide,chia
vietnamese,division,phân chia
vietnamese,do,làm
vietnamese,doctor,bác sĩ
vietnamese,does,không
vietnamese,dog,con chó
