language,english,vocabulary
finnish,a,tehdä
finnish,able,pystyy
finnish,about,noin
finnish,above,edellä
finnish,act,säädös
finnish,add,lisätä
finnish,afraid,peloissaan
finnish,after,jälkeen
finnish,again,jälleen
finnish,against,vastaan
finnish,age,ikä
finnish,ago,sitten
finnish,agree,suostua
finnish,air,ilma
finnish,all,kaikki
finnish,allow,sallia
finnish,also,myös
finnish,always,aina
finnish,am,am
finnish,among,keskuudessa
finnish,an,pieni
finnish,and,ja
finnish,anger,viha
finnish,animal,eläin
finnish,answer,vastaus
finnish,any,kaikki
finnish,appear,ilmestyä
finnish,apple,omena
finnish,are,olemme
finnish,area,alue
finnish,arm,varsi
finnish,arrange,järjestää
finnish,arrive,saapua
finnish,art,taide
finnish,as,kuin
finnish,ask,kysyä
finnish,at,klo
finnish,atom,atomi
finnish,baby,vauva
finnish,back,takaisin
finnish,bad,huono
finnish,ball,pallo
finnish,band,bändi
finnish,bank,pankki
finnish,bar,bar
finnish,base,pohja
finnish,basic,perus
finnish,bat,lepakko
finnish,be,olla
finnish,bear,bear
finnish,beat,voittaa
finnish,beauty,kauneus
finnish,bed,sängyssä
finnish,been,ollut
finnish,before,ennen
finnish,began,alkoi
finnish,begin,alkaa
finnish,behind,takana
finnish,believe,uskoa
finnish,bell,soittokello
finnish,best,paras
finnish,better,parempi
finnish,between,välillä
finnish,big,iso
finnish,bird,lintu
finnish,bit,bitti
finnish,black,musta
finnish,block,lohko
finnish,blood,veri
finnish,blow,puhallus
finnish,blue,sininen
finnish,board,lauta
finnish,boat,veneen
finnish,body,elin
finnish,bone,luu
finnish,book,kirja
finnish,born,born
finnish,both,molemmat
finnish,bottom,pohja
finnish,bought,ostivat
finnish,box,laatikko
finnish,boy,poika
finnish,branch,sivuliike
finnish,bread,leipä
finnish,break,tauko
finnish,bright,kirkas
finnish,bring,tuoda
finnish,broad,laaja
finnish,broke,rikkoi
finnish,brother,veli
finnish,brought,toi
finnish,brown,ruskea
finnish,build,rakentaa
finnish,burn,polttaa
finnish,busy,kiireinen
finnish,but,mutta
finnish,buy,ostaa
finnish,by,mukaan
finnish,call,puhelu
finnish,came,tuli
finnish,camp,leiri
finnish,can,voida
finnish,capital,pääoma
finnish,captain,kapteeni
finnish,car,auto
finnish,card,kortti
finnish,care,hoito
finnish,carry,kuljettaa
finnish,case,asia
finnish,cat,kissa
finnish,catch,saalis
finnish,caught,kiinni
finnish,cause,syy
finnish,cell,solu
finnish,cent,sentti
finnish,center,keskus
finnish,century,luvulla
finnish,certain,tietty
finnish,chair,tuoli
finnish,chance,mahdollisuus
finnish,change,muutos
finnish,character,merkki
finnish,charge,veloittaa
finnish,chart,kaavio
finnish,check,tarkistaa
finnish,chick,poikasen
finnish,chief,päällikkö
finnish,child,lapsi
finnish,children,lapset
finnish,choose,valita
finnish,chord,sointu
finnish,circle,ympyrä
finnish,city,kaupunki
finnish,claim,vaatimus
finnish,class,luokka
finnish,clean,puhtaita
finnish,clear,selkeä
finnish,climb,kiivetä
finnish,clock,kello
finnish,close,lähellä
finnish,clothe,vaatettaa
finnish,cloud,pilvi
finnish,coast,rannikolla
finnish,coat,takki
finnish,cold,kylmä
finnish,collect,kerätä
finnish,colony,siirtomaa
finnish,color,väri
finnish,column,sarake
finnish,come,tulevat
finnish,common,yhteinen
finnish,company,yritys
finnish,compare,vertaa
finnish,complete,täydellinen
finnish,condition,ehto
finnish,connect,kytkeä
finnish,consider,harkita
finnish,consonant,konsonantti
finnish,contain,sisältävät
finnish,continent,maanosa
finnish,continue,jatkaa
finnish,control,ohjaus
finnish,cook,kokki
finnish,cool,viileä
finnish,copy,kopio
finnish,corn,maissi
finnish,corner,kulma
finnish,correct,oikea
finnish,cost,kustannukset
finnish,cotton,puuvilla
finnish,could,voisi
finnish,count,luottaa
finnish,country,maa
finnish,course,kurssi
finnish,cover,kansi
finnish,cow,lehmä
finnish,crease,prässi
finnish,create,luoda
finnish,crop,kasvuston
finnish,cross,cross
finnish,crowd,väkijoukko
finnish,cry,itkeä
finnish,current,nykyinen
finnish,cut,leikkaus
finnish,dad,isä
finnish,dance,tanssi
finnish,danger,vaara
finnish,dark,pimeä
finnish,day,päivä
finnish,dead,kuollut
finnish,deal,sopimus
finnish,dear,rakas
finnish,death,kuolema
finnish,decide,päättää
finnish,decimal,desimaalin
finnish,deep,syvä
finnish,degree,aste
finnish,depend,riippua
finnish,describe,kuvata
finnish,desert,aavikko
finnish,design,suunnittelu
finnish,determine,määrittää
finnish,develop,kehittää
finnish,dictionary,sanakirja
finnish,did,teki
finnish,die,die
finnish,differ,erota
finnish,difficult,vaikea
finnish,direct,suora
finnish,discuss,keskustella
finnish,distant,kaukainen
finnish,divide,kahtiajaon
finnish,division,jako
finnish,do,tehdä
finnish,doctor,lääkäri
finnish,does,tekee
finnish,dog,koira
finnish,dollar,dollari
finnish,done,tehty
finnish,don’t,eivät
finnish,door,ovi
finnish,double,kaksinkertainen
finnish,down,alas
finnish,draw,piirtää
finnish,dream,unelma
finnish,dress,mekko
finnish,drink,juoma
finnish,drive,ajaa
finnish,drop,pudota
finnish,dry,kuiva
finnish,duck,ankka
finnish,during,aikana
finnish,each,kukin
finnish,ear,korva
finnish,early,varhainen
finnish,earth,maa
finnish,ease,helppous
finnish,east,itään
finnish,eat,syödä
finnish,edge,reuna
finnish,effect,vaikutus
finnish,egg,muna
finnish,eight,kahdeksan
finnish,either,jompikumpi
finnish,electric,sähköinen
finnish,element,elementti
finnish,else,muu
finnish,end,pää
finnish,enemy,vihollinen
finnish,energy,energia
finnish,engine,moottori
