language,english,vocabulary
danish,a,en
danish,able,stand
danish,about,om
danish,above,ovenfor
danish,act,handling
danish,add,tilføje
danish,afraid,bange
danish,after,efter
danish,again,igen
danish,against,mod
danish,age,alder
danish,ago,siden
danish,agree,enige
danish,air,luft
danish,all,alle
danish,allow,tillade
danish,also,også
danish,always,altid
danish,am,am
danish,among,blandt
danish,an,en
danish,and,og
danish,anger,vrede
danish,animal,dyr
danish,answer,svar
danish,any,enhver
danish,appear,synes
danish,apple,æble
danish,are,er
danish,area,område
danish,arm,armen
danish,arrange,arrangere
danish,arrive,ankommer
danish,art,kunst
danish,as,som
danish,ask,spørge
danish,at,på
danish,atom,atomet
danish,baby,barn
danish,back,tilbage
danish,bad,dårlig
danish,ball,kugle
danish,band,bånd
danish,bank,bank
danish,bar,bar
danish,base,basen
danish,basic,grundlæggende
danish,bat,flagermus
danish,be,være
danish,bear,bære
danish,beat,slå
danish,beauty,skønhed
danish,bed,seng
danish,been,været
danish,before,før
danish,began,begyndte
danish,begin,begynde
danish,behind,bag
danish,believe,tro
danish,bell,klokke
danish,best,bedst
danish,better,bedre
danish,between,mellem
danish,big,stor
danish,bird,fugl
danish,bit,bit
danish,black,sort
danish,block,blok
danish,blood,blod
danish,blow,slag
danish,blue,blå
danish,board,bord
danish,boat,båd
danish,body,krop
danish,bone,knogle
danish,book,bog
danish,born,født
danish,both,både
danish,bottom,bund
danish,bought,købte
danish,box,kasse
danish,boy,dreng
danish,branch,gren
danish,bread,brød
danish,break,pause
danish,bright,lyse
danish,bring,bringe
danish,broad,bred
danish,broke,brød
danish,brother,bror
danish,brought,bragt
danish,brown,brun
danish,build,bygge
danish,burn,brænde
danish,busy,travlt
danish,but,men
danish,buy,købe
danish,by,ved
danish,call,opkald
danish,came,kom
danish,camp,lejr
danish,can,kan
danish,capital,kapital
danish,captain,kaptajn
danish,car,bil
danish,card,kort
danish,care,pleje
danish,carry,bære
danish,case,tilfælde
danish,cat,kat
danish,catch,fangst
danish,caught,fanget
danish,cause,årsag
danish,cell,celle
danish,cent,procent
danish,center,centrum
danish,century,århundrede
danish,certain,vis
danish,chair,stol
danish,chance,mulighed
danish,change,ændring
danish,character,karakter
danish,charge,oplade
danish,chart,diagram
danish,check,tjek
danish,chick,chick
danish,chief,chef
danish,child,barn
danish,children,børn
danish,choose,vælge
danish,chord,akkord
danish,circle,cirkel
danish,city,by
danish,claim,fordring
danish,class,klasse
danish,clean,ren
danish,clear,klar
danish,climb,klatre
danish,clock,ur
danish,close,tæt
danish,clothe,iklæde
danish,cloud,sky
danish,coast,kyst
danish,coat,frakke
danish,cold,kold
danish,collect,indsamle
danish,colony,koloni
danish,color,farve
danish,column,kolonne
danish,come,komme
danish,common,fælles
danish,company,selskab
danish,compare,sammenligne
danish,complete,komplet
danish,condition,betingelse
danish,connect,forbinde
danish,consider,overveje
danish,consonant,konsonant
danish,contain,indeholder
danish,continent,kontinent
danish,continue,fortsætte
danish,control,kontrol
danish,cook,kok
danish,cool,køligt
danish,copy,kopi
danish,corn,majs
danish,corner,hjørne
danish,correct,korrekt
danish,cost,omkostninger
danish,cotton,bomuld
danish,could,kunne
danish,count,tælle
danish,country,land
danish,course,kursus
danish,cover,dæksel
danish,cow,ko
danish,crease,krølle
danish,create,skabe
danish,crop,afgrøde
danish,cross,krydse
danish,crowd,mængden
danish,cry,råb
danish,current,strøm
danish,cut,cut
danish,dad,far
danish,dance,dans
danish,danger,fare
danish,dark,mørk
danish,day,dag
danish,dead,død
danish,deal,aftale
danish,dear,kære
danish,death,død
danish,decide,beslutte
danish,decimal,decimal
danish,deep,dyb
danish,degree,grad
danish,depend,afhænge
danish,describe,beskrive
danish,desert,ørken
danish,design,konstruktion
danish,determine,bestemme
danish,develop,udvikle
danish,dictionary,ordbog
danish,did,gjorde
danish,die,dø
danish,differ,afvige
danish,difficult,svært
danish,direct,direkte
danish,discuss,diskutere
danish,distant,fjernt
danish,divide,kløft
danish,division,opdeling
danish,do,gøre
danish,doctor,læge
danish,does,gør
danish,dog,hund
danish,dollar,dollaren
danish,done,gjort
danish,don’t,ikke
danish,door,dør
danish,double,dobbelt
danish,down,ned
danish,draw,tegne
danish,dream,drømme
danish,dress,kjole
danish,drink,drikke
danish,drive,køretur
danish,drop,drop
danish,dry,tør
danish,duck,ænder
danish,during,i løbet af
danish,each,hver
danish,ear,øre
danish,early,tidligt
danish,earth,jord
danish,ease,lethed
danish,east,øst
danish,eat,spise
danish,edge,kant
danish,effect,effekt
danish,egg,æg
danish,eight,otte
danish,either,enten
danish,electric,elektrisk
danish,element,elementet
danish,else,andet
danish,end,ende
danish,enemy,fjende
danish,energy,energi
