language,english,vocabulary
kinyarwanda,a,a
kinyarwanda,able,bashoboye
kinyarwanda,about,hafi
kinyarwanda,above,hejuru
kinyarwanda,act,gukora
kinyarwanda,add,ongeraho
kinyarwanda,afraid,ubwoba
kinyarwanda,after,nyuma
kinyarwanda,again,na none
kinyarwanda,against,kurwanya
kinyarwanda,age,imyaka
kinyarwanda,ago,kera
kinyarwanda,agree,byumvikane
kinyarwanda,air,umwuka
kinyarwanda,all,byose
kinyarwanda,allow,emera
kinyarwanda,also,na
kinyarwanda,always,burigihe
kinyarwanda,am,am
kinyarwanda,among,muri
kinyarwanda,an,an
kinyarwanda,and,na
kinyarwanda,anger,uburakari
kinyarwanda,animal,inyamaswa
kinyarwanda,answer,igisubizo
kinyarwanda,any,icyaricyo cyose
kinyarwanda,appear,kugaragara
kinyarwanda,apple,pome
kinyarwanda,are,ni
kinyarwanda,area,akarere
kinyarwanda,arm,ukuboko
kinyarwanda,arrange,tegura
kinyarwanda,arrive,shika
kinyarwanda,art,ubuhanzi
kinyarwanda,as,nka
kinyarwanda,ask,baza
kinyarwanda,at,kuri
kinyarwanda,atom,atom
kinyarwanda,baby,umwana
kinyarwanda,back,inyuma
kinyarwanda,bad,bibi
kinyarwanda,ball,umupira
kinyarwanda,band,band
kinyarwanda,bank,banki
kinyarwanda,bar,bar
kinyarwanda,base,shingiro
kinyarwanda,basic,shingiro
kinyarwanda,bat,bat
kinyarwanda,be,be
kinyarwanda,bear,idubu
kinyarwanda,beat,gukubita
kinyarwanda,beauty,ubwiza
kinyarwanda,bed,uburiri
kinyarwanda,been,yabaye
kinyarwanda,before,mbere
kinyarwanda,began,yatangiye
kinyarwanda,begin,tangira
kinyarwanda,behind,inyuma
kinyarwanda,believe,bizere
kinyarwanda,bell,inzogera
kinyarwanda,best,byiza
kinyarwanda,better,byiza
kinyarwanda,between,hagati
kinyarwanda,big,binini
kinyarwanda,bird,inyoni
kinyarwanda,bit,bit
kinyarwanda,black,umukara
kinyarwanda,block,guhagarika
kinyarwanda,blood,maraso
kinyarwanda,blow,gukubita
kinyarwanda,blue,ubururu
kinyarwanda,board,ikibaho
kinyarwanda,boat,ubwato
kinyarwanda,body,umubiri
kinyarwanda,bone,igufwa
kinyarwanda,book,igitabo
kinyarwanda,born,yavutse
kinyarwanda,both,byombi
kinyarwanda,bottom,hepfo
kinyarwanda,bought,yaguzwe
kinyarwanda,box,agasanduku
kinyarwanda,boy,umuhungu
kinyarwanda,branch,ishami
kinyarwanda,bread,umutsima
kinyarwanda,break,kuruhuka
kinyarwanda,bright,umucyo
kinyarwanda,bring,kuzana
kinyarwanda,broad,mugari
