id,title,year,description,category,region,difficulty,source
world-printing-press-1450,Printing Press,1450,"Gutenberg invented the movable-type printing press in Europe, revolutionising information sharing.",technology,europe,2,britannica
world-columbus-1492,Columbus Reaches Americas,1492,"Christopher Columbus landed in the Bahamas, initiating European exploration of the Americas.",culture,americas,1,britannica
world-magna-carta-1215,Magna Carta Signed,1215,"King John sealed the Magna Carta at Runnymede, limiting royal power and establishing legal principles.",politics,europe,2,britannica
world-fall-rome-476,Fall of Western Rome,476,The Western Roman Empire fell when Germanic leader Odoacer deposed Emperor Romulus Augustulus.,war,europe,2,britannica
world-battle-hastings-1066,Battle of Hastings,1066,"William the Conqueror defeated King Harold II, changing the course of English history.",war,europe,2,britannica
world-declaration-1776,Declaration of Independence,1776,"The thirteen American colonies declared independence from Britain, forming the United States.",politics,americas,1,britannica
world-french-revolution-1789,French Revolution Begins,1789,The storming of the Bastille ignited a decade of radical social and political upheaval in France.,politics,europe,2,britannica
world-moon-landing-1969,Apollo 11 Moon Landing,1969,Neil Armstrong and Buzz Aldrin became the first humans to walk on the lunar surface.,space,americas,1,nasa
world-ww1-begins-1914,World War I Begins,1914,The assassination of Archduke Franz Ferdinand triggered a global conflict involving major world powers.,war,europe,1,britannica
world-ww2-ends-1945,World War II Ends,1945,"Germany and Japan surrendered, ending the deadliest conflict in human history.",war,world,1,britannica
world-sputnik-1957,Sputnik Launched,1957,"The Soviet Union launched the first artificial satellite, sparking the space race.",space,europe,1,nasa
world-penicillin-1928,Penicillin Discovered,1928,"Alexander Fleming discovered the antibiotic properties of penicillin, revolutionising medicine.",medicine,europe,2,britannica
world-dna-1953,DNA Structure Discovered,1953,"Watson and Crick revealed the double helix structure of DNA, transforming biology.",science,europe,2,britannica
world-first-flight-1903,First Airplane Flight,1903,"The Wright brothers achieved the first powered, sustained, and controlled airplane flight.",technology,americas,1,britannica
world-einstein-relativity-1905,Theory of Relativity,1905,"Albert Einstein published his special theory of relativity, fundamentally changing physics.",science,europe,2,britannica
world-fall-berlin-wall-1989,Fall of Berlin Wall,1989,"The Berlin Wall fell, symbolising the end of the Cold War and division of Europe.",politics,europe,1,britannica
world-first-olympics-1896,First Modern Olympics,1896,"The first modern Olympic Games were held in Athens, reviving the ancient tradition.",sports,europe,2,olympic
world-titanic-sinks-1912,Titanic Sinks,1912,"The RMS Titanic struck an iceberg and sank on its maiden voyage, killing over 1,500 people.",culture,world,1,britannica
world-first-iphone-2007,First iPhone Released,2007,"Apple introduced the iPhone, revolutionising the smartphone industry and mobile computing.",technology,americas,1,apple
world-einstein-relativity-1915,General Relativity,1915,"Einstein completed his general theory of relativity, describing gravity as spacetime curvature.",science,europe,3,britannica
world-great-depression-1929,Great Depression Begins,1929,The Wall Street Crash triggered a worldwide economic depression lasting through the 1930s.,culture,americas,2,britannica
world-womens-suffrage-1920,Womens Suffrage in US,1920,The 19th Amendment granted American women the constitutional right to vote.,politics,americas,2,britannica
world-first-heart-transplant-1967,First Heart Transplant,1967,Dr. Christiaan Barnard performed the first human-to-human heart transplant in South Africa.,medicine,africa,3,britannica
world-woodstock-1969,Woodstock Festival,1969,"The iconic music festival drew over 400,000 people to a dairy farm in New York.",music,americas,2,britannica
world-first-star-wars-1977,Star Wars Released,1977,George Lucas launched one of the most successful film franchises in cinema history.,film,americas,1,imdb
world-world-wide-web-1991,World Wide Web Launched,1991,"Tim Berners-Lee introduced the World Wide Web to the public, transforming global communication.",technology,europe,1,webfoundation
world-human-genome-1990,Human Genome Project Begins,1990,"An international effort to map all human genes launched, revolutionising genetics and medicine.",science,world,3,genome
world-dolly-sheep-1996,Dolly the Sheep Cloned,1996,"Dolly became the first mammal cloned from an adult somatic cell, a breakthrough in genetics.",science,europe,3,britannica
world-civil-rights-act-1964,Civil Rights Act Passed,1964,"The landmark US law outlawed discrimination based on race, colour, religion, sex, or national origin.",politics,americas,2,britannica
world-first-mars-rover-1997,First Mars Rover Landing,1997,"NASAs Pathfinder mission delivered Sojourner, the first successful Mars rover.",space,americas,3,nasa
world-eiffel-tower-1889,Eiffel Tower Completed,1889,Gustave Eiffels iconic tower opened as the centrepiece of the 1889 Worlds Fair in Paris.,culture,europe,1,britannica
world-first-grammy-1959,First Grammy Awards,1959,The inaugural Grammy Awards ceremony honoured musical achievements from 1958.,music,americas,3,grammy
world-beatles-ed-sullivan-1964,Beatles on Ed Sullivan,1964,"The Beatles made their legendary US television debut, marking the British Invasion.",music,americas,2,britannica
world-first-academy-awards-1929,First Academy Awards,1929,The first Oscars ceremony honoured films from 1927 and 1928 in a 15-minute event.,film,americas,3,oscars
