Text,Language
Í upphafi skapaði Guð himin og jörð.,Icelandic
"Jörðin var þá auð og tóm, og myrkur grúfði yfir djúpinu, og andi Guðs sveif yfir vötnunum.",Icelandic
"Guð sagði: ""Verði ljós!"" Og það varð ljós.",Icelandic
"Guð sá, að ljósið var gott, og Guð greindi ljósið frá myrkrinu.",Icelandic
"Og Guð kallaði ljósið dag, en myrkrið kallaði hann nótt. Það varð kveld og það varð morgunn, hinn fyrsti dagur.",Icelandic
"Guð sagði: ""Verði festing milli vatnanna, og hún greini vötn frá vötnum.""",Icelandic
"Þá gjörði Guð festinguna og greindi vötnin, sem voru undir festingunni, frá þeim vötnum, sem voru yfir henni. Og það varð svo.",Icelandic
"Og Guð kallaði festinguna himin. Það varð kveld og það varð morgunn, hinn annar dagur.",Icelandic
"Guð sagði: ""Safnist vötnin undir himninum í einn stað, svo að þurrlendið sjáist."" Og það varð svo.",Icelandic
"Guð kallaði þurrlendið jörð, en safn vatnanna kallaði hann sjó. Og Guð sá, að það var gott.",Icelandic
"Guð sagði: ""Láti jörðin af sér spretta græn grös, sáðjurtir og aldintré, sem hvert beri ávöxt eftir sinni tegund með sæði í á jörðinni."" Og það varð svo.",Icelandic
"Jörðin lét af sér spretta græn grös, jurtir með sæði í, hverja eftir sinni tegund, og aldintré með sæði í sér, hvert eftir sinni tegund. Og Guð sá, að það var gott.",Icelandic
"Það varð kveld og það varð morgunn, hinn þriðji dagur.",Icelandic
"Guð sagði: ""Verði ljós á festingu himinsins, að þau greini dag frá nóttu og séu til tákns og til að marka tíðir, daga og ár.",Icelandic
"Og þau séu ljós á festingu himinsins til að lýsa jörðina."" Og það varð svo.",Icelandic
"Guð gjörði tvö stóru ljósin: hið stærra ljósið til að ráða degi og hið minna ljósið til að ráða nóttu, svo og stjörnurnar.",Icelandic
"Og Guð setti þau á festingu himinsins, að þau skyldu lýsa jörðinni",Icelandic
"og ráða degi og nóttu og greina sundur ljós og myrkur. Og Guð sá, að það var gott.",Icelandic
"Það varð kveld og það varð morgunn, hinn fjórði dagur.",Icelandic
"Guð sagði: ""Vötnin verði kvik af lifandi skepnum, og fuglar fljúgi yfir jörðina undir festingu himinsins.""",Icelandic
"Þá skapaði Guð hin stóru lagardýr og allar hinar lifandi skepnur, sem hrærast og vötnin eru kvik af, eftir þeirra tegund, og alla fleyga fugla eftir þeirra tegund. Og Guð sá, að það var gott.",Icelandic
"Og Guð blessaði þau og sagði: ""Frjóvgist og vaxið og fyllið vötn sjávarins, og fuglum fjölgi á jörðinni.""",Icelandic
"Það varð kveld og það varð morgunn, hinn fimmti dagur.",Icelandic
"Guð sagði: ""Jörðin leiði fram lifandi skepnur, hverja eftir sinni tegund: fénað, skriðkvikindi og villidýr, hvert eftir sinni tegund."" Og það varð svo.",Icelandic
"Guð gjörði villidýrin, hvert eftir sinni tegund, fénaðinn eftir sinni tegund og alls konar skriðkvikindi jarðarinnar eftir sinni tegund. Og Guð sá, að það var gott.",Icelandic
"Guð sagði: ""Vér viljum gjöra manninn eftir vorri mynd, líkan oss, og hann skal drottna yfir fiskum sjávarins og yfir fuglum loftsins og yfir fénaðinum og yfir villidýrunum og yfir öllum skriðkvikindum, sem skríða á jörðinni.""",Icelandic
"Og Guð skapaði manninn eftir sinni mynd, hann skapaði hann eftir Guðs mynd, hann skapaði þau karl og konu.",Icelandic
"Og Guð blessaði þau, og Guð sagði við þau: ""Verið frjósöm, margfaldist og uppfyllið jörðina og gjörið ykkur hana undirgefna og drottnið yfir fiskum sjávarins og yfir fuglum loftsins og yfir öllum dýrum, sem hrærast á jörðinni.""",Icelandic
"Og Guð sagði: ""Sjá, ég gef ykkur alls konar sáðberandi jurtir á allri jörðinni og alls konar tré, sem bera ávöxtu með sæði í. Það sé ykkur til fæðu.",Icelandic
"Og öllum villidýrum og öllum fuglum loftsins og öllum skriðkvikindum á jörðinni, öllu því, sem hefir lifandi sál, gef ég öll grös og jurtir til fæðu."" Og það varð svo.",Icelandic
"Og Guð leit allt, sem hann hafði gjört, og sjá, það var harla gott. Það varð kveld og það varð morgunn, hinn sjötti dagur.",Icelandic
"Þetta er ættartala Nóa sona, Sems, Kams og Jafets. Þeim fæddust synir eftir flóðið.",Icelandic
"Synir Jafets: Gómer, Magog, Madaí, Javan, Túbal, Mesek og Tíras.",Icelandic
"Og synir Gómers: Askenas, Rífat og Tógarma.",Icelandic
"Og synir Javans: Elísa, Tarsis, Kittar og Ródanítar.",Icelandic
"Út frá þeim kvísluðust þeir, sem byggja eylönd heiðingjanna. Þetta eru synir Jafets eftir löndum þeirra, hver eftir sinni tungu, eftir kynþáttum þeirra og samkvæmt þjóðerni þeirra.",Icelandic
"Synir Kams: Kús, Mísraím, Pút og Kanaan.",Icelandic
"Og synir Kúss: Seba, Havíla, Sabta, Raema og Sabteka. Og synir Raema: Séba og Dedan.",Icelandic
Kús gat Nimrod. Hann tók að gjörast voldugur á jörðinni.,Icelandic
"Hann var mikill veiðimaður fyrir Drottni. Því er máltækið: ""Mikill veiðimaður fyrir Drottni eins og Nimrod.""",Icelandic
"Og upphaf ríkis hans var Babel, Erek, Akkad og Kalne í Sínearlandi.",Icelandic
"Frá þessu landi hélt hann til Assýríu og byggði Níníve, Rehóbót-Ír og Kala,",Icelandic
"og Resen milli Níníve og Kala, það er borgin mikla.",Icelandic
"Mísraím gat Lúdíta, Anamíta, Lekabíta, Naftúkíta,",Icelandic
"Patrúsíta, Kaslúkíta (þaðan eru komnir Filistar) og Kaftóríta.",Icelandic
"Kanaan gat Sídon, frumgetning sinn, og Het",Icelandic
"og Jebúsíta, Amoríta, Gírgasíta,",Icelandic
"Hevíta, Arkíta, Síníta,",Icelandic
"Arvadíta, Semaríta og Hamatíta. Og síðan breiddust út kynkvíslir Kanaanítanna.",Icelandic
"Landamerki Kanaanítanna eru frá Sídon um Gerar allt til Gasa, þá er stefnan til Sódómu og Gómorru og Adma og Sebóím, allt til Lasa.",Icelandic
"Þetta eru synir Kams eftir kynþáttum þeirra, eftir tungum þeirra, samkvæmt löndum þeirra og þjóðerni.",Icelandic
"En Sem, ættfaðir allra Ebers sona, eldri bróðir Jafets, eignaðist og sonu.",Icelandic
"Synir Sems: Elam, Assúr, Arpaksad, Lúd og Aram.",Icelandic
"Og synir Arams: Ús, Húl, Geter og Mas.",Icelandic
"Arpaksad gat Sela, og Sela gat Eber.",Icelandic
"Og Eber fæddust tveir synir. Hét annar Peleg, því að á hans dögum greindist fólkið á jörðinni, en bróðir hans hét Joktan.",Icelandic
"Og Joktan gat Almódad, Salef, Hasarmavet, Jara,",Icelandic
"Hadóram, Úsal, Dikla,",Icelandic
"Óbal, Abímael, Seba,",Icelandic
"Ófír, Havíla og Jóbab. Þessir allir eru synir Joktans.",Icelandic
"Og bústaður þeirra var frá Mesa til Sefar, til austurfjallanna.",Icelandic
"Þetta eru synir Sems, eftir ættkvíslum þeirra, eftir tungum þeirra, samkvæmt löndum þeirra, eftir þjóðerni þeirra.",Icelandic
"Þetta eru ættkvíslir Nóa sona eftir ættartölum þeirra, samkvæmt þjóðerni þeirra, og frá þeim kvísluðust þjóðirnar út um jörðina eftir flóðið.",Icelandic
Öll jörðin hafði eitt tungumál og ein og sömu orð.,Icelandic
"Og svo bar við, er þeir fóru stað úr stað í austurlöndum, að þeir fundu láglendi í Sínearlandi og settust þar að.",Icelandic
"Og þeir sögðu hver við annan: ""Gott og vel, vér skulum hnoða tigulsteina og herða í eldi."" Og þeir notuðu tigulsteina í stað grjóts og jarðbik í stað kalks.",Icelandic
"Og þeir sögðu: ""Gott og vel, vér skulum byggja oss borg og turn, sem nái til himins, og gjörum oss minnismerki, svo að vér tvístrumst ekki um alla jörðina.""",Icelandic
"Þá steig Drottinn niður til þess að sjá borgina og turninn, sem mannanna synir voru að byggja.",Icelandic
"Og Drottinn mælti: ""Sjá, þeir eru ein þjóð og hafa allir sama tungumál, og þetta er hið fyrsta fyrirtæki þeirra. Og nú mun þeim ekkert ófært verða, sem þeir taka sér fyrir hendur að gjöra.",Icelandic
"Gott og vel, stígum niður og ruglum þar tungumál þeirra, svo að enginn skilji framar annars mál.""",Icelandic
"Og Drottinn tvístraði þeim þaðan út um alla jörðina, svo að þeir urðu af að láta að byggja borgina.",Icelandic
"Þess vegna heitir hún Babel, því að þar ruglaði Drottinn tungumál allrar jarðarinnar, og þaðan tvístraði hann þeim um alla jörðina.",Icelandic
"Þetta er ættartala Sems: Sem var hundrað ára gamall, er hann gat Arpaksad, tveim árum eftir flóðið.",Icelandic
"Og Sem lifði, eftir að hann gat Arpaksad, fimm hundruð ár og gat sonu og dætur.",Icelandic
"Er Arpaksad var þrjátíu og fimm ára, gat hann Sela.",Icelandic
"Og Arpaksad lifði, eftir að hann gat Sela, fjögur hundruð og þrjú ár og gat sonu og dætur.",Icelandic
"Er Sela var þrjátíu ára, gat hann Eber.",Icelandic
"Og Sela lifði, eftir að hann gat Eber, fjögur hundruð og þrjú ár og gat sonu og dætur.",Icelandic
"Er Eber var þrjátíu og fjögurra ára, gat hann Peleg.",Icelandic
"Og Eber lifði, eftir að hann gat Peleg, fjögur hundruð og þrjátíu ár og gat sonu og dætur.",Icelandic
"Er Peleg var þrjátíu ára, gat hann Reú.",Icelandic
"Og Peleg lifði, eftir að hann gat Reú, tvö hundruð og níu ár og gat sonu og dætur.",Icelandic
"Er Reú var þrjátíu og tveggja ára, gat hann Serúg.",Icelandic
