Text,Language
"La început, Dumnezeu a făcut cerurile şi pămîntul.",Romanian
"Pămîntul era pustiu şi gol; peste faţa adîncului de ape era întunerec, şi Duhul lui Dumnezeu se mişca pe deasupra apelor.",Romanian
"Dumnezeu a zis: ,,Să fie lumină!`` Şi a fost lumină.",Romanian
Dumnezeu a văzut că lumina era bună; şi Dumnezeu a despărţit lumina de întunerec.,Romanian
"Dumnezeu a numit lumina zi, iar întunerecul l -a numit noapte. Astfel, a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua întîi.",Romanian
"Dumnezeu a zis: ,,Să fie o întindere între ape, şi ea să despartă apele de ape.``",Romanian
"Şi Dumnezeu a făcut întinderea, şi ea a despărţit apele cari sînt dedesuptul întinderii de apele cari sînt deasupra întinderii. Şi aşa a fost.",Romanian
"Dumnezeu a numit întinderea cer. Astfel, a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua a doua.",Romanian
"Dumnezeu a zis: ,,Să se strîngă la un loc apele cari sînt dedesuptul cerului, şi să se arate uscatul!`` Şi aşa a fost.",Romanian
"Dumnezeu a numit uscatul pămînt, iar grămada de ape a numit -o mări. Dumnezeu a văzut că lucrul acesta era bun.",Romanian
"Apoi Dumnezeu a zis: ,,Să dea pămîntul verdeaţă, iarbă cu sămînţă, pomi roditori, cari să facă rod după soiul lor şi cari să aibă în ei sămînţa lor pe pămînt.`` Şi aşa a fost.",Romanian
"Pămîntul a dat verdeaţă, iarbă cu sămînţă după soiul ei, şi pomi cari fac rod şi cari îşi au sămînţa în ei, după soiul lor. Dumnezeu a văzut că lucrul acesta era bun.",Romanian
"Astfel, a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua a treia.",Romanian
"Dumnezeu a zis: ,,Să fie nişte luminători în întinderea cerului, ca să despartă ziua de noapte; ei să fie nişte semne cari să arate vremile, zilele şi anii;",Romanian
"şi să slujească de luminători în întinderea cerului, ca să lumineze pămîntul.`` Şi aşa a fost.",Romanian
"Dumnezeu a făcut cei doi mari luminători, şi anume: luminătorul cel mai mare ca să stăpînească ziua, şi luminătorul cel mai mic ca să stăpînească noaptea; a făcut şi stelele.",Romanian
"Dumnezeu i -a aşezat în întinderea cerului, ca să lumineze pămîntul,",Romanian
"să stăpînească ziua şi noaptea, şi să despartă lumina de întunerec. Dumnezeu a văzut că lucrul acesta era bun.",Romanian
"Astfel, a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua a patra.",Romanian
"Dumnezeu a zis: ,,Să mişune apele de vieţuitoare, şi să sboare păsări deasupra pămîntului pe întinderea cerului.``",Romanian
"Dumnezeu a făcut peştii cei mari şi toate vieţuitoarele cari se mişcă şi de cari mişună apele, după soiurile lor; a făcut şi orice pasăre înaripată după soiul ei. Dumnezeu a văzut că erau bune.",Romanian
"Dumnezeu le -a binecuvîntat, şi a zis: ,,Creşteţi, înmulţiţi-vă, şi umpleţi apele mărilor; să se înmulţească şi păsările pe pămînt``.",Romanian
"Astfel a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua a cincea.",Romanian
"Dumnezeu a zis: ,,Să dea pămîntul vieţuitoare după soiul lor, vite, tîrîtoare şi fiare pămînteşti, după soiul lor.`` Şi aşa a fost.",Romanian
"Dumnezeu a făcut fiarele pămîntului după soiul lor, vitele după soiul lor şi toate tîrîtoarele pămîntului după soiul lor. Dumnezeu a văzut că erau bune.",Romanian
"Apoi Dumnezeu a zis: ,,Să facem om după chipul Nostru, după asemănarea Noastră; el să stăpînească peste peştii mării, peste păsările cerului, peste vite, peste tot pămîntul şi peste toate tîrîtoarele cari se mişcă pe pămînt.``",Romanian
"Dumnezeu a făcut pe om după chipul Său, l -a făcut după chipul lui Dumnezeu; parte bărbătească şi parte femeiască i -a făcut.",Romanian
"Dumnezeu i -a binecuvîntat, şi Dumnezeu le -a zis: ,,Creşteţi, înmulţiţi-vă, umpleţi pămîntul, şi supuneţi -l; şi stăpîniţi peste peştii mării, peste păsările cerului, şi peste orice vieţuitoare care se mişcă pe pămînt.``",Romanian
"Şi Dumnezeu a zis: ,,Iată că v'am dat orice iarbă care face sămînţă şi care este pe faţa întregului pămînt, şi orice pom, care are în el rod cu sămînţă: aceasta să fie hrana voastră.``",Romanian
"Iar tuturor fiarelor pămîntului, tuturor păsărilor cerului, şi tuturor vietăţilor cari se mişcă pe pămînt, cari au în ele o suflare de viaţă, le-am dat ca hrană toată iarba verde.`` Şi aşa a fost.",Romanian
"Dumnezeu S'a uitat la tot ce făcuse; şi iată că erau foarte bune. Astfel a fost o seară, şi apoi a fost o dimineaţă: aceasta a fost ziua a şasea.",Romanian
"Astfel au fost sfîrşite cerurile şi pămîntul, şi toată oştirea lor.",Romanian
"În ziua a şaptea Dumnezeu Şi -a sfîrşit lucrarea, pe care o făcuse; şi în ziua a şaptea S'a odihnit de toată lucrarea Lui pe care o făcuse.",Romanian
"Dumnezeu a binecuvîntat ziua a şaptea şi a sfinţit -o, pentrucă în ziua aceasta S'a odihnit de toată lucrarea Lui, pe care o zidise şi o făcuse.",Romanian
"Iată istoria cerurilor şi a pămîntului, cînd au fost făcute.",Romanian
"În ziua cînd a făcut Domnul Dumnezeu un pămînt şi ceruri, nu era încă pe pămînt nici un copăcel de cîmp şi nici o iarbă de pe cîmp nu încolţea încă: fiindcă Domnul Dumnezeu nu dăduse încă ploaie pe pămînt şi nu era nici un om ca să lucreze pămîntul.",Romanian
Ci un abur se ridica de pe pămînt şi uda toată faţa pămîntului.,Romanian
"Domnul Dumnezeu a făcut pe om din ţărîna pămîntului, i -a suflat în nări suflare de viaţă, şi omul s'a făcut astfel un suflet viu.",Romanian
"Apoi Domnul Dumnezeu a sădit o grădină în Eden, spre răsărit; şi a pus acolo pe omul pe care -l întocmise.",Romanian
"Domnul Dumnezeu a făcut să răsară din pămînt tot felul de pomi, plăcuţi la vedere şi buni la mîncare, şi pomul vieţii în mijlocul grădinii, şi pomul cunoştinţei binelui şi răului.",Romanian
Un rîu ieşea din Eden şi uda grădina; şi de acolo se împărţea şi se făcea patru braţe.,Romanian
"Numele celui dintîi este Pison; el înconjoară toată ţara Havila, unde se găseşte aur.",Romanian
Aurul din ţara aceasta este bun; acolo se găseşte şi bedelion şi piatră de onix.,Romanian
Numele rîului al doilea este Ghihon; el înconjoară toată ţara Cuş.,Romanian
