id,title,year,description,category,region,difficulty,source
asia-xia-dynasty-2070,Xia Dynasty Begins,-2070,The Xia became China's first recorded dynasty.,politics,asia,4,britannica
asia-shang-dynasty-1600,Shang Dynasty Begins,-1600,The Shang arose along the Yellow River.,politics,asia,4,britannica
asia-oracle-bones-1200,Oracle Bones Used,-1200,Shang rulers recorded divination on oracle bones.,culture,asia,4,britannica
asia-zhou-dynasty-1046,Zhou Dynasty Founded,-1046,The Zhou overthrew the Shang and ruled for centuries.,politics,asia,3,britannica
asia-mandate-of-heaven-1046,Mandate of Heaven,-1046,The Zhou justified their rule with the Mandate of Heaven.,politics,asia,5,britannica
asia-spring-autumn-770,Spring and Autumn Period Begins,-770,Regional lords contested power as Zhou authority faded.,war,asia,4,britannica
asia-confucius-born-551,Confucius Born,-551,Confucius was born in the state of Lu.,culture,asia,3,britannica
asia-sun-tzu-500,Art of War Written,-500,Sun Tzu composed the classic text The Art of War.,culture,asia,3,britannica
asia-warring-states-475,Warring States Period Begins,-475,Seven states fought for supremacy in China.,war,asia,3,britannica
asia-dao-de-jing-400,Tao Te Ching Written,-400,Laozi's Tao Te Ching laid the foundations of Daoism.,culture,asia,5,britannica
asia-shang-yang-356,Shang Yang Reforms,-356,Legalist reforms strengthened the state of Qin.,politics,asia,5,britannica
asia-qin-unification-221,Qin Unifies China,-221,Qin Shi Huang unified the warring states.,politics,asia,2,britannica
asia-qin-shi-huang-221,Qin Shi Huang Becomes Emperor,-221,Qin Shi Huang became the first emperor of China.,politics,asia,2,britannica
asia-great-wall-begins-221,Great Wall Construction Begins,-221,The first emperor linked northern walls into one Great Wall.,technology,asia,3,britannica
asia-terracotta-army-210,Terracotta Army Buried,-210,Thousands of clay soldiers were buried with Qin Shi Huang.,culture,asia,3,britannica
asia-han-dynasty-206,Han Dynasty Founded,-206,Liu Bang founded the Han dynasty.,politics,asia,2,britannica
asia-silk-road-opens-130,Silk Road Opens,-130,Zhang Qian's journeys opened the Silk Road.,culture,asia,4,britannica
asia-paper-invented-105,Paper Invented,105,Cai Lun improved the process of making paper.,technology,asia,3,britannica
asia-seismoscope-132,First Seismoscope Built,132,Zhang Heng invented an early earthquake detector.,science,asia,4,britannica
asia-han-falls-220,Han Dynasty Falls,220,The Han empire collapsed into the Three Kingdoms.,politics,asia,3,britannica
asia-three-kingdoms-220,Three Kingdoms Period Begins,220,Wei Shu and Wu divided China.,war,asia,3,britannica
asia-jin-dynasty-265,Jin Dynasty Founded,265,The Jin reunified China briefly.,politics,asia,4,britannica
asia-romance-three-kingdoms-280,Romance of the Three Kingdoms,280,The epic novel romanticized the era's heroes.,culture,asia,5,britannica
asia-northern-wei-386,Northern Wei Dynasty,386,The Northern Wei rose to power in the north.,politics,asia,5,britannica
asia-sui-dynasty-581,Sui Dynasty Reunifies China,581,The Sui reunited north and south China.,politics,asia,4,britannica
asia-grand-canal-605,Grand Canal Completed,605,The Sui linked north and south by canal.,technology,asia,4,britannica
asia-imperial-exams-605,Imperial Examinations Established,605,The Sui introduced the civil service examination system.,politics,asia,4,britannica
asia-tang-dynasty-618,Tang Dynasty Founded,618,The Tang founded one of China's golden ages.,politics,asia,2,britannica
asia-tang-foreigners-630,Chang'an Welcomes Foreign Cultures,630,Chang'an became a cosmopolitan imperial hub.,culture,asia,4,britannica
asia-woodblock-printing-650,Woodblock Printing Spreads,650,Woodblock printing multiplied texts across China.,technology,asia,4,britannica
asia-wu-zhao-690,Empress Wu Zetian Rules,690,Wu Zetian became the only female emperor.,politics,asia,3,britannica
asia-an-lushan-755,An Lushan Rebellion,755,The rebellion shattered the Tang golden age.,war,asia,4,britannica
asia-tang-falls-907,Tang Dynasty Falls,907,The Tang empire collapsed into warlord states.,politics,asia,3,britannica
asia-five-dynasties-907,Five Dynasties and Ten Kingdoms,907,Rival kingdoms fought after the Tang fell.,war,asia,5,britannica
asia-song-dynasty-960,Song Dynasty Founded,960,Zhao Kuangyin founded the Song dynasty.,politics,asia,3,britannica
asia-movable-type-1040,Movable Type Invented,1040,Bi Sheng invented movable type printing.,technology,asia,4,britannica
asia-gunpowder-1044,Gunpowder Recipe Recorded,1044,A military manual recorded early gunpowder formulas.,technology,asia,3,britannica
asia-compass-1119,Compass Used for Navigation,1119,Chinese sailors navigated with magnetic compasses.,technology,asia,4,britannica
asia-jingkang-incident-1127,Jingkang Incident,1127,The Jurchen captured Kaifeng ending Northern Song.,war,asia,4,britannica
asia-southern-song-1127,Southern Song Established,1127,The Song court retreated south of the Yangtze.,politics,asia,4,britannica
asia-genghis-khan-1206,Genghis Khan Unites Mongols,1206,Genghis Khan united the Mongol tribes.,war,asia,3,britannica
asia-kublai-khan-1260,Kublai Khan Becomes Khan,1260,Kublai Khan took power over the Mongol empire.,politics,asia,4,britannica
asia-yuan-dynasty-1271,Yuan Dynasty Founded,1271,Kublai Khan founded the Yuan dynasty.,politics,asia,3,britannica
asia-marco-polo-1275,Marco Polo Arrives in China,1275,Marco Polo reached the court of Kublai Khan.,culture,asia,4,britannica
asia-yuan-falls-1368,Yuan Dynasty Falls,1368,The Mongols were driven out of China.,politics,asia,3,britannica
asia-ming-dynasty-1368,Ming Dynasty Founded,1368,Zhu Yuanzhang founded the Ming dynasty.,politics,asia,2,britannica
asia-zheng-he-1405,Zheng He's Voyages Begin,1405,Zheng He led fleets across the Indian Ocean.,culture,asia,3,britannica
asia-forbidden-city-1420,Forbidden City Completed,1420,The Ming built the imperial palace in Beijing.,culture,asia,4,britannica
