id,title,year,description,category,region,difficulty,source
asia-jomon-pottery-14000,Jomon Pottery Made,-14000,Jomon people made some of the world's earliest pottery.,culture,asia,4,britannica
asia-yayoi-rice-300,Yayoi Rice Farming Begins,-300,Yayoi farmers introduced wet-rice cultivation.,technology,asia,4,britannica
asia-kofun-tombs-250,Kofun Burial Mounds Built,250,Rulers raised giant keyhole burial mounds.,culture,asia,4,britannica
asia-yamato-state-400,Yamato State Rises,400,The Yamato court unified much of Japan.,politics,asia,4,britannica
asia-buddhism-japan-538,Buddhism Reaches Japan,538,Buddhist teachers arrived from Korea.,culture,asia,3,britannica
asia-shotoku-constitution-604,Seventeen Article Constitution,604,Prince Shōtoku issued a moral code of government.,politics,asia,4,britannica
asia-taika-reform-645,Taika Reform,645,The court centralised land and power.,politics,asia,4,britannica
asia-nara-capital-710,Nara Becomes Capital,710,Japan's first permanent capital rose at Nara.,culture,asia,4,britannica
asia-kojiki-712,Kojiki Completed,712,The chronicle recorded Japan's myths and history.,culture,asia,5,britannica
asia-great-buddha-752,Great Buddha Dedicated,752,Tōdai-ji's giant bronze Buddha was dedicated.,culture,asia,4,britannica
asia-heian-capital-794,Heian Becomes Capital,794,The capital moved to Heian-kyō or modern Kyoto.,culture,asia,3,britannica
asia-fujiwara-regents-858,Fujiwara Regents Rule,858,The Fujiwara clan dominated the throne.,politics,asia,4,britannica
asia-kokin-wakashu-905,Kokin Wakashu Compiled,905,The imperial poetry anthology was completed.,culture,asia,5,britannica
asia-genji-monogatari-1000,Tale of Genji Written,1000,Murasaki Shikibu wrote the Tale of Genji.,culture,asia,3,britannica
asia-hogen-disturbance-1156,Hōgen Disturbance,1156,Court factions clashed in Kyoto.,war,asia,5,britannica
asia-genpei-war-1180,Genpei War Begins,1180,The Taira and Minamoto clans fought for power.,war,asia,4,britannica
asia-dan-no-ura-1185,Battle of Dan-no-ura,1185,The Minamoto destroyed the Taira at sea.,war,asia,4,britannica
asia-kamakura-shogunate-1192,Kamakura Shogunate Begins,1192,Minamoto no Yoritomo became shogun.,politics,asia,3,britannica
asia-zen-flourishes-1200,Zen Flourishes,1200,Zen Buddhism spread among the samurai.,culture,asia,5,britannica
asia-mongol-invasion-1274,First Mongol Invasion,1274,Kublai Khan's fleet attacked Kyushu.,war,asia,3,britannica
asia-second-mongol-invasion-1281,Second Mongol Invasion,1281,A typhoon scattered the Mongol fleet.,war,asia,3,britannica
asia-kamakura-falls-1333,Kamakura Shogunate Falls,1333,Emperor Go-Daigo restored imperial rule.,politics,asia,4,britannica
asia-ashikaga-shogunate-1336,Ashikaga Shogunate Founded,1336,Ashikaga Takauji founded a new shogunate.,politics,asia,4,britannica
asia-kinkakuji-1397,Kinkaku-ji Built,1397,The Golden Pavilion rose in Kyoto.,culture,asia,4,britannica
asia-onin-war-1467,Ōnin War Begins,1467,Civil war plunged Japan into chaos.,war,asia,4,britannica
asia-firearms-1543,Firearms Reach Japan,1543,Portuguese traders brought guns to Tanegashima.,technology,asia,3,britannica
asia-xavier-1549,Xavier Arrives in Japan,1549,Francis Xavier began Christian missions.,culture,asia,4,britannica
asia-nobunaga-1568,Oda Nobunaga Enters Kyoto,1568,Oda Nobunaga began to reunify Japan.,war,asia,3,britannica
asia-honnoji-1582,Honnō-ji Incident,1582,Nobunaga was betrayed and killed.,war,asia,4,britannica
asia-hideyoshi-unifies-1590,Hideyoshi Unifies Japan,1590,Toyotomi Hideyoshi completed reunification.,politics,asia,3,britannica
asia-korea-invasions-1592,Invasions of Korea Begin,1592,Hideyoshi invaded the Korean peninsula.,war,asia,4,britannica
asia-sekigahara-1600,Battle of Sekigahara,1600,Tokugawa Ieyasu won the decisive battle.,war,asia,3,britannica
asia-tokugawa-shogunate-1603,Tokugawa Shogunate Begins,1603,Tokugawa Ieyasu became shogun.,politics,asia,2,britannica
asia-osaka-siege-1615,Siege of Osaka Ends,1615,The Tokugawa crushed the last Toyotomi resistance.,war,asia,4,britannica
asia-sakoku-1635,Sakoku Isolation Begins,1635,Japan closed itself to the outside world.,politics,asia,3,britannica
asia-shimabara-rebellion-1637,Shimabara Rebellion,1637,Peasants and Christians rose against the shogunate.,war,asia,4,britannica
asia-genroku-1688,Genroku Era Begins,1688,Arts and culture flourished in the Genroku era.,culture,asia,4,britannica
asia-47-ronin-1703,Forty-Seven Ronin Revenge,1703,Loyal samurai avenged their lord in Edo.,culture,asia,4,britannica
asia-tenmei-famine-1782,Tenmei Famine,1782,A terrible famine swept northern Japan.,culture,asia,5,britannica
