id,title,year,description,category,region,difficulty,source
asia-eridu-5000,Eridu Founded,-5000,Mesopotamia's earliest city grew near the Euphrates.,culture,asia,5,britannica
asia-sumer-cities-4500,First Sumerian Cities,-4500,Sumerian city-states emerged in the south.,culture,asia,4,britannica
asia-cuneiform-3500,Cuneiform Writing Develops,-3500,Scribes pressed wedge marks into clay.,culture,asia,3,britannica
asia-wheel-3500,Wheel Invented,-3500,Mesopotamians developed wheeled transport.,technology,asia,4,britannica
asia-uruk-city-3200,Uruk Becomes a Great City,-3200,Uruk grew into the world's first metropolis.,culture,asia,3,britannica
asia-ziggurats-3100,Ziggurats Built,-3100,Temple towers rose toward the gods.,technology,asia,4,britannica
asia-sumerian-king-list-2700,Sumerian King List Compiled,-2700,Scribes recorded dynasties of the south.,culture,asia,5,britannica
asia-gilgamesh-2600,Epic of Gilgamesh,-2600,The epic was written down in Sumer.,culture,asia,4,britannica
asia-lagash-umma-2450,Lagash and Umma Fight,-2450,Rival city-states warred over water and land.,war,asia,5,britannica
asia-akkad-2334,Sargon Founds Akkad,-2334,Sargon united Mesopotamia under one empire.,politics,asia,3,britannica
asia-naram-sin-2254,Naram-Sin Expands Akkad,-2254,Akkadian armies campaigned to the sea.,war,asia,5,britannica
asia-ur-third-dynasty-2112,Third Dynasty of Ur,-2112,Ur ruled a revived Sumerian state.,politics,asia,4,britannica
asia-ur-nammu-code-2100,Ur-Nammu's Law Code,-2100,The earliest known laws were written.,culture,asia,4,britannica
asia-amorites-1900,Amorites Settle Babylon,-1900,Amorite tribes entered the Euphrates valley.,culture,asia,5,britannica
asia-enuma-elish-1800,Enuma Elish Written,-1800,Babylon's creation epic was composed.,culture,asia,5,britannica
asia-hammurabi-1792,Hammurabi Rules Babylon,-1792,Hammurabi built Babylon into a great power.,politics,asia,3,britannica
asia-code-hammurabi-1754,Code of Hammurabi,-1754,Hammurabi issued his famous legal code.,culture,asia,2,britannica
asia-kassites-1600,Kassites Rule Babylon,-1600,Kassite kings governed Babylon for centuries.,politics,asia,5,britannica
asia-hittite-sack-1595,Hittites Sack Babylon,-1595,Hittite raiders toppled the old dynasty.,war,asia,4,britannica
asia-middle-assyria-1365,Middle Assyrian Kingdom,-1365,Assyria grew powerful in the north.,politics,asia,5,britannica
asia-elamites-1155,Elamites Seize Babylon,-1155,Elamite armies carried off Babylonian treasures.,war,asia,5,britannica
asia-neo-assyria-911,Neo-Assyrian Empire Rises,-911,Assyria built the largest empire yet seen.,politics,asia,4,britannica
asia-tiglath-pileser-745,Tiglath-pileser III Rules,-745,Tiglath-pileser reformed the Assyrian army.,politics,asia,5,britannica
asia-samaria-722,Assyria Conquers Samaria,-722,Assyria destroyed the northern kingdom of Israel.,war,asia,4,britannica
asia-sargon-ii-722,Sargon II Rules Assyria,-722,Sargon II ruled from his new capital Dur-Sharrukin.,politics,asia,5,britannica
asia-lachish-701,Sennacherib Sieges Lachish,-701,Assyrian siege engines stormed Lachish.,war,asia,4,britannica
asia-babylon-destroyed-689,Sennacherib Destroys Babylon,-689,Sennacherib leveled the rebellious city.,war,asia,4,britannica
asia-ashurbanipal-library-668,Ashurbanipal's Library,-668,Nineveh gathered cuneiform tablets.,culture,asia,4,britannica
asia-neo-babylon-626,Neo-Babylonian Dynasty,-626,Nabopolassar freed Babylon from Assyria.,politics,asia,4,britannica
asia-nineveh-falls-612,Nineveh Falls,-612,Babylonians and Medes destroyed the Assyrian capital.,war,asia,3,britannica
asia-carchemish-605,Battle of Carchemish,-605,Nebuchadnezzar crushed the Egyptians.,war,asia,5,britannica
asia-jerusalem-586,Babylon Captures Jerusalem,-586,Nebuchadnezzar destroyed the Temple.,war,asia,3,britannica
asia-ishtar-gate-575,Ishtar Gate Built,-575,Glazed bricks decorated Babylon's gate.,technology,asia,4,britannica
asia-nabonidus-556,Nabonidus Rules Babylon,-556,Babylon's last native king took the throne.,politics,asia,5,britannica
asia-cyrus-babylon-539,Cyrus Enters Babylon,-539,Persia absorbed Babylon without a battle.,war,asia,4,britannica
asia-alexander-babylon-331,Alexander Enters Babylon,-331,Alexander the Great was welcomed into Babylon.,war,asia,3,britannica
asia-seleucia-312,Seleucia Founded,-312,Seleucus built a Greek capital on the Tigris.,politics,asia,5,britannica
asia-parthians-140,Parthians Take Mesopotamia,-140,Parthian armies conquered the Tigris valley.,war,asia,4,britannica
asia-carrhae-53,Battle of Carrhae,-53,Parthian cavalry destroyed a Roman army.,war,asia,4,britannica
asia-trajan-116,Trajan Conquers Mesopotamia,116,Trajan briefly made it a Roman province.,war,asia,4,britannica
asia-sassanid-224,Sassanid Empire Founded,224,Ardashir founded a new Persian dynasty.,politics,asia,4,britannica
