year,stage,group,type,match_date,home,home_id,home_score,home_pens,away,away_id,away_score,away_pens,extra_time,stadium,city,host,result
1930,Group,1,Round 1,1930-07-13,France,FRA,4,,Mexico,MEX,1,,0,Estadio Pocitos,Montevideo,Uruguay,home
1930,Group,4,Round 1,1930-07-13,United States,USA,3,,Belgium,BEL,0,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,2,Round 1,1930-07-14,Yugoslavia,YUG,2,,Brazil,BRA,1,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,3,Round 1,1930-07-14,Romania,ROU,3,,Peru,PER,1,,0,Estadio Pocitos,Montevideo,Uruguay,home
1930,Group,1,Round 1,1930-07-15,Argentina,ARG,1,,France,FRA,0,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,1,Round 1,1930-07-16,Chile,CHL,3,,Mexico,MEX,0,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,2,Round 1,1930-07-17,Yugoslavia,YUG,4,,Bolivia,BOL,0,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,4,Round 1,1930-07-17,United States,USA,3,,Paraguay,PRY,0,,0,Estadio Gran Parque Central,Montevideo,Uruguay,home
1930,Group,3,Round 1,1930-07-18,Uruguay,URY,1,,Peru,PER,0,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,1,Round 1,1930-07-19,Chile,CHL,1,,France,FRA,0,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,1,Round 1,1930-07-19,Argentina,ARG,6,,Mexico,MEX,3,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,2,Round 1,1930-07-20,Brazil,BRA,4,,Bolivia,BOL,0,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,4,Round 1,1930-07-20,Paraguay,PRY,1,,Belgium,BEL,0,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,3,Round 1,1930-07-21,Uruguay,URY,4,,Romania,ROU,0,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Group,1,Round 1,1930-07-22,Argentina,ARG,3,,Chile,CHL,1,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Knock Out,,Semi Final,1930-07-26,Argentina,ARG,6,,United States,USA,1,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Knock Out,,Semi Final,1930-07-27,Uruguay,URY,6,,Yugoslavia,YUG,1,,0,Estadio Centenario,Montevideo,Uruguay,home
1930,Knock Out,,Final,1930-07-30,Uruguay,URY,4,,Argentina,ARG,2,,0,Estadio Centenario,Montevideo,Uruguay,home
