year,stage,group,type,match_date,home,home_id,home_score,home_pens,away,away_id,away_score,away_pens,extra_time,stadium,city,host,result
1996,Group,A,Round 1,1996-09-01,Singapore,SGP,1,,Malaysia,MAS,1,,0,,Singapore,Singapore,draw
1996,Group,B,Round 1,1996-09-02,Cambodia,KHM,1,,Vietnam,VIE,3,,0,,Singapore,Singapore,away
1996,Group,B,Round 1,1996-09-02,Laos,LAO,1,,Indonesia,IDN,5,,0,,Singapore,Singapore,away
1996,Group,A,Round 1,1996-09-02,Philippines,PHL,0,,Thailand,THA,5,,0,,Singapore,Singapore,away
1996,Group,A,Round 1,1996-09-04,Malaysia,MAS,7,,Philippines,PHL,0,,0,,Singapore,Singapore,home
1996,Group,A,Round 1,1996-09-04,Singapore,SGP,3,,Brunei,BRN,0,,0,,Singapore,Singapore,home
1996,Group,B,Round 1,1996-09-05,Myanmar,MMR,5,,Cambodia,KHM,0,,0,,Singapore,Singapore,home
1996,Group,B,Round 1,1996-09-05,Laos,LAO,1,,Vietnam,VIE,1,,0,,Singapore,Singapore,draw
1996,Group,A,Round 1,1996-09-06,Singapore,SGP,3,,Philippines,PHL,0,,0,,Singapore,Singapore,home
1996,Group,A,Round 1,1996-09-06,Thailand,THA,6,,Brunei,BRN,0,,0,,Singapore,Singapore,home
1996,Group,B,Round 1,1996-09-07,Myanmar,MMR,1,,Vietnam,VIE,4,,0,,Singapore,Singapore,away
1996,Group,B,Round 1,1996-09-07,Indonesia,IDN,3,,Cambodia,KHM,0,,0,,Singapore,Singapore,home
1996,Group,A,Round 1,1996-09-08,Brunei,BRN,1,,Philippines,PHL,0,,0,,Singapore,Singapore,home
1996,Group,A,Round 1,1996-09-08,Thailand,THA,1,,Malaysia,MAS,1,,0,,Singapore,Singapore,draw
1996,Group,B,Round 1,1996-09-09,Indonesia,IDN,6,,Myanmar,MMR,1,,0,,Singapore,Singapore,home
1996,Group,B,Round 1,1996-09-09,Laos,LAO,1,,Cambodia,KHM,0,,0,,Singapore,Singapore,home
1996,Group,A,Round 1,1996-09-10,Brunei,BRN,0,,Malaysia,MAS,6,,0,,Singapore,Singapore,away
1996,Group,A,Round 1,1996-09-10,Singapore,SGP,0,,Thailand,THA,1,,0,,Singapore,Singapore,away
1996,Group,B,Round 1,1996-09-11,Laos,LAO,2,,Myanmar,MMR,4,,0,,Singapore,Singapore,away
1996,Group,B,Round 1,1996-09-11,Vietnam,VIE,1,,Indonesia,IDN,1,,0,,Singapore,Singapore,draw
1996,Knock Out,,Semi Final,1996-09-13,Malaysia,MAS,3,,Indonesia,IDN,1,,0,,Singapore,Singapore,home
1996,Knock Out,,Semi Final,1996-09-13,Thailand,THA,4,,Vietnam,VIE,2,,0,,Singapore,Singapore,home
1996,Knock Out,,Third Place,1996-09-15,Indonesia,IDN,2,,Vietnam,VIE,3,,0,,Singapore,Singapore,away
1996,Knock Out,,Final,1996-09-15,Thailand,THA,1,,Malaysia,MAS,0,,0,,Singapore,Singapore,home
1998,Group,A,Round 1,1998-08-26,Malaysia,MAS,0,,Singapore,SGP,2,,0,,Hanoi,Vietnam,away
1998,Group,A,Round 1,1998-08-26,Vietnam,VIE,4,,Laos,LAO,1,,0,,Hanoi,Vietnam,home
1998,Group,B,Round 1,1998-08-27,Indonesia,IDN,3,,Philippines,PHL,0,,0,,Ho Chi Minh City,Vietnam,home
1998,Group,B,Round 1,1998-08-27,Thailand,THA,1,,Myanmar,MMR,1,,0,,Ho Chi Minh City,Vietnam,draw
1998,Group,A,Round 1,1998-08-28,Malaysia,MAS,0,,Laos,LAO,0,,0,,Hanoi,Vietnam,draw
1998,Group,A,Round 1,1998-08-28,Vietnam,VIE,0,,Singapore,SGP,0,,0,,Hanoi,Vietnam,draw
1998,Group,B,Round 1,1998-08-29,Indonesia,IDN,6,,Myanmar,MMR,2,,0,,Ho Chi Minh City,Vietnam,home
1998,Group,B,Round 1,1998-08-29,Thailand,THA,3,,Philippines,PHL,1,,0,,Ho Chi Minh City,Vietnam,home
1998,Group,A,Round 1,1998-08-30,Singapore,SGP,4,,Laos,LAO,1,,0,,Hanoi,Vietnam,home
1998,Group,A,Round 1,1998-08-30,Vietnam,VIE,1,,Malaysia,MAS,0,,0,,Hanoi,Vietnam,home
1998,Group,B,Round 1,1998-08-31,Myanmar,MMR,5,,Philippines,PHL,2,,0,,Ho Chi Minh City,Vietnam,home
1998,Group,B,Round 1,1998-08-31,Thailand,THA,3,,Indonesia,IDN,2,,0,,Ho Chi Minh City,Vietnam,home
1998,Knock Out,,Semi Final,1998-09-02,Singapore,SGP,2,,Indonesia,IDN,1,,0,,Ho Chi Minh City,Vietnam,home
1998,Knock Out,,Semi Final,1998-09-03,Vietnam,VIE,3,,Thailand,THA,0,,0,,Hanoi,Vietnam,home
1998,Knock Out,,Third Place,1998-09-05,Indonesia,IDN,3,,Thailand,THA,3,,1,,Ho Chi Minh City,Vietnam,draw
1998,Knock Out,,Final,1998-09-05,Vietnam,VIE,0,,Singapore,SGP,1,,0,,Hanoi,Vietnam,away
2000,Group,A,Round 1,2000-11-05,Singapore,SGP,1,,Cambodia,KHM,0,,0,,Songkhla,Thailand,home
2000,Group,A,Round 1,2000-11-05,Vietnam,VIE,0,,Malaysia,MAS,0,,0,,Songkhla,Thailand,draw
2000,Group,B,Round 1,2000-11-06,Indonesia,IDN,3,,Philippines,PHL,0,,0,,Chiang Mai,Thailand,home
