year,stage,group,type,match_date,home,home_id,home_score,home_pens,away,away_id,away_score,away_pens,extra_time,stadium,city,host,result
1991,Group,A,Round 1,1991-06-28,Mexico,MEX,4,,Jamaica,JAM,1,,0,,Los Angeles,United States,home
1991,Group,A,Round 1,1991-06-28,Canada,CAN,2,,Honduras,HON,4,,0,,Los Angeles,United States,away
1991,Group,A,Round 1,1991-06-30,Canada,CAN,1,,Mexico,MEX,3,,0,,Los Angeles,United States,away
1991,Group,A,Round 1,1991-06-30,Jamaica,JAM,0,,Honduras,HON,5,,0,,Los Angeles,United States,away
1991,Group,A,Round 1,1991-07-02,Jamaica,JAM,2,,Canada,CAN,3,,0,,Los Angeles,United States,away
1991,Group,A,Round 1,1991-07-02,Mexico,MEX,1,,Honduras,HON,1,,0,,Los Angeles,United States,draw
1991,Group,B,Round 1,1991-06-29,United States,USA,2,,Trinidad and Tobago,TRI,1,,0,,Pasadena,United States,home
1991,Group,B,Round 1,1991-06-29,Costa Rica,CRC,2,,Guatemala,GUA,0,,0,,Pasadena,United States,home
1991,Group,B,Round 1,1991-07-01,United States,USA,3,,Guatemala,GUA,0,,0,,Pasadena,United States,home
1991,Group,B,Round 1,1991-07-01,Trinidad and Tobago,TRI,2,,Costa Rica,CRC,1,,0,,Pasadena,United States,home
1991,Group,B,Round 1,1991-07-03,Trinidad and Tobago,TRI,0,,Guatemala,GUA,1,,0,,Los Angeles,United States,away
1991,Group,B,Round 1,1991-07-03,United States,USA,3,,Costa Rica,CRC,2,,0,,Los Angeles,United States,home
1991,Knock Out,,Semi Final,1991-07-05,Honduras,HON,2,,Costa Rica,CRC,0,,0,,Los Angeles,United States,home
1991,Knock Out,,Semi Final,1991-07-05,United States,USA,2,,Mexico,MEX,0,,0,,Los Angeles,United States,home
1991,Knock Out,,Third Place,1991-07-07,Mexico,MEX,2,,Costa Rica,CRC,0,,0,,Los Angeles,United States,home
1991,Knock Out,,Final,1991-07-07,United States,USA,0,,Honduras,HON,0,,1,,Los Angeles,United States,draw
1993,Group,A,Round 1,1993-07-10,United States,USA,1,,Jamaica,JAM,0,,0,,Dallas,United States,home
1993,Group,A,Round 1,1993-07-10,Honduras,HON,5,,Panama,PAN,1,,0,,Dallas,United States,home
1993,Group,A,Round 1,1993-07-14,Honduras,HON,1,,Jamaica,JAM,3,,0,,Dallas,United States,away
1993,Group,A,Round 1,1993-07-14,United States,USA,2,,Panama,PAN,1,,0,,Dallas,United States,home
1993,Group,A,Round 1,1993-07-17,Jamaica,JAM,1,,Panama,PAN,1,,0,,Dallas,United States,draw
1993,Group,A,Round 1,1993-07-17,United States,USA,1,,Honduras,HON,0,,0,,Dallas,United States,home
1993,Group,B,Round 1,1993-07-11,Mexico,MEX,9,,Martinique,MTQ,0,,0,,Mexico City,Mexico,home
1993,Group,B,Round 1,1993-07-11,Canada,CAN,1,,Costa Rica,CRC,1,,0,,Mexico City,Mexico,draw
1993,Group,B,Round 1,1993-07-15,Mexico,MEX,1,,Costa Rica,CRC,1,,0,,Mexico City,Mexico,draw
1993,Group,B,Round 1,1993-07-15,Canada,CAN,2,,Martinique,MTQ,2,,0,,Mexico City,Mexico,draw
1993,Group,B,Round 1,1993-07-18,Costa Rica,CRC,3,,Martinique,MTQ,1,,0,,Mexico City,Mexico,home
1993,Group,B,Round 1,1993-07-18,Mexico,MEX,8,,Canada,CAN,0,,0,,Mexico City,Mexico,home
1993,Knock Out,,Semi Final,1993-07-22,United States,USA,1,,Costa Rica,CRC,0,,0,,Dallas,United States,home
1993,Knock Out,,Semi Final,1993-07-22,Mexico,MEX,6,,Jamaica,JAM,1,,0,,Mexico City,Mexico,home
1993,Knock Out,,Third Place,1993-07-25,Jamaica,JAM,1,,Costa Rica,CRC,1,,0,,Mexico City,Mexico,draw
1993,Knock Out,,Final,1993-07-25,Mexico,MEX,4,,United States,USA,0,,0,,Mexico City,Mexico,home
1996,Group,A,Round 1,1996-01-11,Mexico,MEX,5,,Saint Vincent and the Grenadines,VIN,0,,0,,San Diego,United States,home
1996,Group,A,Round 1,1996-01-14,Guatemala,GUA,0,,Mexico,MEX,1,,0,,San Diego,United States,away
1996,Group,A,Round 1,1996-01-16,Guatemala,GUA,3,,Saint Vincent and the Grenadines,VIN,0,,0,,Anaheim,United States,home
1996,Group,B,Round 1,1996-01-10,Canada,CAN,3,,Honduras,HON,1,,0,,Anaheim,United States,home
1996,Group,B,Round 1,1996-01-12,Brazil,BRA,4,,Canada,CAN,1,,0,,Los Angeles,United States,home
1996,Group,B,Round 1,1996-01-14,Honduras,HON,0,,Brazil,BRA,5,,0,,Los Angeles,United States,away
1996,Group,C,Round 1,1996-01-10,Trinidad and Tobago,TRI,2,,El Salvador,SLV,3,,0,,Anaheim,United States,away
1996,Group,C,Round 1,1996-01-13,United States,USA,3,,Trinidad and Tobago,TRI,2,,0,,Anaheim,United States,home
1996,Group,C,Round 1,1996-01-16,United States,USA,2,,El Salvador,SLV,0,,0,,Anaheim,United States,home
1996,Knock Out,,Semi Final,1996-01-18,United States,USA,0,,Brazil,BRA,1,,0,,Los Angeles,United States,away
1996,Knock Out,,Semi Final,1996-01-19,Mexico,MEX,1,,Guatemala,GUA,0,,0,,San Diego,United States,home
1996,Knock Out,,Final,1996-01-21,Mexico,MEX,2,,Brazil,BRA,0,,0,,Los Angeles,United States,home
1996,Knock Out,,Third Place,1996-01-21,United States,USA,3,,Guatemala,GUA,0,,0,,Los Angeles,United States,home
1998,Group,A,Round 1,1998-02-01,Guatemala,GUA,0,,El Salvador,SLV,0,,0,,Los Angeles,United States,draw
1998,Group,A,Round 1,1998-02-03,Brazil,BRA,0,,Jamaica,JAM,0,,0,,Miami,United States,draw
1998,Group,A,Round 1,1998-02-05,Brazil,BRA,1,,Guatemala,GUA,1,,0,,Miami,United States,draw
1998,Group,A,Round 1,1998-02-08,Guatemala,GUA,2,,Jamaica,JAM,3,,0,,Los Angeles,United States,away
1998,Group,A,Round 1,1998-02-08,El Salvador,SLV,0,,Brazil,BRA,4,,0,,Los Angeles,United States,away
1998,Group,A,Round 1,1998-02-09,Jamaica,JAM,2,,El Salvador,SLV,0,,0,,Los Angeles,United States,home
1998,Group,B,Round 1,1998-02-01,Honduras,HON,1,,Trinidad and Tobago,TRI,3,,0,,Oakland,United States,away
1998,Group,B,Round 1,1998-02-04,Trinidad and Tobago,TRI,2,,Mexico,MEX,4,,0,,Oakland,United States,away
1998,Group,B,Round 1,1998-02-07,Mexico,MEX,2,,Honduras,HON,0,,0,,Oakland,United States,home
1998,Group,C,Round 1,1998-02-01,United States,USA,3,,Cuba,CUB,0,,0,,Oakland,United States,home
1998,Group,C,Round 1,1998-02-04,Cuba,CUB,2,,Costa Rica,CRC,7,,0,,Oakland,United States,away
1998,Group,C,Round 1,1998-02-07,United States,USA,2,,Costa Rica,CRC,1,,0,,Oakland,United States,home
1998,Knock Out,,Semi Final,1998-02-10,United States,USA,1,,Brazil,BRA,0,,0,,Los Angeles,United States,home
1998,Knock Out,,Semi Final,1998-02-12,Jamaica,JAM,0,,Mexico,MEX,1,,0,,Los Angeles,United States,away
1998,Knock Out,,Third Place,1998-02-15,Brazil,BRA,1,,Jamaica,JAM,0,,0,,Los Angeles,United States,home
1998,Knock Out,,Final,1998-02-15,United States,USA,0,,Mexico,MEX,1,,0,,Los Angeles,United States,away
2000,Group,A,Round 1,2000-02-12,Colombia,COL,1,,Jamaica,JAM,0,,0,,Miami,United States,home
2000,Group,A,Round 1,2000-02-14,Jamaica,JAM,0,,Honduras,HON,2,,0,,Miami,United States,away
2000,Group,A,Round 1,2000-02-16,Honduras,HON,2,,Colombia,COL,0,,0,,Miami,United States,home
2000,Group,B,Round 1,2000-02-12,United States,USA,3,,Haiti,HAI,0,,0,,Miami,United States,home
2000,Group,B,Round 1,2000-02-14,Haiti,HAI,1,,Peru,PER,1,,0,,Miami,United States,draw
2000,Group,B,Round 1,2000-02-16,United States,USA,1,,Peru,PER,0,,0,,Miami,United States,home
2000,Group,C,Round 1,2000-02-13,Mexico,MEX,4,,Trinidad and Tobago,TRI,0,,0,,San Diego,United States,home
2000,Group,C,Round 1,2000-02-15,Trinidad and Tobago,TRI,4,,Guatemala,GUA,2,,0,,Los Angeles,United States,home
2000,Group,C,Round 1,2000-02-17,Mexico,MEX,1,,Guatemala,GUA,1,,0,,Los Angeles,United States,draw
2000,Group,D,Round 1,2000-02-13,Costa Rica,CRC,2,,Canada,CAN,2,,0,,San Diego,United States,draw
2000,Group,D,Round 1,2000-02-15,Canada,CAN,0,,South Korea,KOR,0,,0,,Los Angeles,United States,draw
2000,Group,D,Round 1,2000-02-17,South Korea,KOR,2,,Costa Rica,CRC,2,,0,,Los Angeles,United States,draw
2000,Knock Out,,Quarter Final,2000-02-19,Honduras,HON,3,,Peru,PER,5,,0,,Miami,United States,away
2000,Knock Out,,Quarter Final,2000-02-19,United States,USA,2,,Colombia,COL,2,,1,,Miami,United States,draw
2000,Knock Out,,Quarter Final,2000-02-20,Costa Rica,CRC,1,,Trinidad and Tobago,TRI,2,,0,,San Diego,United States,away
2000,Knock Out,,Quarter Final,2000-02-20,Mexico,MEX,1,,Canada,CAN,2,,0,,San Diego,United States,away
2000,Knock Out,,Semi Final,2000-02-23,Colombia,COL,2,,Peru,PER,1,,0,,San Diego,United States,home
2000,Knock Out,,Semi Final,2000-02-24,Trinidad and Tobago,TRI,0,,Canada,CAN,1,,0,,Los Angeles,United States,away
2000,Knock Out,,Final,2000-02-27,Canada,CAN,2,,Colombia,COL,0,,0,,Los Angeles,United States,home
2002,Group,A,Round 1,2002-01-19,El Salvador,SLV,0,,Mexico,MEX,1,,0,,Pasadena,United States,away
2002,Group,A,Round 1,2002-01-21,Mexico,MEX,3,,Guatemala,GUA,1,,0,,Pasadena,United States,home
2002,Group,A,Round 1,2002-01-23,Guatemala,GUA,0,,El Salvador,SLV,1,,0,,Pasadena,United States,away
2002,Group,B,Round 1,2002-01-19,United States,USA,2,,South Korea,KOR,1,,0,,Pasadena,United States,home
2002,Group,B,Round 1,2002-01-21,United States,USA,1,,Cuba,CUB,0,,0,,Pasadena,United States,home
2002,Group,B,Round 1,2002-01-23,South Korea,KOR,0,,Cuba,CUB,0,,0,,Pasadena,United States,draw
2002,Group,C,Round 1,2002-01-18,Martinique,MTQ,0,,Costa Rica,CRC,2,,0,,Miami,United States,away
2002,Group,C,Round 1,2002-01-20,Costa Rica,CRC,1,,Trinidad and Tobago,TRI,1,,0,,Miami,United States,draw
2002,Group,C,Round 1,2002-01-22,Trinidad and Tobago,TRI,0,,Martinique,MTQ,1,,0,,Miami,United States,away
2002,Group,D,Round 1,2002-01-18,Haiti,HAI,0,,Canada,CAN,2,,0,,Miami,United States,away
2002,Group,D,Round 1,2002-01-20,Ecuador,ECU,0,,Haiti,HAI,2,,0,,Miami,United States,away
2002,Group,D,Round 1,2002-01-22,Canada,CAN,0,,Ecuador,ECU,2,,0,,Miami,United States,away
2002,Knock Out,,Quarter Final,2002-01-26,Canada,CAN,1,,Martinique,MTQ,1,,1,,Miami,United States,draw
2002,Knock Out,,Quarter Final,2002-01-26,Costa Rica,CRC,2,,Haiti,HAI,1,,0,,Miami,United States,home
2002,Knock Out,,Quarter Final,2002-01-27,Mexico,MEX,0,,South Korea,KOR,0,,1,,Pasadena,United States,draw
2002,Knock Out,,Quarter Final,2002-01-27,United States,USA,4,,El Salvador,SLV,0,,0,,Pasadena,United States,home
2002,Knock Out,,Semi Final,2002-01-30,Costa Rica,CRC,3,,South Korea,KOR,1,,0,,Pasadena,United States,home
2002,Knock Out,,Semi Final,2002-01-30,United States,USA,0,,Canada,CAN,0,,1,,Pasadena,United States,draw
2002,Knock Out,,Third Place,2002-02-02,Canada,CAN,2,,South Korea,KOR,1,,0,,Pasadena,United States,home
2002,Knock Out,,Final,2002-02-02,United States,USA,2,,Costa Rica,CRC,0,,0,,Pasadena,United States,home
2003,Group,A,Round 1,2003-07-13,Mexico,MEX,1,,Brazil,BRA,0,,0,,Mexico City,Mexico,home
2003,Group,A,Round 1,2003-07-15,Brazil,BRA,2,,Honduras,HON,1,,0,,Mexico City,Mexico,home
2003,Group,A,Round 1,2003-07-17,Mexico,MEX,0,,Honduras,HON,0,,0,,Mexico City,Mexico,draw
2003,Group,B,Round 1,2003-07-13,Jamaica,JAM,0,,Colombia,COL,1,,0,,Miami,United States,away
2003,Group,B,Round 1,2003-07-15,Guatemala,GUA,0,,Jamaica,JAM,2,,0,,Miami,United States,away
2003,Group,B,Round 1,2003-07-17,Colombia,COL,1,,Guatemala,GUA,1,,0,,Miami,United States,draw
2003,Group,C,Round 1,2003-07-12,United States,USA,2,,El Salvador,SLV,0,,0,,Foxborough,United States,home
2003,Group,C,Round 1,2003-07-14,United States,USA,2,,Martinique,MTQ,0,,0,,Foxborough,United States,home
2003,Group,C,Round 1,2003-07-16,El Salvador,SLV,1,,Martinique,MTQ,0,,0,,Foxborough,United States,home
2003,Group,D,Round 1,2003-07-12,Costa Rica,CRC,0,,Canada,CAN,1,,0,,Foxborough,United States,away
2003,Group,D,Round 1,2003-07-14,Canada,CAN,0,,Cuba,CUB,2,,0,,Foxborough,United States,away
